Date;"Start Time";"End Time";"Forecast [MW]";"Actual [MW]";"Offshore contribution [MW]"
2019-01-01;00:00:00;00:15:00;12660;11466;2154,9
2019-01-01;00:15:00;00:30:00;12858;11752,9;2151,7
2019-01-01;00:30:00;00:45:00;12977;12036,7;2154,4
2019-01-01;00:45:00;01:00:00;13151;11876,9;2004,7
2019-01-01;01:00:00;01:15:00;13341;11907,7;1846,5
2019-01-01;01:15:00;01:30:00;13499;12239,3;1851,1
2019-01-01;01:30:00;01:45:00;13656;12325,1;1854,9
2019-01-01;01:45:00;02:00:00;13821;12127,9;1859,8
2019-01-01;02:00:00;02:15:00;13995;11896,6;1785,3
2019-01-01;02:15:00;02:30:00;14142;12012,1;1771,2
2019-01-01;02:30:00;02:45:00;14285;11970,8;1773
2019-01-01;02:45:00;03:00:00;14446;12178,6;1870,8
2019-01-01;03:00:00;03:15:00;14607;12685,7;2084,5
2019-01-01;03:15:00;03:30:00;14792;12365,1;2080,8
2019-01-01;03:30:00;03:45:00;14974;12579;2082,9
2019-01-01;03:45:00;04:00:00;14838;12683,9;2081,1
2019-01-01;04:00:00;04:15:00;15007;13190,6;2080,9
2019-01-01;04:15:00;04:30:00;15083;13290,7;2085
2019-01-01;04:30:00;04:45:00;15153;13420;2083,7
2019-01-01;04:45:00;05:00:00;15268;13291,2;2088,3
2019-01-01;05:00:00;05:15:00;15364;13587,2;2088,3
2019-01-01;05:15:00;05:30:00;15413;13447,5;2088,5
2019-01-01;05:30:00;05:45:00;15467;13622,1;2089,2
2019-01-01;05:45:00;06:00:00;15492;13356,3;1915,2
2019-01-01;06:00:00;06:15:00;15931;13488,8;1587,6
2019-01-01;06:15:00;06:30:00;15909;13256;1591,5
2019-01-01;06:30:00;06:45:00;15883;13298,6;1592,3
2019-01-01;06:45:00;07:00:00;15855;13316,6;1591,6
2019-01-01;07:00:00;07:15:00;15827;13491,6;1591,7
2019-01-01;07:15:00;07:30:00;15828;13679;1643,8
2019-01-01;07:30:00;07:45:00;15832;13850,3;1686,4
2019-01-01;07:45:00;08:00:00;15843;13795,5;1688,9
2019-01-01;08:00:00;08:15:00;15854;13780,2;1691,3
2019-01-01;08:15:00;08:30:00;15871;13728,5;1690,1
2019-01-01;08:30:00;08:45:00;15888;13600;1685,6
2019-01-01;08:45:00;09:00:00;15908;13447,1;1519,7
2019-01-01;09:00:00;09:15:00;15935;13157,2;1494,4
2019-01-01;09:15:00;09:30:00;15981;12923,5;1413,4
2019-01-01;09:30:00;09:45:00;16027;12579,7;1462,2
2019-01-01;09:45:00;10:00:00;16084;12858,3;1485,8
2019-01-01;10:00:00;10:15:00;16144;13208,9;1538,7
2019-01-01;10:15:00;10:30:00;16252;13421,9;1574,5
2019-01-01;10:30:00;10:45:00;16361;13752;1550,3
2019-01-01;10:45:00;11:00:00;16467;14205,4;1576,1
2019-01-01;11:00:00;11:15:00;16571;14783,5;1823,9
2019-01-01;11:15:00;11:30:00;16670;14970;1845,9
2019-01-01;11:30:00;11:45:00;16776;15105,2;1849,2
2019-01-01;11:45:00;12:00:00;16871;15037,1;1852,1
2019-01-01;12:00:00;12:15:00;16597;15047,7;1844,9
2019-01-01;12:15:00;12:30:00;16669;14901;1622,6
2019-01-01;12:30:00;12:45:00;16732;15051,7;1550,7
2019-01-01;12:45:00;13:00:00;16796;15067,3;1378,5
2019-01-01;13:00:00;13:15:00;16868;14987,3;1313,6
2019-01-01;13:15:00;13:30:00;16965;15156,3;1316,5
2019-01-01;13:30:00;13:45:00;17069;15210,2;1284,8
2019-01-01;13:45:00;14:00:00;17185;15212,2;1302,5
2019-01-01;14:00:00;14:15:00;17275;15166,4;1289,9
2019-01-01;14:15:00;14:30:00;17332;15134,1;1297,5
2019-01-01;14:30:00;14:45:00;17387;15364,1;1294,1
2019-01-01;14:45:00;15:00:00;17431;15350;1270,7
2019-01-01;15:00:00;15:15:00;17476;14699,8;1045,1
2019-01-01;15:15:00;15:30:00;17518;15069,3;1255,6
2019-01-01;15:30:00;15:45:00;17706;15099,9;1244,7
2019-01-01;15:45:00;16:00:00;17727;15265,3;1279,2
2019-01-01;16:00:00;16:15:00;17745;15191;1292
2019-01-01;16:15:00;16:30:00;17767;15254,2;1286,2
2019-01-01;16:30:00;16:45:00;17786;15282;1279,2
2019-01-01;16:45:00;17:00:00;17798;15331,1;1294,1
2019-01-01;17:00:00;17:15:00;17815;15385,6;1294,2
2019-01-01;17:15:00;17:30:00;17804;15420,3;1289,1
2019-01-01;17:30:00;17:45:00;17793;15390,4;1229,1
2019-01-01;17:45:00;18:00:00;17781;15372;1266,7
2019-01-01;18:00:00;18:15:00;17774;15225,3;1281,4
2019-01-01;18:15:00;18:30:00;17771;15185,3;1158,6
2019-01-01;18:30:00;18:45:00;17767;15274,5;1249,6
2019-01-01;18:45:00;19:00:00;17743;15240,9;1199,2
2019-01-01;19:00:00;19:15:00;17747;14935;1134,4
2019-01-01;19:15:00;19:30:00;17758;15168;1207,8
2019-01-01;19:30:00;19:45:00;17775;15135,8;1259
2019-01-01;19:45:00;20:00:00;17793;15091,7;1194,5
2019-01-01;20:00:00;20:15:00;17844;15207,6;1160,9
2019-01-01;20:15:00;20:30:00;17860;15264,6;1171,2
2019-01-01;20:30:00;20:45:00;17802;15255;1250,5
2019-01-01;20:45:00;21:00:00;17786;15183,7;1197,2
2019-01-01;21:00:00;21:15:00;17776;14847;1234
2019-01-01;21:15:00;21:30:00;17735;15089,4;1199,8
2019-01-01;21:30:00;21:45:00;17695;15158,6;1238
2019-01-01;21:45:00;22:00:00;17663;15117;1260,4
2019-01-01;22:00:00;22:15:00;17272;14381;1256,8
2019-01-01;22:15:00;22:30:00;17185;14542,9;1238,9
2019-01-01;22:30:00;22:45:00;17102;14617,6;1216,1
2019-01-01;22:45:00;23:00:00;16998;15006,7;1213
2019-01-01;23:00:00;23:15:00;16910;14681,1;1062,1
2019-01-01;23:15:00;23:30:00;16830;14873,8;1239,6
2019-01-01;23:30:00;23:45:00;16761;14485,1;1134,1
2019-01-01;23:45:00;24:00:00;16705;14523,9;1198,6
2019-01-02;00:00:00;00:15:00;15998;14222;1140,7
2019-01-02;00:15:00;00:30:00;15940;13656,3;1120,4
2019-01-02;00:30:00;00:45:00;16078;13622,4;1156,5
2019-01-02;00:45:00;01:00:00;16020;13637,3;1168,7
2019-01-02;01:00:00;01:15:00;15965;13529,2;1325,9
2019-01-02;01:15:00;01:30:00;15907;13687,8;1581
2019-01-02;01:30:00;01:45:00;15849;13730,3;1787,9
2019-01-02;01:45:00;02:00:00;15773;13889,6;2002,8
2019-01-02;02:00:00;02:15:00;15703;13805,3;1991,5
2019-01-02;02:15:00;02:30:00;15669;13862,3;2332,1
2019-01-02;02:30:00;02:45:00;15639;13850,2;2557,1
2019-01-02;02:45:00;03:00:00;15595;13804,9;2739,4
2019-01-02;03:00:00;03:15:00;15550;14042;2750,5
2019-01-02;03:15:00;03:30:00;15508;14070,6;2750
2019-01-02;03:30:00;03:45:00;15467;13992,4;2754,8
2019-01-02;03:45:00;04:00:00;15426;14008,4;2767,3
2019-01-02;04:00:00;04:15:00;15380;13979,5;2780,1
2019-01-02;04:15:00;04:30:00;15334;13937,9;2769,5
2019-01-02;04:30:00;04:45:00;15290;14053,2;2778,1
2019-01-02;04:45:00;05:00:00;15222;13957,3;2784,6
2019-01-02;05:00:00;05:15:00;15149;14366,2;2840,5
2019-01-02;05:15:00;05:30:00;15194;14518,4;2861,2
2019-01-02;05:30:00;05:45:00;15240;14819,3;2871,8
2019-01-02;05:45:00;06:00:00;15158;15000;2886
2019-01-02;06:00:00;06:15:00;15493;14926;2945,4
2019-01-02;06:15:00;06:30:00;15358;15073,7;2960,3
2019-01-02;06:30:00;06:45:00;15228;15025,7;2941,7
2019-01-02;06:45:00;07:00:00;15094;14866,4;3001,6
2019-01-02;07:00:00;07:15:00;14954;15104,7;3435,9
2019-01-02;07:15:00;07:30:00;14783;15193,7;3576,3
2019-01-02;07:30:00;07:45:00;14616;15103,5;3573,8
2019-01-02;07:45:00;08:00:00;14455;14934;3586,7
2019-01-02;08:00:00;08:15:00;14296;14645,8;3528,1
2019-01-02;08:15:00;08:30:00;14145;14244,9;3265,4
2019-01-02;08:30:00;08:45:00;14082;14205,1;3250,2
2019-01-02;08:45:00;09:00:00;13939;14013,5;3252,3
2019-01-02;09:00:00;09:15:00;13806;13856,4;3238,6
2019-01-02;09:15:00;09:30:00;13666;13366;3238,5
2019-01-02;09:30:00;09:45:00;13619;13209,5;3225,5
2019-01-02;09:45:00;10:00:00;13584;13242,6;3176,8
2019-01-02;10:00:00;10:15:00;13919;13417,5;3164,6
2019-01-02;10:15:00;10:30:00;13853;13483,9;3138,3
2019-01-02;10:30:00;10:45:00;14379;13484,8;3109,8
2019-01-02;10:45:00;11:00:00;14253;13433,5;3032,1
2019-01-02;11:00:00;11:15:00;14125;13482,9;2939
2019-01-02;11:15:00;11:30:00;13983;13425,4;2844,2
2019-01-02;11:30:00;11:45:00;13843;13397,6;2686,6
2019-01-02;11:45:00;12:00:00;13684;13258;2519,3
2019-01-02;12:00:00;12:15:00;13518;13386,9;2404,6
2019-01-02;12:15:00;12:30:00;13336;13242,6;2338,8
2019-01-02;12:30:00;12:45:00;13133;13153,9;2388,3
2019-01-02;12:45:00;13:00:00;12903;13116,3;2377,5
2019-01-02;13:00:00;13:15:00;12609;13040,8;2273,4
2019-01-02;13:15:00;13:30:00;12257;12981,8;2194,1
2019-01-02;13:30:00;13:45:00;11944;12923,5;2136
2019-01-02;13:45:00;14:00:00;11648;12642,5;2037
2019-01-02;14:00:00;14:15:00;11336;12322;2126,6
2019-01-02;14:15:00;14:30:00;11024;11862,7;1962
2019-01-02;14:30:00;14:45:00;10709;11285,1;1850,7
2019-01-02;14:45:00;15:00:00;10385;10929,7;1885,5
2019-01-02;15:00:00;15:15:00;10055;10586,2;1996,5
2019-01-02;15:15:00;15:30:00;9772;10354;2061,4
2019-01-02;15:30:00;15:45:00;9501;10590,5;2240,2
2019-01-02;15:45:00;16:00:00;9232;10474;2124
2019-01-02;16:00:00;16:15:00;8972;9857,2;1852,1
2019-01-02;16:15:00;16:30:00;8819;9697,5;1923
2019-01-02;16:30:00;16:45:00;8666;9248,3;1787,6
2019-01-02;16:45:00;17:00:00;8511;9271,5;1924,8
2019-01-02;17:00:00;17:15:00;8364;9320,4;2043,6
2019-01-02;17:15:00;17:30:00;8244;9144,2;2005,3
2019-01-02;17:30:00;17:45:00;8128;8712;1799,5
2019-01-02;17:45:00;18:00:00;8011;8269,1;1547,4
2019-01-02;18:00:00;18:15:00;7897;8143,2;1525,9
2019-01-02;18:15:00;18:30:00;7796;8125,5;1609,6
2019-01-02;18:30:00;18:45:00;7711;7895,1;1727,2
2019-01-02;18:45:00;19:00:00;7654;7891,9;1899,7
2019-01-02;19:00:00;19:15:00;7606;7613,6;1908,8
2019-01-02;19:15:00;19:30:00;7541;7459,7;1980,6
2019-01-02;19:30:00;19:45:00;7459;7365,3;1998,7
2019-01-02;19:45:00;20:00:00;7367;7021,6;1921,6
2019-01-02;20:00:00;20:15:00;7282;6802,1;1795,7
2019-01-02;20:15:00;20:30:00;7194;6404,1;1546,5
2019-01-02;20:30:00;20:45:00;7108;6421,9;1715,9
2019-01-02;20:45:00;21:00:00;7019;6401,9;1762,2
2019-01-02;21:00:00;21:15:00;6938;6122,4;1611,9
2019-01-02;21:15:00;21:30:00;6828;6022;1694,8
2019-01-02;21:30:00;21:45:00;6711;6171,2;2019,1
2019-01-02;21:45:00;22:00:00;6591;6074,9;2030,9
2019-01-02;22:00:00;22:15:00;6456;5944,5;2095,1
2019-01-02;22:15:00;22:30:00;6418;5787,7;2039
2019-01-02;22:30:00;22:45:00;6377;5872,9;2239
2019-01-02;22:45:00;23:00:00;6334;5435,3;1928,9
2019-01-02;23:00:00;23:15:00;6300;5433,4;2004,4
2019-01-02;23:15:00;23:30:00;6315;5223,7;1822,3
2019-01-02;23:30:00;23:45:00;6331;5218;1797,8
2019-01-02;23:45:00;24:00:00;6346;5264,9;2020,1
2019-01-03;00:00:00;00:15:00;5854;5466,2;2202,1
2019-01-03;00:15:00;00:30:00;5816;5686,1;2455,1
2019-01-03;00:30:00;00:45:00;5779;5525,5;2298,3
2019-01-03;00:45:00;01:00:00;5747;5625,8;2436,4
2019-01-03;01:00:00;01:15:00;5714;5919,2;2720,7
2019-01-03;01:15:00;01:30:00;5715;6004,5;2872,4
2019-01-03;01:30:00;01:45:00;5715;6059,1;3013,6
2019-01-03;01:45:00;02:00:00;5712;5985,5;3007,9
2019-01-03;02:00:00;02:15:00;5708;5629;2657,2
2019-01-03;02:15:00;02:30:00;5724;5832,7;2905,8
2019-01-03;02:30:00;02:45:00;5741;5708,6;2824,7
2019-01-03;02:45:00;03:00:00;5760;5557,8;2684,8
2019-01-03;03:00:00;03:15:00;5783;5732,2;2838,3
2019-01-03;03:15:00;03:30:00;5856;6078,9;3129,5
2019-01-03;03:30:00;03:45:00;5928;6096,5;3067,4
2019-01-03;03:45:00;04:00:00;5994;6169,3;3177,5
2019-01-03;04:00:00;04:15:00;6059;5892,4;2930,9
2019-01-03;04:15:00;04:30:00;6108;6085,1;3137,6
2019-01-03;04:30:00;04:45:00;6154;6126,3;3224
2019-01-03;04:45:00;05:00:00;6198;6208;3284,2
2019-01-03;05:00:00;05:15:00;6242;6212;3370,4
2019-01-03;05:15:00;05:30:00;6253;6290,4;3383,5
2019-01-03;05:30:00;05:45:00;6267;6416,8;3474,5
2019-01-03;05:45:00;06:00:00;6285;6108,2;3247,3
2019-01-03;06:00:00;06:15:00;6315;6182,3;3263,6
2019-01-03;06:15:00;06:30:00;6332;6228,4;3284
2019-01-03;06:30:00;06:45:00;6353;6159,3;3248,8
2019-01-03;06:45:00;07:00:00;6383;5879,1;3017,1
2019-01-03;07:00:00;07:15:00;6402;6010,1;3081,1
2019-01-03;07:15:00;07:30:00;6364;6231,6;3216,4
2019-01-03;07:30:00;07:45:00;6328;6273;3190,3
2019-01-03;07:45:00;08:00:00;6299;6169,9;3094,5
2019-01-03;08:00:00;08:15:00;6262;6235,1;3174,9
2019-01-03;08:15:00;08:30:00;6218;6331,9;3232,2
2019-01-03;08:30:00;08:45:00;6172;6247,5;3215,2
2019-01-03;08:45:00;09:00:00;6129;6370,8;3306
2019-01-03;09:00:00;09:15:00;6084;6213,3;3091,7
2019-01-03;09:15:00;09:30:00;6020;5944,2;2974,6
2019-01-03;09:30:00;09:45:00;5961;6024,7;3089,4
2019-01-03;09:45:00;10:00:00;5882;5786,1;2860,7
2019-01-03;10:00:00;10:15:00;5794;5687,9;2837,2
2019-01-03;10:15:00;10:30:00;5616;5597;2830,1
2019-01-03;10:30:00;10:45:00;5435;5364,1;2720,7
2019-01-03;10:45:00;11:00:00;5251;4986,7;2478,7
2019-01-03;11:00:00;11:15:00;5067;4722,4;2348,6
2019-01-03;11:15:00;11:30:00;4902;4612,6;2288,8
2019-01-03;11:30:00;11:45:00;4744;4384,7;2167,5
2019-01-03;11:45:00;12:00:00;4612;4058,4;2003
2019-01-03;12:00:00;12:15:00;4486;4085,2;2094,1
2019-01-03;12:15:00;12:30:00;4371;3835,6;1977,2
2019-01-03;12:30:00;12:45:00;4276;3478,4;1744,8
2019-01-03;12:45:00;13:00:00;4185;3425,7;1765,3
2019-01-03;13:00:00;13:15:00;4120;3247;1639,6
2019-01-03;13:15:00;13:30:00;4100;3034,6;1511,7
2019-01-03;13:30:00;13:45:00;4079;3057,4;1602,3
2019-01-03;13:45:00;14:00:00;4057;2933,1;1523,5
2019-01-03;14:00:00;14:15:00;4051;2867,5;1472,9
2019-01-03;14:15:00;14:30:00;4056;2911,2;1490,6
2019-01-03;14:30:00;14:45:00;4058;2864,5;1433,6
2019-01-03;14:45:00;15:00:00;4064;2903,4;1397,1
2019-01-03;15:00:00;15:15:00;4074;2957,5;1387
2019-01-03;15:15:00;15:30:00;4140;2976,3;1303,3
2019-01-03;15:30:00;15:45:00;4205;2970,2;1178,1
2019-01-03;15:45:00;16:00:00;4260;3097,4;1154,9
2019-01-03;16:00:00;16:15:00;4322;3161,6;1110,5
2019-01-03;16:15:00;16:30:00;4447;3363;1167,2
2019-01-03;16:30:00;16:45:00;4575;3426,2;1096,6
2019-01-03;16:45:00;17:00:00;4703;3634,4;1157,4
2019-01-03;17:00:00;17:15:00;4830;3826;1237,5
2019-01-03;17:15:00;17:30:00;4920;3918,3;1207
2019-01-03;17:30:00;17:45:00;5009;3931,9;1137,3
2019-01-03;17:45:00;18:00:00;5097;4033;1133,7
2019-01-03;18:00:00;18:15:00;5178;4116,3;1158,4
2019-01-03;18:15:00;18:30:00;5254;4250,6;1203,8
2019-01-03;18:30:00;18:45:00;5321;4342,8;1262,5
2019-01-03;18:45:00;19:00:00;5364;4585,7;1434,6
2019-01-03;19:00:00;19:15:00;5396;4774,2;1583,4
2019-01-03;19:15:00;19:30:00;5437;4791,1;1578,3
2019-01-03;19:30:00;19:45:00;5489;4780,7;1605,8
2019-01-03;19:45:00;20:00:00;5523;4756,9;1585,4
2019-01-03;20:00:00;20:15:00;5566;4747,9;1623,8
2019-01-03;20:15:00;20:30:00;5612;4712,2;1593,6
2019-01-03;20:30:00;20:45:00;5667;4639,2;1521,5
2019-01-03;20:45:00;21:00:00;5718;4849,5;1631,3
2019-01-03;21:00:00;21:15:00;5771;4683,2;1438,1
2019-01-03;21:15:00;21:30:00;5796;4524,8;1281,2
2019-01-03;21:30:00;21:45:00;5820;4404,8;1184,4
2019-01-03;21:45:00;22:00:00;5841;4371,2;1192,1
2019-01-03;22:00:00;22:15:00;5840;4276,7;1154,7
2019-01-03;22:15:00;22:30:00;5865;4318,3;1248,1
2019-01-03;22:30:00;22:45:00;5887;4309;1295,3
2019-01-03;22:45:00;23:00:00;5905;4318,3;1247,9
2019-01-03;23:00:00;23:15:00;5929;4364,2;1281,8
2019-01-03;23:15:00;23:30:00;5974;4431,7;1322,6
2019-01-03;23:30:00;23:45:00;6011;4402,8;1255,8
2019-01-03;23:45:00;24:00:00;6064;4474,6;1267,5
2019-01-04;00:00:00;00:15:00;5600;4680,9;1372,3
2019-01-04;00:15:00;00:30:00;5727;4826,6;1412,5
2019-01-04;00:30:00;00:45:00;5848;5187,8;1590,5
2019-01-04;00:45:00;01:00:00;5978;5609,4;1783,9
2019-01-04;01:00:00;01:15:00;6110;6015,2;1966,1
2019-01-04;01:15:00;01:30:00;6342;6262,3;1942,8
2019-01-04;01:30:00;01:45:00;6567;6781,5;2123,3
2019-01-04;01:45:00;02:00:00;6766;7153;2301,8
2019-01-04;02:00:00;02:15:00;6961;7574,6;2698
2019-01-04;02:15:00;02:30:00;7167;7850,5;2919,1
2019-01-04;02:30:00;02:45:00;7364;7932,1;2921,4
2019-01-04;02:45:00;03:00:00;7543;8142;2908,1
2019-01-04;03:00:00;03:15:00;7653;8228,7;3027,9
2019-01-04;03:15:00;03:30:00;7842;8408,8;3135,2
2019-01-04;03:30:00;03:45:00;8025;8591,1;3263,9
2019-01-04;03:45:00;04:00:00;8199;8934,5;3505,6
2019-01-04;04:00:00;04:15:00;8384;9300,3;3659,3
2019-01-04;04:15:00;04:30:00;8570;9027,7;3281,6
2019-01-04;04:30:00;04:45:00;8744;9092,6;3232,8
2019-01-04;04:45:00;05:00:00;8889;9328,5;3257,6
2019-01-04;05:00:00;05:15:00;9059;9564,1;3389,6
2019-01-04;05:15:00;05:30:00;9221;9724,5;3429,3
2019-01-04;05:30:00;05:45:00;9379;10006,9;3462,8
2019-01-04;05:45:00;06:00:00;9530;10202,3;3466,6
2019-01-04;06:00:00;06:15:00;9795;10608,3;3473,9
2019-01-04;06:15:00;06:30:00;10018;10212,7;3221,5
2019-01-04;06:30:00;06:45:00;10241;10384,5;3206,2
2019-01-04;06:45:00;07:00:00;10258;10584,4;3234,8
2019-01-04;07:00:00;07:15:00;10434;10863,4;3251,5
2019-01-04;07:15:00;07:30:00;10617;11062,6;3248,1
2019-01-04;07:30:00;07:45:00;10623;11386,3;3229,2
2019-01-04;07:45:00;08:00:00;10787;11630,7;3244,4
2019-01-04;08:00:00;08:15:00;10947;11538;3003,1
2019-01-04;08:15:00;08:30:00;11101;11568,8;2919,4
2019-01-04;08:30:00;08:45:00;11244;11548,2;2910,1
2019-01-04;08:45:00;09:00:00;11383;11464,3;2915,7
2019-01-04;09:00:00;09:15:00;11515;11473,7;2925,5
2019-01-04;09:15:00;09:30:00;11656;11495,7;2916,2
2019-01-04;09:30:00;09:45:00;11795;11530,8;2912,9
2019-01-04;09:45:00;10:00:00;11930;11521,1;2905
2019-01-04;10:00:00;10:15:00;12064;11779,9;2902,2
2019-01-04;10:15:00;10:30:00;12159;11956,4;2910,9
2019-01-04;10:30:00;10:45:00;12244;12052,7;2913,1
2019-01-04;10:45:00;11:00:00;12336;12193,5;2916,1
2019-01-04;11:00:00;11:15:00;12430;12301,8;2904,6
2019-01-04;11:15:00;11:30:00;12575;12461,3;2893,9
2019-01-04;11:30:00;11:45:00;12711;12655;2870
2019-01-04;11:45:00;12:00:00;12847;12715,4;2862,5
2019-01-04;12:00:00;12:15:00;12984;12874,1;2895
2019-01-04;12:15:00;12:30:00;13124;12981,4;2883
2019-01-04;12:30:00;12:45:00;13251;13113,6;2874,4
2019-01-04;12:45:00;13:00:00;13177;13298,4;2823,1
2019-01-04;13:00:00;13:15:00;13284;13282,7;2790,4
2019-01-04;13:15:00;13:30:00;13343;13236,1;2776,2
2019-01-04;13:30:00;13:45:00;13398;13276,7;2785,1
2019-01-04;13:45:00;14:00:00;13473;13109,3;2807,1
2019-01-04;14:00:00;14:15:00;13520;13027,9;2778,7
2019-01-04;14:15:00;14:30:00;13573;13034,2;2782,3
2019-01-04;14:30:00;14:45:00;13624;12928;2797,4
2019-01-04;14:45:00;15:00:00;13668;12687,7;2781,3
2019-01-04;15:00:00;15:15:00;13706;12650,1;2804
2019-01-04;15:15:00;15:30:00;13709;12632,8;2812,8
2019-01-04;15:30:00;15:45:00;13711;12815,4;2823
2019-01-04;15:45:00;16:00:00;13718;12950,5;2827,2
2019-01-04;16:00:00;16:15:00;13728;13026,5;2873,6
2019-01-04;16:15:00;16:30:00;13722;12991,1;2887,6
2019-01-04;16:30:00;16:45:00;13714;13044,6;2900,9
2019-01-04;16:45:00;17:00:00;13706;13189,5;2917,5
2019-01-04;17:00:00;17:15:00;13703;13250,7;2938,3
2019-01-04;17:15:00;17:30:00;13694;13275,5;2956,4
2019-01-04;17:30:00;17:45:00;13687;13311,3;2954,3
2019-01-04;17:45:00;18:00:00;13681;13422,7;2951,2
2019-01-04;18:00:00;18:15:00;13675;13444,8;2953,6
2019-01-04;18:15:00;18:30:00;13660;13576,4;2963,4
2019-01-04;18:30:00;18:45:00;13640;13662;2949,8
2019-01-04;18:45:00;19:00:00;13597;13640;2919,5
2019-01-04;19:00:00;19:15:00;13586;13675,1;2929,7
2019-01-04;19:15:00;19:30:00;13623;13726,8;2935,6
2019-01-04;19:30:00;19:45:00;13679;13861;2938,9
2019-01-04;19:45:00;20:00:00;13742;13792,2;2928,3
2019-01-04;20:00:00;20:15:00;13817;13745,4;2932,6
2019-01-04;20:15:00;20:30:00;13875;13750,2;2944
2019-01-04;20:30:00;20:45:00;13935;13748,4;2937,4
2019-01-04;20:45:00;21:00:00;13996;13867,6;2944,4
2019-01-04;21:00:00;21:15:00;14063;13838,6;2958,1
2019-01-04;21:15:00;21:30:00;14121;14061;2954,2
2019-01-04;21:30:00;21:45:00;14178;14164,8;2955,9
2019-01-04;21:45:00;22:00:00;14234;14280,3;2961
2019-01-04;22:00:00;22:15:00;13889;13777,5;2961,8
2019-01-04;22:15:00;22:30:00;13960;13900,3;2960,9
2019-01-04;22:30:00;22:45:00;14029;14004,8;2955
2019-01-04;22:45:00;23:00:00;14099;14134,9;2961,4
2019-01-04;23:00:00;23:15:00;14092;14299,8;2967,7
2019-01-04;23:15:00;23:30:00;14164;14266,7;2968,3
2019-01-04;23:30:00;23:45:00;14244;14249,2;2968,5
2019-01-04;23:45:00;24:00:00;14330;14242,3;2968,5
2019-01-05;00:00:00;00:15:00;14176;14291;2967
2019-01-05;00:15:00;00:30:00;14267;14371;2957,7
2019-01-05;00:30:00;00:45:00;14357;14532,2;2956,5
2019-01-05;00:45:00;01:00:00;14447;14695;2956,3
2019-01-05;01:00:00;01:15:00;14547;14759,3;2955,6
2019-01-05;01:15:00;01:30:00;14687;14879,1;2949,9
2019-01-05;01:30:00;01:45:00;14824;15006,1;2953,1
2019-01-05;01:45:00;02:00:00;14964;15006,2;2950
2019-01-05;02:00:00;02:15:00;15104;15085,4;2944,5
2019-01-05;02:15:00;02:30:00;15237;15156,7;2942,8
2019-01-05;02:30:00;02:45:00;15366;15285,2;2939,4
2019-01-05;02:45:00;03:00:00;15493;15174,9;2942,9
2019-01-05;03:00:00;03:15:00;15622;15248,8;2942,6
2019-01-05;03:15:00;03:30:00;15769;15316,2;2949,3
2019-01-05;03:30:00;03:45:00;15912;15443,7;2946,1
2019-01-05;03:45:00;04:00:00;16047;15443,8;2942,5
2019-01-05;04:00:00;04:15:00;16175;15517;2941,3
2019-01-05;04:15:00;04:30:00;16213;15481,3;2937,4
2019-01-05;04:30:00;04:45:00;16255;15447;2940,6
2019-01-05;04:45:00;05:00:00;16289;15413,6;2939,7
2019-01-05;05:00:00;05:15:00;16319;15312,1;2940,6
2019-01-05;05:15:00;05:30:00;16321;15265,2;3003,3
2019-01-05;05:30:00;05:45:00;16323;15353,3;3080,2
2019-01-05;05:45:00;06:00:00;16319;15371,9;3096,9
2019-01-05;06:00:00;06:15:00;16740;15860,6;3103,8
2019-01-05;06:15:00;06:30:00;16693;15799,1;3102,4
2019-01-05;06:30:00;06:45:00;16845;15654,1;3098,3
2019-01-05;06:45:00;07:00:00;16797;15438,3;3094,7
2019-01-05;07:00:00;07:15:00;16730;15255,7;3096,9
2019-01-05;07:15:00;07:30:00;16533;15015,8;3104,9
2019-01-05;07:30:00;07:45:00;16346;14863,7;3103,1
2019-01-05;07:45:00;08:00:00;16152;14650,4;3106,9
2019-01-05;08:00:00;08:15:00;15926;14372,2;3112,6
2019-01-05;08:15:00;08:30:00;15680;14116,1;3106,8
2019-01-05;08:30:00;08:45:00;15434;14050,8;3106,5
2019-01-05;08:45:00;09:00:00;15192;14063,6;3108,2
2019-01-05;09:00:00;09:15:00;14934;14061,9;3105,3
2019-01-05;09:15:00;09:30:00;14679;13857,1;3102,9
2019-01-05;09:30:00;09:45:00;14430;13684,8;3099,6
2019-01-05;09:45:00;10:00:00;14338;13494,4;3106,8
2019-01-05;10:00:00;10:15:00;14168;13363,7;3115,3
2019-01-05;10:15:00;10:30:00;13888;13097;3114,9
2019-01-05;10:30:00;10:45:00;13626;12947,7;3115,2
2019-01-05;10:45:00;11:00:00;13558;12814,9;3113,7
2019-01-05;11:00:00;11:15:00;13284;12707,4;3113,5
2019-01-05;11:15:00;11:30:00;13030;12620,6;3117,7
2019-01-05;11:30:00;11:45:00;12784;12557,6;3107,8
2019-01-05;11:45:00;12:00:00;12551;12358,4;3096,8
2019-01-05;12:00:00;12:15:00;12321;12200,5;3097
2019-01-05;12:15:00;12:30:00;12086;12102,7;3085,7
2019-01-05;12:30:00;12:45:00;11870;11980,1;3086,2
2019-01-05;12:45:00;13:00:00;11645;11961,4;3085,6
2019-01-05;13:00:00;13:15:00;11422;11970,7;3095,1
2019-01-05;13:15:00;13:30:00;11243;11837,8;3087,6
2019-01-05;13:30:00;13:45:00;11075;11677;3076,2
2019-01-05;13:45:00;14:00:00;10927;11554;3064,8
2019-01-05;14:00:00;14:15:00;10781;11355,5;3025,9
2019-01-05;14:15:00;14:30:00;10630;11132,4;2975,7
