Date;"Start Time";"End Time";"Forecast in MW";"Actual in MW"
2019-01-01;23:45:00;24:00:00;0;0
2019-01-02;00:00:00;00:15:00;0;0
2019-01-02;00:15:00;00:30:00;0;0
2019-01-02;00:30:00;00:45:00;0;0
2019-01-02;00:45:00;01:00:00;0;0
2019-01-02;01:00:00;01:15:00;0;0
2019-01-02;01:15:00;01:30:00;0;0
2019-01-02;01:30:00;01:45:00;0;0
2019-01-02;01:45:00;02:00:00;0;0
2019-01-02;02:00:00;02:15:00;0;0
2019-01-02;02:15:00;02:30:00;0;0
2019-01-02;02:30:00;02:45:00;0;0
2019-01-02;02:45:00;03:00:00;0;0
2019-01-02;03:00:00;03:15:00;0;0
2019-01-02;03:15:00;03:30:00;0;0
2019-01-02;03:30:00;03:45:00;0;0
2019-01-02;03:45:00;04:00:00;0;0
2019-01-02;04:00:00;04:15:00;0;0
2019-01-02;04:15:00;04:30:00;0;0
2019-01-02;04:30:00;04:45:00;0;0
2019-01-02;04:45:00;05:00:00;0;0
2019-01-02;05:00:00;05:15:00;0;0
2019-01-02;05:15:00;05:30:00;0;0
2019-01-02;05:30:00;05:45:00;0;0
2019-01-02;05:45:00;06:00:00;0;0
2019-01-02;06:00:00;06:15:00;0;0
2019-01-02;06:15:00;06:30:00;0;0
2019-01-02;06:30:00;06:45:00;0;0
2019-01-02;06:45:00;07:00:00;0;0
2019-01-02;07:00:00;07:15:00;0;0
2019-01-02;07:15:00;07:30:00;0;0
2019-01-02;07:30:00;07:45:00;,2;0
2019-01-02;07:45:00;08:00:00;,8;0
2019-01-02;08:00:00;08:15:00;5,1;1
2019-01-02;08:15:00;08:30:00;23,3;3,8
2019-01-02;08:30:00;08:45:00;66,9;24,9
2019-01-02;08:45:00;09:00:00;133,7;70,6
2019-01-02;09:00:00;09:15:00;238,4;139,6
2019-01-02;09:15:00;09:30:00;338,2;251,5
2019-01-02;09:30:00;09:45:00;446,4;392,5
2019-01-02;09:45:00;10:00:00;555,9;601
2019-01-02;10:00:00;10:15:00;664;764
2019-01-02;10:15:00;10:30:00;774,2;941,3
2019-01-02;10:30:00;10:45:00;877,2;1147,5
2019-01-02;10:45:00;11:00:00;969,6;1264,2
2019-01-02;11:00:00;11:15:00;1048,6;1396,3
2019-01-02;11:15:00;11:30:00;1158,7;1414
2019-01-02;11:30:00;11:45:00;1259,3;1483,2
2019-01-02;11:45:00;12:00:00;1388,2;1490,6
2019-01-02;12:00:00;12:15:00;1508,7;1491,2
2019-01-02;12:15:00;12:30:00;1537,6;1393,1
2019-01-02;12:30:00;12:45:00;1549;1306,4
2019-01-02;12:45:00;13:00:00;1550,8;1281,4
2019-01-02;13:00:00;13:15:00;1532,7;1202,6
2019-01-02;13:15:00;13:30:00;1497,5;1206,8
2019-01-02;13:30:00;13:45:00;1424,9;1181,5
2019-01-02;13:45:00;14:00:00;1324,5;1032,6
2019-01-02;14:00:00;14:15:00;1207,2;918,8
2019-01-02;14:15:00;14:30:00;1074,7;804
2019-01-02;14:30:00;14:45:00;916,8;665,2
2019-01-02;14:45:00;15:00:00;747,9;527,8
2019-01-02;15:00:00;15:15:00;580;361
2019-01-02;15:15:00;15:30:00;404,1;223,7
2019-01-02;15:30:00;15:45:00;259,5;138,7
2019-01-02;15:45:00;16:00:00;130,6;75,5
2019-01-02;16:00:00;16:15:00;45,3;29,6
2019-01-02;16:15:00;16:30:00;6,6;5,3
2019-01-02;16:30:00;16:45:00;0;0
2019-01-02;16:45:00;17:00:00;0;0
2019-01-02;17:00:00;17:15:00;0;0
2019-01-02;17:15:00;17:30:00;0;0
2019-01-02;17:30:00;17:45:00;0;0
2019-01-02;17:45:00;18:00:00;0;0
2019-01-02;18:00:00;18:15:00;0;0
2019-01-02;18:15:00;18:30:00;0;0
2019-01-02;18:30:00;18:45:00;0;0
2019-01-02;18:45:00;19:00:00;0;0
2019-01-02;19:00:00;19:15:00;0;0
2019-01-02;19:15:00;19:30:00;0;0
2019-01-02;19:30:00;19:45:00;0;0
2019-01-02;19:45:00;20:00:00;0;0
2019-01-02;20:00:00;20:15:00;0;0
2019-01-02;20:15:00;20:30:00;0;0
2019-01-02;20:30:00;20:45:00;0;0
2019-01-02;20:45:00;21:00:00;0;0
2019-01-02;21:00:00;21:15:00;0;0
2019-01-02;21:15:00;21:30:00;0;0
2019-01-02;21:30:00;21:45:00;0;0
2019-01-02;21:45:00;22:00:00;0;0
2019-01-02;22:00:00;22:15:00;0;0
2019-01-02;22:15:00;22:30:00;0;0
2019-01-02;22:30:00;22:45:00;0;0
2019-01-02;22:45:00;23:00:00;0;0
2019-01-02;23:00:00;23:15:00;0;0
2019-01-02;23:15:00;23:30:00;0;0
2019-01-02;23:30:00;23:45:00;0;0
2019-01-02;23:45:00;24:00:00;0;0
2019-01-03;00:00:00;00:15:00;0;0
2019-01-03;00:15:00;00:30:00;0;0
2019-01-03;00:30:00;00:45:00;0;0
2019-01-03;00:45:00;01:00:00;0;0
2019-01-03;01:00:00;01:15:00;0;0
2019-01-03;01:15:00;01:30:00;0;0
2019-01-03;01:30:00;01:45:00;0;0
2019-01-03;01:45:00;02:00:00;0;0
2019-01-03;02:00:00;02:15:00;0;0
2019-01-03;02:15:00;02:30:00;0;0
2019-01-03;02:30:00;02:45:00;0;0
2019-01-03;02:45:00;03:00:00;0;0
2019-01-03;03:00:00;03:15:00;0;0
2019-01-03;03:15:00;03:30:00;0;0
2019-01-03;03:30:00;03:45:00;0;0
2019-01-03;03:45:00;04:00:00;0;0
2019-01-03;04:00:00;04:15:00;0;0
2019-01-03;04:15:00;04:30:00;0;0
2019-01-03;04:30:00;04:45:00;0;0
2019-01-03;04:45:00;05:00:00;0;0
2019-01-03;05:00:00;05:15:00;0;0
2019-01-03;05:15:00;05:30:00;0;0
2019-01-03;05:30:00;05:45:00;0;0
2019-01-03;05:45:00;06:00:00;0;0
2019-01-03;06:00:00;06:15:00;0;0
2019-01-03;06:15:00;06:30:00;0;0
2019-01-03;06:30:00;06:45:00;0;0
2019-01-03;06:45:00;07:00:00;0;0
2019-01-03;07:00:00;07:15:00;0;0
2019-01-03;07:15:00;07:30:00;0;0
2019-01-03;07:30:00;07:45:00;,5;0
2019-01-03;07:45:00;08:00:00;2;0
2019-01-03;08:00:00;08:15:00;8;1,1
2019-01-03;08:15:00;08:30:00;32,4;15,1
2019-01-03;08:30:00;08:45:00;93,4;62,8
2019-01-03;08:45:00;09:00:00;203;118,8
2019-01-03;09:00:00;09:15:00;342,2;193,9
2019-01-03;09:15:00;09:30:00;491,9;314,7
2019-01-03;09:30:00;09:45:00;662,1;408,6
2019-01-03;09:45:00;10:00:00;830,5;529,2
2019-01-03;10:00:00;10:15:00;997,9;678,5
2019-01-03;10:15:00;10:30:00;1128,4;805
2019-01-03;10:30:00;10:45:00;1238,7;954,8
2019-01-03;10:45:00;11:00:00;1329,8;1075,1
2019-01-03;11:00:00;11:15:00;1403;1140,1
2019-01-03;11:15:00;11:30:00;1455,9;1200,8
2019-01-03;11:30:00;11:45:00;1489,5;1201,8
2019-01-03;11:45:00;12:00:00;1505,5;1165,8
2019-01-03;12:00:00;12:15:00;1502,4;1128
2019-01-03;12:15:00;12:30:00;1483,9;1113,4
2019-01-03;12:30:00;12:45:00;1446,2;1082,5
2019-01-03;12:45:00;13:00:00;1395,2;1060,3
2019-01-03;13:00:00;13:15:00;1330,2;1059
2019-01-03;13:15:00;13:30:00;1256,2;1054,4
2019-01-03;13:30:00;13:45:00;1165,6;1024,2
2019-01-03;13:45:00;14:00:00;1068;946
2019-01-03;14:00:00;14:15:00;960,5;842,6
2019-01-03;14:15:00;14:30:00;847,4;729,2
2019-01-03;14:30:00;14:45:00;723,4;591,3
2019-01-03;14:45:00;15:00:00;585,1;464,3
2019-01-03;15:00:00;15:15:00;445,9;320,2
2019-01-03;15:15:00;15:30:00;320,8;210,3
2019-01-03;15:30:00;15:45:00;208,7;129,6
2019-01-03;15:45:00;16:00:00;113,6;71,7
2019-01-03;16:00:00;16:15:00;40,4;26,8
2019-01-03;16:15:00;16:30:00;6,3;4
2019-01-03;16:30:00;16:45:00;0;0
2019-01-03;16:45:00;17:00:00;0;0
2019-01-03;17:00:00;17:15:00;0;0
2019-01-03;17:15:00;17:30:00;0;0
2019-01-03;17:30:00;17:45:00;0;0
2019-01-03;17:45:00;18:00:00;0;0
2019-01-03;18:00:00;18:15:00;0;0
2019-01-03;18:15:00;18:30:00;0;0
2019-01-03;18:30:00;18:45:00;0;0
2019-01-03;18:45:00;19:00:00;0;0
2019-01-03;19:00:00;19:15:00;0;0
2019-01-03;19:15:00;19:30:00;0;0
2019-01-03;19:30:00;19:45:00;0;0
2019-01-03;19:45:00;20:00:00;0;0
2019-01-03;20:00:00;20:15:00;0;0
2019-01-03;20:15:00;20:30:00;0;0
2019-01-03;20:30:00;20:45:00;0;0
2019-01-03;20:45:00;21:00:00;0;0
2019-01-03;21:00:00;21:15:00;0;0
2019-01-03;21:15:00;21:30:00;0;0
2019-01-03;21:30:00;21:45:00;0;0
2019-01-03;21:45:00;22:00:00;0;0
2019-01-03;22:00:00;22:15:00;0;0
2019-01-03;22:15:00;22:30:00;0;0
2019-01-03;22:30:00;22:45:00;0;0
2019-01-03;22:45:00;23:00:00;0;0
2019-01-03;23:00:00;23:15:00;0;0
2019-01-03;23:15:00;23:30:00;0;0
2019-01-03;23:30:00;23:45:00;0;0
2019-01-03;23:45:00;24:00:00;0;0
2019-01-04;00:00:00;00:15:00;0;0
2019-01-04;00:15:00;00:30:00;0;0
2019-01-04;00:30:00;00:45:00;0;0
2019-01-04;00:45:00;01:00:00;0;0
2019-01-04;01:00:00;01:15:00;0;0
2019-01-04;01:15:00;01:30:00;0;0
2019-01-04;01:30:00;01:45:00;0;0
2019-01-04;01:45:00;02:00:00;0;0
2019-01-04;02:00:00;02:15:00;0;0
2019-01-04;02:15:00;02:30:00;0;0
2019-01-04;02:30:00;02:45:00;0;0
2019-01-04;02:45:00;03:00:00;0;0
2019-01-04;03:00:00;03:15:00;0;0
2019-01-04;03:15:00;03:30:00;0;0
2019-01-04;03:30:00;03:45:00;0;0
2019-01-04;03:45:00;04:00:00;0;0
2019-01-04;04:00:00;04:15:00;0;0
2019-01-04;04:15:00;04:30:00;0;0
2019-01-04;04:30:00;04:45:00;0;0
2019-01-04;04:45:00;05:00:00;0;0
2019-01-04;05:00:00;05:15:00;0;0
2019-01-04;05:15:00;05:30:00;0;0
2019-01-04;05:30:00;05:45:00;0;0
2019-01-04;05:45:00;06:00:00;0;0
2019-01-04;06:00:00;06:15:00;0;0
2019-01-04;06:15:00;06:30:00;0;0
2019-01-04;06:30:00;06:45:00;0;0
2019-01-04;06:45:00;07:00:00;0;0
2019-01-04;07:00:00;07:15:00;0;0
2019-01-04;07:15:00;07:30:00;0;0
2019-01-04;07:30:00;07:45:00;,2;0
2019-01-04;07:45:00;08:00:00;,8;0
2019-01-04;08:00:00;08:15:00;3,9;1,1
2019-01-04;08:15:00;08:30:00;12,8;2,9
2019-01-04;08:30:00;08:45:00;34,5;15,5
2019-01-04;08:45:00;09:00:00;62;35,4
2019-01-04;09:00:00;09:15:00;91,5;58
2019-01-04;09:15:00;09:30:00;126,4;86,3
2019-01-04;09:30:00;09:45:00;166,3;120,2
2019-01-04;09:45:00;10:00:00;204,1;151,3
2019-01-04;10:00:00;10:15:00;231,3;178,3
2019-01-04;10:15:00;10:30:00;250,2;197,6
2019-01-04;10:30:00;10:45:00;267,6;230,5
2019-01-04;10:45:00;11:00:00;280,3;260
2019-01-04;11:00:00;11:15:00;289,3;280,9
2019-01-04;11:15:00;11:30:00;293;295,6
2019-01-04;11:30:00;11:45:00;294,2;319,7
2019-01-04;11:45:00;12:00:00;291,6;332,6
2019-01-04;12:00:00;12:15:00;286,3;322,2
2019-01-04;12:15:00;12:30:00;279,2;296
2019-01-04;12:30:00;12:45:00;269,5;259,1
2019-01-04;12:45:00;13:00:00;256,9;240,5
2019-01-04;13:00:00;13:15:00;241,8;238,9
2019-01-04;13:15:00;13:30:00;224,5;226,4
2019-01-04;13:30:00;13:45:00;203,4;202,9
2019-01-04;13:45:00;14:00:00;180,2;179
2019-01-04;14:00:00;14:15:00;155,9;154,6
2019-01-04;14:15:00;14:30:00;132,4;128,7
2019-01-04;14:30:00;14:45:00;106,7;99,5
2019-01-04;14:45:00;15:00:00;83,3;73,6
2019-01-04;15:00:00;15:15:00;61,1;50,7
2019-01-04;15:15:00;15:30:00;42,4;29,9
2019-01-04;15:30:00;15:45:00;28,6;14,6
2019-01-04;15:45:00;16:00:00;17,2;4,7
2019-01-04;16:00:00;16:15:00;7,8;1
2019-01-04;16:15:00;16:30:00;1,8;,8
2019-01-04;16:30:00;16:45:00;0;0
2019-01-04;16:45:00;17:00:00;0;0
2019-01-04;17:00:00;17:15:00;0;0
2019-01-04;17:15:00;17:30:00;0;0
2019-01-04;17:30:00;17:45:00;0;0
2019-01-04;17:45:00;18:00:00;0;0
2019-01-04;18:00:00;18:15:00;0;0
2019-01-04;18:15:00;18:30:00;0;0
2019-01-04;18:30:00;18:45:00;0;0
2019-01-04;18:45:00;19:00:00;0;0
2019-01-04;19:00:00;19:15:00;0;0
2019-01-04;19:15:00;19:30:00;0;0
2019-01-04;19:30:00;19:45:00;0;0
2019-01-04;19:45:00;20:00:00;0;0
2019-01-04;20:00:00;20:15:00;0;0
2019-01-04;20:15:00;20:30:00;0;0
2019-01-04;20:30:00;20:45:00;0;0
2019-01-04;20:45:00;21:00:00;0;0
2019-01-04;21:00:00;21:15:00;0;0
2019-01-04;21:15:00;21:30:00;0;0
2019-01-04;21:30:00;21:45:00;0;0
2019-01-04;21:45:00;22:00:00;0;0
2019-01-04;22:00:00;22:15:00;0;0
2019-01-04;22:15:00;22:30:00;0;0
2019-01-04;22:30:00;22:45:00;0;0
2019-01-04;22:45:00;23:00:00;0;0
2019-01-04;23:00:00;23:15:00;0;0
2019-01-04;23:15:00;23:30:00;0;0
2019-01-04;23:30:00;23:45:00;0;0
2019-01-04;23:45:00;24:00:00;0;0
2019-01-05;00:00:00;00:15:00;0;0
2019-01-05;00:15:00;00:30:00;0;0
2019-01-05;00:30:00;00:45:00;0;0
2019-01-05;00:45:00;01:00:00;0;0
2019-01-05;01:00:00;01:15:00;0;0
2019-01-05;01:15:00;01:30:00;0;0
2019-01-05;01:30:00;01:45:00;0;0
2019-01-05;01:45:00;02:00:00;0;0
2019-01-05;02:00:00;02:15:00;0;0
2019-01-05;02:15:00;02:30:00;0;0
2019-01-05;02:30:00;02:45:00;0;0
2019-01-05;02:45:00;03:00:00;0;0
2019-01-05;03:00:00;03:15:00;0;0
2019-01-05;03:15:00;03:30:00;0;0
2019-01-05;03:30:00;03:45:00;0;0
2019-01-05;03:45:00;04:00:00;0;0
2019-01-05;04:00:00;04:15:00;0;0
2019-01-05;04:15:00;04:30:00;0;0
2019-01-05;04:30:00;04:45:00;0;0
2019-01-05;04:45:00;05:00:00;0;0
2019-01-05;05:00:00;05:15:00;0;0
2019-01-05;05:15:00;05:30:00;0;0
2019-01-05;05:30:00;05:45:00;0;0
2019-01-05;05:45:00;06:00:00;0;0
2019-01-05;06:00:00;06:15:00;0;0
2019-01-05;06:15:00;06:30:00;0;0
2019-01-05;06:30:00;06:45:00;0;0
2019-01-05;06:45:00;07:00:00;0;0
2019-01-05;07:00:00;07:15:00;0;0
2019-01-05;07:15:00;07:30:00;0;0
2019-01-05;07:30:00;07:45:00;,1;0
2019-01-05;07:45:00;08:00:00;,4;0
2019-01-05;08:00:00;08:15:00;2,5;1,2
2019-01-05;08:15:00;08:30:00;7,6;3,1
2019-01-05;08:30:00;08:45:00;22,9;10,9
2019-01-05;08:45:00;09:00:00;42,1;22,5
2019-01-05;09:00:00;09:15:00;62,5;35,1
2019-01-05;09:15:00;09:30:00;87,2;53
2019-01-05;09:30:00;09:45:00;117,3;77,3
2019-01-05;09:45:00;10:00:00;144,6;98
2019-01-05;10:00:00;10:15:00;165,4;110,8
2019-01-05;10:15:00;10:30:00;180,5;123,2
2019-01-05;10:30:00;10:45:00;198;139,6
2019-01-05;10:45:00;11:00:00;212,4;153,4
2019-01-05;11:00:00;11:15:00;224,6;163,3
2019-01-05;11:15:00;11:30:00;233,9;172,4
2019-01-05;11:30:00;11:45:00;241,9;186,8
2019-01-05;11:45:00;12:00:00;246,7;191,3
2019-01-05;12:00:00;12:15:00;248,2;195,8
2019-01-05;12:15:00;12:30:00;247,1;202,3
2019-01-05;12:30:00;12:45:00;242,7;200,8
2019-01-05;12:45:00;13:00:00;235,5;193,4
2019-01-05;13:00:00;13:15:00;225,5;188,4
2019-01-05;13:15:00;13:30:00;212,6;183,2
2019-01-05;13:30:00;13:45:00;195,5;165
2019-01-05;13:45:00;14:00:00;176,3;147,9
2019-01-05;14:00:00;14:15:00;154,7;130,9
2019-01-05;14:15:00;14:30:00;133,2;114,1
2019-01-05;14:30:00;14:45:00;109,1;87,4
2019-01-05;14:45:00;15:00:00;86,6;61,3
2019-01-05;15:00:00;15:15:00;64,9;43,3
2019-01-05;15:15:00;15:30:00;46,2;27,4
2019-01-05;15:30:00;15:45:00;31,6;15,9
2019-01-05;15:45:00;16:00:00;19,1;7,2
2019-01-05;16:00:00;16:15:00;8,8;1,7
2019-01-05;16:15:00;16:30:00;2,2;,3
2019-01-05;16:30:00;16:45:00;0;0
2019-01-05;16:45:00;17:00:00;0;0
2019-01-05;17:00:00;17:15:00;0;0
2019-01-05;17:15:00;17:30:00;0;0
2019-01-05;17:30:00;17:45:00;0;0
2019-01-05;17:45:00;18:00:00;0;0
2019-01-05;18:00:00;18:15:00;0;0
2019-01-05;18:15:00;18:30:00;0;0
2019-01-05;18:30:00;18:45:00;0;0
2019-01-05;18:45:00;19:00:00;0;0
2019-01-05;19:00:00;19:15:00;0;0
2019-01-05;19:15:00;19:30:00;0;0
2019-01-05;19:30:00;19:45:00;0;0
2019-01-05;19:45:00;20:00:00;0;0
2019-01-05;20:00:00;20:15:00;0;0
2019-01-05;20:15:00;20:30:00;0;0
2019-01-05;20:30:00;20:45:00;0;0
2019-01-05;20:45:00;21:00:00;0;0
2019-01-05;21:00:00;21:15:00;0;0
2019-01-05;21:15:00;21:30:00;0;0
2019-01-05;21:30:00;21:45:00;0;0
2019-01-05;21:45:00;22:00:00;0;0
2019-01-05;22:00:00;22:15:00;0;0
2019-01-05;22:15:00;22:30:00;0;0
2019-01-05;22:30:00;22:45:00;0;0
2019-01-05;22:45:00;23:00:00;0;0
2019-01-05;23:00:00;23:15:00;0;0
2019-01-05;23:15:00;23:30:00;0;0
2019-01-05;23:30:00;23:45:00;0;0
2019-01-05;23:45:00;24:00:00;0;0
2019-01-06;00:00:00;00:15:00;0;0
2019-01-06;00:15:00;00:30:00;0;0
2019-01-06;00:30:00;00:45:00;0;0
2019-01-06;00:45:00;01:00:00;0;0
2019-01-06;01:00:00;01:15:00;0;0
2019-01-06;01:15:00;01:30:00;0;0
2019-01-06;01:30:00;01:45:00;0;0
2019-01-06;01:45:00;02:00:00;0;0
2019-01-06;02:00:00;02:15:00;0;0
2019-01-06;02:15:00;02:30:00;0;0
2019-01-06;02:30:00;02:45:00;0;0
2019-01-06;02:45:00;03:00:00;0;0
2019-01-06;03:00:00;03:15:00;0;0
2019-01-06;03:15:00;03:30:00;0;0
2019-01-06;03:30:00;03:45:00;0;0
2019-01-06;03:45:00;04:00:00;0;0
2019-01-06;04:00:00;04:15:00;0;0
2019-01-06;04:15:00;04:30:00;0;0
2019-01-06;04:30:00;04:45:00;0;0
2019-01-06;04:45:00;05:00:00;0;0
2019-01-06;05:00:00;05:15:00;0;0
2019-01-06;05:15:00;05:30:00;0;0
2019-01-06;05:30:00;05:45:00;0;0
2019-01-06;05:45:00;06:00:00;0;0
2019-01-06;06:00:00;06:15:00;0;0
2019-01-06;06:15:00;06:30:00;0;0
2019-01-06;06:30:00;06:45:00;0;0
2019-01-06;06:45:00;07:00:00;0;0
2019-01-06;07:00:00;07:15:00;0;0
2019-01-06;07:15:00;07:30:00;0;0
2019-01-06;07:30:00;07:45:00;,2;0
2019-01-06;07:45:00;08:00:00;,6;0
2019-01-06;08:00:00;08:15:00;3,5;1,3
2019-01-06;08:15:00;08:30:00;12,8;5,8
2019-01-06;08:30:00;08:45:00;39,2;27,4
2019-01-06;08:45:00;09:00:00;76,3;64,2
2019-01-06;09:00:00;09:15:00;119,3;108,9
2019-01-06;09:15:00;09:30:00;167,5;156,7
2019-01-06;09:30:00;09:45:00;219,7;228,7
2019-01-06;09:45:00;10:00:00;266,9;285,8
2019-01-06;10:00:00;10:15:00;304,6;331,6
2019-01-06;10:15:00;10:30:00;337,6;389,9
2019-01-06;10:30:00;10:45:00;372,6;444,5
2019-01-06;10:45:00;11:00:00;405;497
2019-01-06;11:00:00;11:15:00;432,7;589,2
2019-01-06;11:15:00;11:30:00;452,8;569,6
2019-01-06;11:30:00;11:45:00;464,3;560,1
2019-01-06;11:45:00;12:00:00;467,9;559,7
2019-01-06;12:00:00;12:15:00;467,6;544,1
2019-01-06;12:15:00;12:30:00;463,6;556,9
2019-01-06;12:30:00;12:45:00;456,2;621,2
2019-01-06;12:45:00;13:00:00;446;590
2019-01-06;13:00:00;13:15:00;432,8;554,1
2019-01-06;13:15:00;13:30:00;416,9;498,3
2019-01-06;13:30:00;13:45:00;396;484,8
2019-01-06;13:45:00;14:00:00;371,7;438,9
2019-01-06;14:00:00;14:15:00;342,5;371,5
2019-01-06;14:15:00;14:30:00;308,4;309,6
2019-01-06;14:30:00;14:45:00;265,4;259,5
2019-01-06;14:45:00;15:00:00;218,5;200,1
2019-01-06;15:00:00;15:15:00;172,3;135,1
2019-01-06;15:15:00;15:30:00;128,4;92,5
2019-01-06;15:30:00;15:45:00;87,5;55,4
2019-01-06;15:45:00;16:00:00;50,5;27,2
2019-01-06;16:00:00;16:15:00;21,1;8,4
2019-01-06;16:15:00;16:30:00;4,5;1,2
2019-01-06;16:30:00;16:45:00;0;0
2019-01-06;16:45:00;17:00:00;0;0
2019-01-06;17:00:00;17:15:00;0;0
2019-01-06;17:15:00;17:30:00;0;0
2019-01-06;17:30:00;17:45:00;0;0
2019-01-06;17:45:00;18:00:00;0;0
2019-01-06;18:00:00;18:15:00;0;0
2019-01-06;18:15:00;18:30:00;0;0
2019-01-06;18:30:00;18:45:00;0;0
2019-01-06;18:45:00;19:00:00;0;0
2019-01-06;19:00:00;19:15:00;0;0
2019-01-06;19:15:00;19:30:00;0;0
2019-01-06;19:30:00;19:45:00;0;0
2019-01-06;19:45:00;20:00:00;0;0
2019-01-06;20:00:00;20:15:00;0;0
2019-01-06;20:15:00;20:30:00;0;0
2019-01-06;20:30:00;20:45:00;0;0
2019-01-06;20:45:00;21:00:00;0;0
2019-01-06;21:00:00;21:15:00;0;0
2019-01-06;21:15:00;21:30:00;0;0
2019-01-06;21:30:00;21:45:00;0;0
2019-01-06;21:45:00;22:00:00;0;0
2019-01-06;22:00:00;22:15:00;0;0
2019-01-06;22:15:00;22:30:00;0;0
2019-01-06;22:30:00;22:45:00;0;0
