,month,total_gen
0,1.0,251.10000000000002
1,2.0,128.57999999999998
2,3.0,257.15
3,4.0,164.88
4,5.0,109.09
5,6.0,99.02000000000001
6,7.0,79.32000000000001
7,8.0,68.7
8,9.0,110.66000000000001
9,10.0,136.02
10,11.0,117.23
11,12.0,173.33000000000004
