Date,Time of day,yes_price,fore_gen,hour,month,day,weekday,week,norm_yp,norm_fg,norm_hh,norm_mm,norm_dd,norm_ww
"31-May, 2018",9:00 AM,53.15,0.41,9,5,31,4,22,0.6323003867430363,0.5061728395061728,0.3913043478260869,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",10:00 AM,49.91,0.49,10,5,31,4,22,0.6164390267782838,0.6049382716049382,0.43478260869565216,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",11:00 AM,47.97,0.47,11,5,31,4,22,0.6069417927253147,0.5802469135802468,0.4782608695652174,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",12:00 PM,43.94,0.38,12,5,31,4,22,0.587213002398786,0.4691358024691358,0.5217391304347826,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",1:00 PM,43.93,0.33,13,5,31,4,22,0.58716404758408,0.4074074074074074,0.5652173913043478,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",2:00 PM,44.74,0.27,14,5,31,4,22,0.5911293875752681,0.3333333333333333,0.6086956521739131,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",3:00 PM,44.98,0.23,15,5,31,4,22,0.5923043031282127,0.2839506172839506,0.6521739130434783,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",4:00 PM,46.68,0.17,16,5,31,4,22,0.6006266216282372,0.20987654320987656,0.6956521739130435,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",5:00 PM,49.93,0.1,17,5,31,4,22,0.6165369364076958,0.12345679012345678,0.7391304347826086,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",6:00 PM,55.83,0.05,18,5,31,4,22,0.6454202770842513,0.06172839506172839,0.7826086956521738,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",7:00 PM,59.25,0.01,19,5,31,4,22,0.6621628237137123,0.012345679012345678,0.8260869565217391,0.36363636363636365,0.9999999999999999,0.5
"31-May, 2018",8:00 PM,58.91,0.0,20,5,31,4,22,0.6604983600137074,0.0,0.8695652173913043,0.36363636363636365,0.9999999999999999,0.5
