Date,Time of day,day_price[€/MWh],yes_price[€/MWh],fore_gen[MWh],hour,month,day,norm_dp[€/MWh],norm_yp[€/MWh],norm_fg[MWh],norm_hh,norm_mm,norm_dd
"Apr 9, 2019",2:00 PM,39.59,40.42,0.21,14,4,9,0.612852886934317,0.616777793540455,0.25925925925925924,0.6086956521739131,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",3:00 PM,37.38,40.17,0.2,15,4,9,0.6024022319950821,0.6155955927554737,0.24691358024691357,0.6521739130434783,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",4:00 PM,37.39,39.73,0.17,16,4,9,0.6024495200264813,0.6135149193739065,0.20987654320987656,0.6956521739130435,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",5:00 PM,40.71,42.84,0.13,17,4,9,0.6181491464510334,0.6282214971390742,0.16049382716049382,0.7391304347826086,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",6:00 PM,44.09,45.05,0.06,18,4,9,0.6341325010639808,0.638672152078309,0.07407407407407407,0.7826086956521738,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",7:00 PM,47.01,48.46,0.0,19,4,9,0.6479406062325626,0.6547973707854543,0.0,0.8260869565217391,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",8:00 PM,45.94,46.58,0.0,20,4,9,0.6428807868728426,0.6459072208823947,0.0,0.8695652173913043,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",9:00 PM,42.76,43.42,0.0,21,4,9,0.6278431928878802,0.6309642029602308,0.0,0.9130434782608695,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",10:00 PM,42.01,41.94,0.0,22,4,9,0.6242965905329362,0.6239655743131414,0.0,0.9565217391304348,0.2727272727272727,0.26666666666666666
"Apr 9, 2019",11:00 PM,39.07,37.44,0.0,23,4,9,0.6103939093015558,0.6026859601834776,0.0,1.0,0.2727272727272727,0.26666666666666666
"Apr 10, 2019",12:00 AM,37.51,34.75,0.0,0,4,10,0.6030169764032723,0.5899654797370786,0.0,0.0,0.2727272727272727,0.3
"Apr 10, 2019",1:00 AM,37.18,34.69,0.0,1,4,10,0.601456471367097,0.5896817515486831,0.0,0.043478260869565216,0.2727272727272727,0.3
"Apr 10, 2019",2:00 AM,36.54,35.6,0.0,2,4,10,0.5984300373575449,0.5939849624060151,0.0,0.08695652173913043,0.2727272727272727,0.3
"Apr 10, 2019",3:00 AM,35.78,34.96,0.0,3,4,10,0.5948361469712017,0.5909585283964629,0.0,0.13043478260869565,0.2727272727272727,0.3
"Apr 10, 2019",4:00 AM,36.63,35.12,0.0,4,4,10,0.5988556296401382,0.5917151368988509,0.0,0.17391304347826086,0.2727272727272727,0.3
"Apr 10, 2019",5:00 AM,38.55,37.47,0.0,5,4,10,0.6079349316687946,0.6028278242776753,0.0,0.21739130434782608,0.2727272727272727,0.3
"Apr 10, 2019",6:00 AM,46.99,47.2,0.0,6,4,10,0.6478460301697642,0.6488390788291484,0.0,0.2608695652173913,0.2727272727272727,0.3
"Apr 10, 2019",7:00 AM,54.43,52.08,0.03,7,4,10,0.6830283255308083,0.6719156381519837,0.037037037037037035,0.30434782608695654,0.2727272727272727,0.3
"Apr 10, 2019",8:00 AM,58.02,55.32,0.12,8,4,10,0.70000472880314,0.6872369603253417,0.14814814814814814,0.34782608695652173,0.2727272727272727,0.3
"Apr 10, 2019",9:00 AM,50.59,49.47,0.21,9,4,10,0.6648697214734951,0.6595734619567788,0.25925925925925924,0.3913043478260869,0.2727272727272727,0.3
"Apr 10, 2019",10:00 AM,46.21,46.73,0.3,10,4,10,0.6441575637206224,0.6466165413533835,0.37037037037037035,0.43478260869565216,0.2727272727272727,0.3
"Apr 10, 2019",11:00 AM,44.44,44.79,0.38,11,4,10,0.6357875821629546,0.6374426632619284,0.4691358024691358,0.4782608695652174,0.2727272727272727,0.3
"Apr 10, 2019",12:00 PM,41.16,42.76,0.46,12,4,10,0.6202771078639997,0.6278431928878802,0.5679012345679012,0.5217391304347826,0.2727272727272727,0.3
"Apr 10, 2019",1:00 PM,39.98,40.94,0.45,13,4,10,0.6146971201588878,0.6192367711732161,0.5555555555555556,0.5652173913043478,0.2727272727272727,0.3
"Apr 10, 2019",2:00 PM,38.22,39.59,0.38,14,4,10,0.6063744266326193,0.612852886934317,0.4691358024691358,0.6086956521739131,0.2727272727272727,0.3
"Apr 10, 2019",3:00 PM,37.6,37.38,0.3,15,4,10,0.6034425686858657,0.6024022319950821,0.37037037037037035,0.6521739130434783,0.2727272727272727,0.3
"Apr 10, 2019",4:00 PM,38.12,37.39,0.22,16,4,10,0.6059015463186268,0.6024495200264813,0.2716049382716049,0.6956521739130435,0.2727272727272727,0.3
"Apr 10, 2019",5:00 PM,42.6,40.71,0.14,17,4,10,0.627086584385492,0.6181491464510334,0.17283950617283952,0.7391304347826086,0.2727272727272727,0.3
"Apr 10, 2019",6:00 PM,46.5,44.09,0.05,18,4,10,0.6455289166312007,0.6341325010639808,0.06172839506172839,0.7826086956521738,0.2727272727272727,0.3
"Apr 10, 2019",7:00 PM,47.2,47.01,0.0,19,4,10,0.6488390788291484,0.6479406062325626,0.0,0.8260869565217391,0.2727272727272727,0.3
"Apr 10, 2019",8:00 PM,46.97,45.94,0.0,20,4,10,0.6477514541069656,0.6428807868728426,0.0,0.8695652173913043,0.2727272727272727,0.3
"Apr 10, 2019",9:00 PM,44.56,42.76,0.0,21,4,10,0.6363550385397456,0.6278431928878802,0.0,0.9130434782608695,0.2727272727272727,0.3
"Apr 10, 2019",10:00 PM,42.6,42.01,0.0,22,4,10,0.627086584385492,0.6242965905329362,0.0,0.9565217391304348,0.2727272727272727,0.3
"Apr 10, 2019",11:00 PM,39.23,39.07,0.0,23,4,10,0.6111505178039438,0.6103939093015558,0.0,1.0,0.2727272727272727,0.3
"Apr 11, 2019",12:00 AM,37.5,37.51,0.0,0,4,11,0.6029696883718731,0.6030169764032723,0.0,0.0,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",1:00 AM,37.07,37.18,0.0,1,4,11,0.6009363030217052,0.601456471367097,0.0,0.043478260869565216,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",2:00 AM,37.07,36.54,0.0,2,4,11,0.6009363030217052,0.5984300373575449,0.0,0.08695652173913043,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",3:00 AM,36.52,35.78,0.0,3,4,11,0.5983354612947464,0.5948361469712017,0.0,0.13043478260869565,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",4:00 AM,37.1,36.63,0.0,4,4,11,0.601078167115903,0.5988556296401382,0.0,0.17391304347826086,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",5:00 AM,38.87,38.55,0.0,5,4,11,0.6094481486735708,0.6079349316687946,0.0,0.21739130434782608,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",6:00 AM,47.91,46.99,0.0,6,4,11,0.6521965290584953,0.6478460301697642,0.0,0.2608695652173913,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",7:00 AM,56.4,54.43,0.06,7,4,11,0.692344067716461,0.6830283255308083,0.07407407407407407,0.30434782608695654,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",8:00 AM,59.24,58.02,0.23,8,4,11,0.7057738686338488,0.70000472880314,0.2839506172839506,0.34782608695652173,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",9:00 AM,51.7,50.59,0.43,9,4,11,0.6701186929588122,0.6648697214734951,0.5308641975308641,0.3913043478260869,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",10:00 AM,48.55,46.21,0.58,10,4,11,0.6552229630680475,0.6441575637206224,0.7160493827160493,0.43478260869565216,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",11:00 AM,45.98,44.44,0.69,11,4,11,0.6430699389984396,0.6357875821629546,0.8518518518518517,0.4782608695652174,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",12:00 PM,43.95,41.16,0.72,12,4,11,0.6334704686243913,0.6202771078639997,0.8888888888888888,0.5217391304347826,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",1:00 PM,39.86,39.98,0.72,13,4,11,0.6141296637820968,0.6146971201588878,0.8888888888888888,0.5652173913043478,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",2:00 PM,38.9,38.22,0.66,14,4,11,0.6095900127677685,0.6063744266326193,0.8148148148148148,0.6086956521739131,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",3:00 PM,39.28,37.6,0.55,15,4,11,0.6113869579609401,0.6034425686858657,0.6790123456790124,0.6521739130434783,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",4:00 PM,39.0,38.12,0.38,16,4,11,0.6100628930817611,0.6059015463186268,0.4691358024691358,0.6956521739130435,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",5:00 PM,43.92,42.6,0.21,17,4,11,0.6333286045301935,0.627086584385492,0.25925925925925924,0.7391304347826086,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",6:00 PM,47.69,46.5,0.08,18,4,11,0.6511561923677118,0.6455289166312007,0.09876543209876543,0.7826086956521738,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",7:00 PM,54.02,47.2,0.01,19,4,11,0.6810895162434389,0.6488390788291484,0.012345679012345678,0.8260869565217391,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",8:00 PM,52.99,46.97,0.0,20,4,11,0.6762188490093158,0.6477514541069656,0.0,0.8695652173913043,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",9:00 PM,49.02,44.56,0.0,21,4,11,0.6574455005438125,0.6363550385397456,0.0,0.9130434782608695,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",10:00 PM,47.2,42.6,0.0,22,4,11,0.6488390788291484,0.627086584385492,0.0,0.9565217391304348,0.2727272727272727,0.3333333333333333
"Apr 11, 2019",11:00 PM,44.05,39.23,0.0,23,4,11,0.6339433489383838,0.6111505178039438,0.0,1.0,0.2727272727272727,0.3333333333333333
"Apr 12, 2019",12:00 AM,39.59,37.5,0.0,0,4,12,0.612852886934317,0.6029696883718731,0.0,0.0,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",1:00 AM,39.01,37.07,0.0,1,4,12,0.6101101811131603,0.6009363030217052,0.0,0.043478260869565216,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",2:00 AM,37.95,37.07,0.0,2,4,12,0.6050976497848395,0.6009363030217052,0.0,0.08695652173913043,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",3:00 AM,37.22,36.52,0.0,3,4,12,0.601645623492694,0.5983354612947464,0.0,0.13043478260869565,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",4:00 AM,37.5,37.1,0.0,4,4,12,0.6029696883718731,0.601078167115903,0.0,0.17391304347826086,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",5:00 AM,41.05,38.87,0.0,5,4,12,0.6197569395186079,0.6094481486735708,0.0,0.21739130434782608,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",6:00 AM,49.62,47.91,0.0,6,4,12,0.6602827824277676,0.6521965290584953,0.0,0.2608695652173913,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",7:00 AM,58.98,56.4,0.08,7,4,12,0.7045443798174682,0.692344067716461,0.09876543209876543,0.30434782608695654,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",8:00 AM,60.08,59.24,0.28,8,4,12,0.7097460632713861,0.7057738686338488,0.34567901234567905,0.34782608695652173,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",9:00 AM,51.55,51.7,0.48,9,4,12,0.6694093724878234,0.6701186929588122,0.5925925925925926,0.3913043478260869,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",10:00 AM,48.97,48.55,0.62,10,4,12,0.6572090603868161,0.6552229630680475,0.7654320987654321,0.43478260869565216,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",11:00 AM,46.99,45.98,0.73,11,4,12,0.6478460301697642,0.6430699389984396,0.9012345679012345,0.4782608695652174,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",12:00 PM,45.1,43.95,0.8,12,4,12,0.6389085922353053,0.6334704686243913,0.9876543209876543,0.5217391304347826,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",1:00 PM,44.11,39.86,0.81,13,4,12,0.6342270771267793,0.6141296637820968,1.0,0.5652173913043478,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",2:00 PM,42.11,38.9,0.77,14,4,12,0.6247694708469287,0.6095900127677685,0.9506172839506173,0.6086956521739131,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",3:00 PM,40.67,39.28,0.68,15,4,12,0.6179599943254364,0.6113869579609401,0.8395061728395062,0.6521739130434783,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",4:00 PM,38.57,39.0,0.54,16,4,12,0.6080295077315931,0.6100628930817611,0.6666666666666666,0.6956521739130435,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",5:00 PM,41.73,43.92,0.35,17,4,12,0.622972525653757,0.6333286045301935,0.43209876543209874,0.7391304347826086,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",6:00 PM,46.43,47.69,0.13,18,4,12,0.6451979004114059,0.6511561923677118,0.16049382716049382,0.7826086956521738,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",7:00 PM,48.43,54.02,0.01,19,4,12,0.6546555066912565,0.6810895162434389,0.012345679012345678,0.8260869565217391,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",8:00 PM,48.08,52.99,0.0,20,4,12,0.6530004255922827,0.6762188490093158,0.0,0.8695652173913043,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",9:00 PM,45.36,49.02,0.0,21,4,12,0.6401380810516859,0.6574455005438125,0.0,0.9130434782608695,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",10:00 PM,45.27,47.2,0.0,22,4,12,0.6397124887690926,0.6488390788291484,0.0,0.9565217391304348,0.2727272727272727,0.3666666666666667
"Apr 12, 2019",11:00 PM,43.27,44.05,0.0,23,4,12,0.630254882489242,0.6339433489383838,0.0,1.0,0.2727272727272727,0.3666666666666667
"Apr 13, 2019",12:00 AM,44.78,39.59,0.0,0,4,13,0.6373953752305292,0.612852886934317,0.0,0.0,0.2727272727272727,0.4
"Apr 13, 2019",1:00 AM,43.53,39.01,0.0,1,4,13,0.6314843713056226,0.6101101811131603,0.0,0.043478260869565216,0.2727272727272727,0.4
"Apr 13, 2019",2:00 AM,42.36,37.95,0.0,2,4,13,0.62595167163191,0.6050976497848395,0.0,0.08695652173913043,0.2727272727272727,0.4
"Apr 13, 2019",3:00 AM,40.11,37.22,0.0,3,4,13,0.6153118645670781,0.601645623492694,0.0,0.13043478260869565,0.2727272727272727,0.4
"Apr 13, 2019",4:00 AM,39.45,37.5,0.0,4,4,13,0.6121908544947274,0.6029696883718731,0.0,0.17391304347826086,0.2727272727272727,0.4
"Apr 13, 2019",5:00 AM,40.93,41.05,0.0,5,4,13,0.6191894831418169,0.6197569395186079,0.0,0.21739130434782608,0.2727272727272727,0.4
"Apr 13, 2019",6:00 AM,43.78,49.62,0.0,6,4,13,0.632666572090604,0.6602827824277676,0.0,0.2608695652173913,0.2727272727272727,0.4
"Apr 13, 2019",7:00 AM,45.1,58.98,0.07,7,4,13,0.6389085922353053,0.7045443798174682,0.08641975308641976,0.30434782608695654,0.2727272727272727,0.4
"Apr 13, 2019",8:00 AM,47.28,60.08,0.26,8,4,13,0.6492173830803425,0.7097460632713861,0.32098765432098764,0.34782608695652173,0.2727272727272727,0.4
"Apr 13, 2019",9:00 AM,46.96,51.55,0.46,9,4,13,0.6477041660755664,0.6694093724878234,0.5679012345679012,0.3913043478260869,0.2727272727272727,0.4
"Apr 13, 2019",10:00 AM,42.45,48.97,0.55,10,4,13,0.6263772639145033,0.6572090603868161,0.6790123456790124,0.43478260869565216,0.2727272727272727,0.4
"Apr 13, 2019",11:00 AM,39.85,46.99,0.62,11,4,13,0.6140823757506976,0.6478460301697642,0.7654320987654321,0.4782608695652174,0.2727272727272727,0.4
"Apr 13, 2019",12:00 PM,38.57,45.1,0.64,12,4,13,0.6080295077315931,0.6389085922353053,0.7901234567901234,0.5217391304347826,0.2727272727272727,0.4
"Apr 13, 2019",1:00 PM,38.02,44.11,0.65,13,4,13,0.6054286660046343,0.6342270771267793,0.8024691358024691,0.5652173913043478,0.2727272727272727,0.4
"Apr 13, 2019",2:00 PM,37.11,42.11,0.6,14,4,13,0.6011254551473023,0.6247694708469287,0.7407407407407407,0.6086956521739131,0.2727272727272727,0.4
"Apr 13, 2019",3:00 PM,36.42,40.67,0.5,15,4,13,0.5978625809807538,0.6179599943254364,0.6172839506172839,0.6521739130434783,0.2727272727272727,0.4
"Apr 13, 2019",4:00 PM,35.65,38.57,0.38,16,4,13,0.5942214025630114,0.6080295077315931,0.4691358024691358,0.6956521739130435,0.2727272727272727,0.4
"Apr 13, 2019",5:00 PM,37.83,41.73,0.24,17,4,13,0.6045301934080485,0.622972525653757,0.2962962962962963,0.7391304347826086,0.2727272727272727,0.4
"Apr 13, 2019",6:00 PM,43.03,46.43,0.1,18,4,13,0.62911996973566,0.6451979004114059,0.12345679012345678,0.7826086956521738,0.2727272727272727,0.4
"Apr 13, 2019",7:00 PM,46.09,48.43,0.01,19,4,13,0.6435901073438314,0.6546555066912565,0.012345679012345678,0.8260869565217391,0.2727272727272727,0.4
