Date,Time of day,act_price,fore_gen,fore_price,hour,month,day,weekday,week,map_ap,map_fp
"11-Feb, 2018",12:00 AM,17.08,0,11.68287469,0,2,11,0,6,0.59,0.56
"11-Feb, 2018",1:00 AM,18.04,0,23.06226125,1,2,11,0,6,0.59,0.62
"11-Feb, 2018",2:00 AM,12.34,0,18.13329112,2,2,11,0,6,0.56,0.59
"11-Feb, 2018",3:00 AM,4.58,0,14.12192581,3,2,11,0,6,0.52,0.57
"11-Feb, 2018",4:00 AM,0.52,0,1.928915821,4,2,11,0,6,0.5,0.51
"11-Feb, 2018",5:00 AM,1,0,-4.82729917,5,2,11,0,6,0.51,0.48
"11-Feb, 2018",6:00 AM,-4.92,0,6.205977662,6,2,11,0,6,0.48,0.53
"11-Feb, 2018",7:00 AM,-4.93,0.01,-11.19311886,7,2,11,0,6,0.48,0.44
"11-Feb, 2018",8:00 AM,0.1,0.07,4.872903669,8,2,11,0,6,0.5,0.52
"11-Feb, 2018",9:00 AM,0.3,0.19,0.417753007,9,2,11,0,6,0.5,0.5
"11-Feb, 2018",10:00 AM,0.03,0.27,-5.285257785,10,2,11,0,6,0.5,0.47
"11-Feb, 2018",11:00 AM,11.7,0.37,6.692955772,11,2,11,0,6,0.56,0.53
"11-Feb, 2018",12:00 PM,13.08,0.39,14.46194723,12,2,11,0,6,0.57,0.57
"11-Feb, 2018",1:00 PM,11.58,0.26,5.069688199,13,2,11,0,6,0.56,0.53
"11-Feb, 2018",2:00 PM,10.7,0.14,6.351604642,14,2,11,0,6,0.55,0.53
"11-Feb, 2018",3:00 PM,10.21,0.06,9.28240322,15,2,11,0,6,0.55,0.55
"11-Feb, 2018",4:00 PM,12.19,0.01,14.75940906,16,2,11,0,6,0.56,0.57
"11-Feb, 2018",5:00 PM,28.64,0,32.11869849,17,2,11,0,6,0.64,0.66
"11-Feb, 2018",6:00 PM,31.35,0,35.45908637,18,2,11,0,6,0.66,0.68
"11-Feb, 2018",7:00 PM,31.03,0,29.54750851,19,2,11,0,6,0.66,0.65
"11-Feb, 2018",8:00 PM,21.77,0,23.64601011,20,2,11,0,6,0.61,0.62
"11-Feb, 2018",9:00 PM,17.07,0,17.79818698,21,2,11,0,6,0.59,0.59
"11-Feb, 2018",10:00 PM,17.08,0,11.69401301,22,2,11,0,6,0.59,0.56
"11-Feb, 2018",11:00 PM,14.97,0,17.2910924,23,2,11,0,6,0.57,0.59
"12-Feb, 2018",12:00 AM,11.61,0,13.00264856,0,2,12,1,7,0.56,0.57
"12-Feb, 2018",1:00 AM,10.75,0,17.19178387,1,2,12,1,7,0.55,0.59
"12-Feb, 2018",2:00 AM,10,0,7.987915406,2,2,12,1,7,0.55,0.54
"12-Feb, 2018",3:00 AM,10.33,0,10.55073492,3,2,12,1,7,0.55,0.55
"12-Feb, 2018",4:00 AM,10.73,0,-1.423289958,4,2,12,1,7,0.55,0.49
"12-Feb, 2018",5:00 AM,12.39,0,17.53957081,5,2,12,1,7,0.56,0.59
"12-Feb, 2018",6:00 AM,30.54,0,28.31352092,6,2,12,1,7,0.65,0.64
"12-Feb, 2018",7:00 AM,40.98,0,40.00911702,7,2,12,1,7,0.7,0.7
"12-Feb, 2018",8:00 AM,41.94,0.06,42.43901094,8,2,12,1,7,0.71,0.71
"12-Feb, 2018",9:00 AM,40.01,0.19,42.81147207,9,2,12,1,7,0.7,0.71
"12-Feb, 2018",10:00 AM,38.92,0.32,31.19112137,10,2,12,1,7,0.69,0.66
"12-Feb, 2018",11:00 AM,33.65,0.28,25.6759253,11,2,12,1,7,0.67,0.63
"12-Feb, 2018",12:00 PM,32.63,0.28,40.80976719,12,2,12,1,7,0.66,0.7
"12-Feb, 2018",1:00 PM,33.1,0.26,30.10833898,13,2,12,1,7,0.67,0.65
"12-Feb, 2018",2:00 PM,38.94,0.18,38.01352288,14,2,12,1,7,0.69,0.69
"12-Feb, 2018",3:00 PM,41.42,0.09,41.11217016,15,2,12,1,7,0.71,0.71
"12-Feb, 2018",4:00 PM,44.64,0.02,48.94931664,16,2,12,1,7,0.72,0.74
"12-Feb, 2018",5:00 PM,46.06,0,46.26460471,17,2,12,1,7,0.73,0.73
"12-Feb, 2018",6:00 PM,61.44,0,51.40074319,18,2,12,1,7,0.81,0.76
"12-Feb, 2018",7:00 PM,44.91,0,47.35388616,19,2,12,1,7,0.72,0.74
"12-Feb, 2018",8:00 PM,41.96,0,49.88105925,20,2,12,1,7,0.71,0.75
"12-Feb, 2018",9:00 PM,39.43,0,37.3592354,21,2,12,1,7,0.7,0.69
"12-Feb, 2018",10:00 PM,39.47,0,35.54041996,22,2,12,1,7,0.7,0.68
"12-Feb, 2018",11:00 PM,31.72,0,32.77569413,23,2,12,1,7,0.66,0.66
"13-Feb, 2018",12:00 AM,31.55,0,24.35941177,0,2,13,2,7,0.66,0.62
"13-Feb, 2018",1:00 AM,31.32,0,35.22922211,1,2,13,2,7,0.66,0.68
"13-Feb, 2018",2:00 AM,31.25,0,34.48814353,2,2,13,2,7,0.66,0.67
"13-Feb, 2018",3:00 AM,31.56,0,37.64595518,3,2,13,2,7,0.66,0.69
"13-Feb, 2018",4:00 AM,32.04,0,26.58986925,4,2,13,2,7,0.66,0.63
"13-Feb, 2018",5:00 AM,33.58,0,30.18410953,5,2,13,2,7,0.67,0.65
"13-Feb, 2018",6:00 AM,40.06,0,37.63776657,6,2,13,2,7,0.7,0.69
"13-Feb, 2018",7:00 AM,46.26,0.01,50.0943996,7,2,13,2,7,0.73,0.75
"13-Feb, 2018",8:00 AM,49.02,0.14,48.50312753,8,2,13,2,7,0.75,0.74
"13-Feb, 2018",9:00 AM,47.56,0.29,42.00742025,9,2,13,2,7,0.74,0.71
"13-Feb, 2018",10:00 AM,44.01,0.4,39.01676153,10,2,13,2,7,0.72,0.7
"13-Feb, 2018",11:00 AM,38.99,0.49,40.98353087,11,2,13,2,7,0.69,0.7
"13-Feb, 2018",12:00 PM,36.3,0.56,31.16951387,12,2,13,2,7,0.68,0.66
"13-Feb, 2018",1:00 PM,36.4,0.53,35.9254539,13,2,13,2,7,0.68,0.68
"13-Feb, 2018",2:00 PM,39.43,0.46,52.36980335,14,2,13,2,7,0.7,0.76
"13-Feb, 2018",3:00 PM,42.94,0.3,46.5305756,15,2,13,2,7,0.71,0.73
"13-Feb, 2018",4:00 PM,45.36,0.09,48.82807667,16,2,13,2,7,0.73,0.74
"13-Feb, 2018",5:00 PM,49.85,0,57.75408531,17,2,13,2,7,0.75,0.79
"13-Feb, 2018",6:00 PM,54.38,0,57.60574747,18,2,13,2,7,0.77,0.79
"13-Feb, 2018",7:00 PM,44.94,0,45.52325682,19,2,13,2,7,0.72,0.73
"13-Feb, 2018",8:00 PM,39.93,0,35.79862632,20,2,13,2,7,0.7,0.68
"13-Feb, 2018",9:00 PM,36.97,0,28.64860106,21,2,13,2,7,0.68,0.64
"13-Feb, 2018",10:00 PM,34.84,0,33.71555778,22,2,13,2,7,0.67,0.67
"13-Feb, 2018",11:00 PM,31.94,0,34.95438837,23,2,13,2,7,0.66,0.67
"14-Feb, 2018",12:00 AM,34.34,0,40.19960304,0,2,14,3,7,0.67,0.7
"14-Feb, 2018",1:00 AM,35.09,0,31.49304491,1,2,14,3,7,0.68,0.66
"14-Feb, 2018",2:00 AM,34.39,0,29.4412911,2,2,14,3,7,0.67,0.65
"14-Feb, 2018",3:00 AM,34.91,0,38.4481655,3,2,14,3,7,0.67,0.69
"14-Feb, 2018",4:00 AM,35.91,0,29.01800667,4,2,14,3,7,0.68,0.65
"14-Feb, 2018",5:00 AM,34.46,0,30.50103563,5,2,14,3,7,0.67,0.65
"14-Feb, 2018",6:00 AM,42.82,0,39.26720262,6,2,14,3,7,0.71,0.7
"14-Feb, 2018",7:00 AM,49.47,0.04,47.93276072,7,2,14,3,7,0.75,0.74
"14-Feb, 2018",8:00 AM,58.8,0.25,60.39394282,8,2,14,3,7,0.79,0.8
"14-Feb, 2018",9:00 AM,55.04,0.44,62.09861822,9,2,14,3,7,0.78,0.81
"14-Feb, 2018",10:00 AM,44.91,0.54,43.67379646,10,2,14,3,7,0.72,0.72
"14-Feb, 2018",11:00 AM,41.12,0.42,40.10560488,11,2,14,3,7,0.71,0.7
"14-Feb, 2018",12:00 PM,36.79,0.43,39.38835748,12,2,14,3,7,0.68,0.7
"14-Feb, 2018",1:00 PM,35.98,0.4,38.53449533,13,2,14,3,7,0.68,0.69
"14-Feb, 2018",2:00 PM,36.84,0.31,25.7899666,14,2,14,3,7,0.68,0.63
"14-Feb, 2018",3:00 PM,40.99,0.19,48.80681555,15,2,14,3,7,0.7,0.74
"14-Feb, 2018",4:00 PM,42.21,0.06,41.60409654,16,2,14,3,7,0.71,0.71
"14-Feb, 2018",5:00 PM,44.99,0,44.30883782,17,2,14,3,7,0.72,0.72
"14-Feb, 2018",6:00 PM,44.53,0,59.64078185,18,2,14,3,7,0.72,0.8
"14-Feb, 2018",7:00 PM,40.99,0,43.81014268,19,2,14,3,7,0.7,0.72
"14-Feb, 2018",8:00 PM,37.53,0,20.89482236,20,2,14,3,7,0.69,0.6
"14-Feb, 2018",9:00 PM,33.76,0,28.85294159,21,2,14,3,7,0.67,0.64
"14-Feb, 2018",10:00 PM,31.37,0,34.94505956,22,2,14,3,7,0.66,0.67
"14-Feb, 2018",11:00 PM,29.41,0,33.03426609,23,2,14,3,7,0.65,0.67
"15-Feb, 2018",12:00 AM,28.26,0,32.27352948,0,2,15,4,7,0.64,0.66
"15-Feb, 2018",1:00 AM,27.87,0,26.5360479,1,2,15,4,7,0.64,0.63
"15-Feb, 2018",2:00 AM,18.29,0,19.78577776,2,2,15,4,7,0.59,0.6
"15-Feb, 2018",3:00 AM,16.09,0,25.2081521,3,2,15,4,7,0.58,0.63
"15-Feb, 2018",4:00 AM,17.98,0,16.87102306,4,2,15,4,7,0.59,0.58
"15-Feb, 2018",5:00 AM,25.07,0,24.60061875,5,2,15,4,7,0.63,0.62
"15-Feb, 2018",6:00 AM,30.62,0,35.96103352,6,2,15,4,7,0.65,0.68
"15-Feb, 2018",7:00 AM,32.77,0,38.08861548,7,2,15,4,7,0.66,0.69
"15-Feb, 2018",8:00 AM,34.07,0.05,28.3748396,8,2,15,4,7,0.67,0.64
"15-Feb, 2018",9:00 AM,33.51,0.13,30.98694761,9,2,15,4,7,0.67,0.65
"15-Feb, 2018",10:00 AM,32.85,0.2,33.62119738,10,2,15,4,7,0.66,0.67
"15-Feb, 2018",11:00 AM,32.78,0.2,34.27903851,11,2,15,4,7,0.66,0.67
"15-Feb, 2018",12:00 PM,32.74,0.16,28.4212257,12,2,15,4,7,0.66,0.64
"15-Feb, 2018",1:00 PM,34.05,0.14,43.89355392,13,2,15,4,7,0.67,0.72
"15-Feb, 2018",2:00 PM,39.12,0.11,42.4442841,14,2,15,4,7,0.7,0.71
"15-Feb, 2018",3:00 PM,41.33,0.04,34.98664025,15,2,15,4,7,0.71,0.67
"15-Feb, 2018",4:00 PM,41.99,0.01,34.46371572,16,2,15,4,7,0.71,0.67
"15-Feb, 2018",5:00 PM,47,0,33.41462923,17,2,15,4,7,0.74,0.67
"15-Feb, 2018",6:00 PM,52,0,51.85691621,18,2,15,4,7,0.76,0.76
"15-Feb, 2018",7:00 PM,47.4,0,54.63734965,19,2,15,4,7,0.74,0.77
"15-Feb, 2018",8:00 PM,42.95,0,43.04892746,20,2,15,4,7,0.71,0.72
"15-Feb, 2018",9:00 PM,40,0,34.62322604,21,2,15,4,7,0.7,0.67
"15-Feb, 2018",10:00 PM,38.08,0,24.74248161,22,2,15,4,7,0.69,0.62
"15-Feb, 2018",11:00 PM,32.94,0,35.20641433,23,2,15,4,7,0.66,0.68
"16-Feb, 2018",12:00 AM,32.93,0,29.11358232,0,2,16,5,7,0.66,0.65
"16-Feb, 2018",1:00 AM,32.99,0,29.66077231,1,2,16,5,7,0.66,0.65
"16-Feb, 2018",2:00 AM,32.56,0,27.50928113,2,2,16,5,7,0.66,0.64
"16-Feb, 2018",3:00 AM,32.29,0,36.21198572,3,2,16,5,7,0.66,0.68
"16-Feb, 2018",4:00 AM,32.5,0,31.19585244,4,2,16,5,7,0.66,0.66
"16-Feb, 2018",5:00 AM,33.07,0,28.26343136,5,2,16,5,7,0.67,0.64
"16-Feb, 2018",6:00 AM,40.94,0,38.76083491,6,2,16,5,7,0.7,0.69
"16-Feb, 2018",7:00 AM,46.31,0.01,43.22236501,7,2,16,5,7,0.73,0.72
"16-Feb, 2018",8:00 AM,47.4,0.08,43.78412468,8,2,16,5,7,0.74,0.72
"16-Feb, 2018",9:00 AM,46.95,0.15,48.02320216,9,2,16,5,7,0.73,0.74
"16-Feb, 2018",10:00 AM,45.54,0.19,46.41522415,10,2,16,5,7,0.73,0.73
"16-Feb, 2018",11:00 AM,40.04,0.21,42.78173523,11,2,16,5,7,0.7,0.71
"16-Feb, 2018",12:00 PM,35.8,0.27,32.56824325,12,2,16,5,7,0.68,0.66
"16-Feb, 2018",1:00 PM,35.1,0.51,34.27595642,13,2,16,5,7,0.68,0.67
"16-Feb, 2018",2:00 PM,35.27,0.49,44.90605826,14,2,16,5,7,0.68,0.72
"16-Feb, 2018",3:00 PM,40.02,0.33,48.63046137,15,2,16,5,7,0.7,0.74
"16-Feb, 2018",4:00 PM,42.86,0.11,40.58599476,16,2,16,5,7,0.71,0.7
"16-Feb, 2018",5:00 PM,46.5,0,52.47176212,17,2,16,5,7,0.73,0.76
"16-Feb, 2018",6:00 PM,51.68,0,51.79905717,18,2,16,5,7,0.76,0.76
"16-Feb, 2018",7:00 PM,49.68,0,47.89012773,19,2,16,5,7,0.75,0.74
"16-Feb, 2018",8:00 PM,45.92,0,42.77998606,20,2,16,5,7,0.73,0.71
"16-Feb, 2018",9:00 PM,41.87,0,46.38441662,21,2,16,5,7,0.71,0.73
"16-Feb, 2018",10:00 PM,41.68,0,51.3019895,22,2,16,5,7,0.71,0.76
"16-Feb, 2018",11:00 PM,39.5,0,36.08383797,23,2,16,5,7,0.7,0.68
"17-Feb, 2018",12:00 AM,37.43,0,35.53660647,0,2,17,6,7,0.69,0.68
"17-Feb, 2018",1:00 AM,34.81,0,33.04509774,1,2,17,6,7,0.67,0.67
"17-Feb, 2018",2:00 AM,35.62,0,32.70795935,2,2,17,6,7,0.68,0.66
"17-Feb, 2018",3:00 AM,34.2,0,31.46297492,3,2,17,6,7,0.67,0.66
"17-Feb, 2018",4:00 AM,33.62,0,30.97090479,4,2,17,6,7,0.67,0.65
"17-Feb, 2018",5:00 AM,33.86,0,37.57807401,5,2,17,6,7,0.67,0.69
"17-Feb, 2018",6:00 AM,35.44,0,37.48808167,6,2,17,6,7,0.68,0.69
"17-Feb, 2018",7:00 AM,38.01,0.02,38.03232549,7,2,17,6,7,0.69,0.69
"17-Feb, 2018",8:00 AM,42.61,0.08,42.56761969,8,2,17,6,7,0.71,0.71
"17-Feb, 2018",9:00 AM,46.82,0.14,44.41568409,9,2,17,6,7,0.73,0.72
"17-Feb, 2018",10:00 AM,46.52,0.14,45.7799426,10,2,17,6,7,0.73,0.73
"17-Feb, 2018",11:00 AM,47.4,0.11,51.996453,11,2,17,6,7,0.74,0.76
"17-Feb, 2018",12:00 PM,44.98,0.1,47.9423934,12,2,17,6,7,0.72,0.74
"17-Feb, 2018",1:00 PM,41.43,0.08,39.82764172,13,2,17,6,7,0.71,0.7
"17-Feb, 2018",2:00 PM,36.85,0.05,38.09610953,14,2,17,6,7,0.68,0.69
"17-Feb, 2018",3:00 PM,36.53,0.02,40.37299156,15,2,17,6,7,0.68,0.7
"17-Feb, 2018",4:00 PM,38.52,0,34.01953077,16,2,17,6,7,0.69,0.67
"17-Feb, 2018",5:00 PM,44.99,0,49.40452936,17,2,17,6,7,0.72,0.75
"17-Feb, 2018",6:00 PM,49.77,0,41.66569663,18,2,17,6,7,0.75,0.71
"17-Feb, 2018",7:00 PM,49.08,0,50.98838436,19,2,17,6,7,0.75,0.75
"17-Feb, 2018",8:00 PM,45.95,0,49.47175176,20,2,17,6,7,0.73,0.75
"17-Feb, 2018",9:00 PM,41.1,0,40.96226808,21,2,17,6,7,0.71,0.7
"17-Feb, 2018",10:00 PM,42.91,0,44.52378572,22,2,17,6,7,0.71,0.72
"17-Feb, 2018",11:00 PM,38.06,0,42.03199905,23,2,17,6,7,0.69,0.71
"18-Feb, 2018",12:00 AM,34.91,0,31.36608159,0,2,18,0,7,0.67,0.66
"18-Feb, 2018",1:00 AM,35.68,0,40.63328671,1,2,18,0,7,0.68,0.7
"18-Feb, 2018",2:00 AM,33.98,0,34.23007464,2,2,18,0,7,0.67,0.67
"18-Feb, 2018",3:00 AM,33.89,0,38.42384447,3,2,18,0,7,0.67,0.69
"18-Feb, 2018",4:00 AM,33.83,0,38.37578991,4,2,18,0,7,0.67,0.69
"18-Feb, 2018",5:00 AM,33.99,0,39.36535348,5,2,18,0,7,0.67,0.7
"18-Feb, 2018",6:00 AM,33.51,0,31.7517798,6,2,18,0,7,0.67,0.66
"18-Feb, 2018",7:00 AM,33.56,0.03,33.73946632,7,2,18,0,7,0.67,0.67
"18-Feb, 2018",8:00 AM,34.23,0.2,38.42666141,8,2,18,0,7,0.67,0.69
"18-Feb, 2018",9:00 AM,35.42,0.48,40.25063464,9,2,18,0,7,0.68,0.7
"18-Feb, 2018",10:00 AM,35.75,0.63,38.52981624,10,2,18,0,7,0.68,0.69
"18-Feb, 2018",11:00 AM,35.97,0.64,36.66463304,11,2,18,0,7,0.68,0.68
"18-Feb, 2018",12:00 PM,34.71,0.51,31.48179994,12,2,18,0,7,0.67,0.66
"18-Feb, 2018",1:00 PM,35,0.56,36.11776383,13,2,18,0,7,0.68,0.68
"18-Feb, 2018",2:00 PM,34.38,0.49,33.68218283,14,2,18,0,7,0.67,0.67
"18-Feb, 2018",3:00 PM,34.94,0.3,32.45253768,15,2,18,0,7,0.67,0.66
"18-Feb, 2018",4:00 PM,36.24,0.08,40.79916911,16,2,18,0,7,0.68,0.7
"18-Feb, 2018",5:00 PM,42.36,0,39.29339017,17,2,18,0,7,0.71,0.7
"18-Feb, 2018",6:00 PM,49.01,0,45.1492997,18,2,18,0,7,0.75,0.73
"18-Feb, 2018",7:00 PM,45.79,0,35.03885551,19,2,18,0,7,0.73,0.68
"18-Feb, 2018",8:00 PM,42.88,0,37.08087905,20,2,18,0,7,0.71,0.69
"18-Feb, 2018",9:00 PM,37.87,0,46.14858372,21,2,18,0,7,0.69,0.73
"18-Feb, 2018",10:00 PM,36.23,0,51.16462674,22,2,18,0,7,0.68,0.76
"18-Feb, 2018",11:00 PM,33.77,0,24.439219,23,2,18,0,7,0.67,0.62
"19-Feb, 2018",12:00 AM,33.77,0,41.54232887,0,2,19,1,8,0.67,0.71
"19-Feb, 2018",1:00 AM,33.56,0,32.09998168,1,2,19,1,8,0.67,0.66
"19-Feb, 2018",2:00 AM,33.78,0,37.57168309,2,2,19,1,8,0.67,0.69
"19-Feb, 2018",3:00 AM,33.94,0,33.10915892,3,2,19,1,8,0.67,0.67
"19-Feb, 2018",4:00 AM,35.07,0,34.33059296,4,2,19,1,8,0.68,0.67
"19-Feb, 2018",5:00 AM,37.65,0,33.86496675,5,2,19,1,8,0.69,0.67
"19-Feb, 2018",6:00 AM,48.49,0,55.27821621,6,2,19,1,8,0.74,0.78
"19-Feb, 2018",7:00 AM,57.95,0.04,65.60479798,7,2,19,1,8,0.79,0.83
"19-Feb, 2018",8:00 AM,61.28,0.2,61.27695643,8,2,19,1,8,0.81,0.81
"19-Feb, 2018",9:00 AM,61.63,0.36,65.14915688,9,2,19,1,8,0.81,0.83
"19-Feb, 2018",10:00 AM,59.67,0.46,68.83822498,10,2,19,1,8,0.8,0.84
"19-Feb, 2018",11:00 AM,58.11,0.54,59.4071899,11,2,19,1,8,0.79,0.8
"19-Feb, 2018",12:00 PM,54.24,0.58,50.77617562,12,2,19,1,8,0.77,0.75
"19-Feb, 2018",1:00 PM,53.01,0.55,58.33555915,13,2,19,1,8,0.77,0.79
"19-Feb, 2018",2:00 PM,54.55,0.45,60.46108889,14,2,19,1,8,0.77,0.8
"19-Feb, 2018",3:00 PM,53.97,0.25,50.18255782,15,2,19,1,8,0.77,0.75
"19-Feb, 2018",4:00 PM,50.97,0.07,54.80255601,16,2,19,1,8,0.75,0.77
"19-Feb, 2018",5:00 PM,59.92,0,64.97059752,17,2,19,1,8,0.8,0.82
"19-Feb, 2018",6:00 PM,67.84,0,64.46511111,18,2,19,1,8,0.84,0.82
"19-Feb, 2018",7:00 PM,62.04,0,52.31846204,19,2,19,1,8,0.81,0.76
"19-Feb, 2018",8:00 PM,59.9,0,56.66552195,20,2,19,1,8,0.8,0.78
"19-Feb, 2018",9:00 PM,49.07,0,48.03205059,21,2,19,1,8,0.75,0.74
"19-Feb, 2018",10:00 PM,45.95,0,46.07912891,22,2,19,1,8,0.73,0.73
"19-Feb, 2018",11:00 PM,40.9,0,42.74357462,23,2,19,1,8,0.7,0.71
"20-Feb, 2018",12:00 AM,42.21,0,47.58962354,0,2,20,2,8,0.71,0.74
"20-Feb, 2018",1:00 AM,39.6,0,37.44279884,1,2,20,2,8,0.7,0.69
"20-Feb, 2018",2:00 AM,36.95,0,38.521664,2,2,20,2,8,0.68,0.69
"20-Feb, 2018",3:00 AM,36.26,0,33.66998116,3,2,20,2,8,0.68,0.67
"20-Feb, 2018",4:00 AM,36.95,0,31.93356362,4,2,20,2,8,0.68,0.66
"20-Feb, 2018",5:00 AM,40.69,0,42.07319707,5,2,20,2,8,0.7,0.71
"20-Feb, 2018",6:00 AM,47.19,0,51.96229606,6,2,20,2,8,0.74,0.76
"20-Feb, 2018",7:00 AM,60.05,0.02,60.45885381,7,2,20,2,8,0.8,0.8
"20-Feb, 2018",8:00 AM,61.92,0.12,61.53045789,8,2,20,2,8,0.81,0.81
"20-Feb, 2018",9:00 AM,61.85,0.23,54.55312973,9,2,20,2,8,0.81,0.77
"20-Feb, 2018",10:00 AM,59.89,0.26,62.59093684,10,2,20,2,8,0.8,0.81
"20-Feb, 2018",11:00 AM,56.1,0.26,55.37288642,11,2,20,2,8,0.78,0.78
"20-Feb, 2018",12:00 PM,53.38,0.24,53.73165112,12,2,20,2,8,0.77,0.77
"20-Feb, 2018",1:00 PM,51.67,0.19,48.16294618,13,2,20,2,8,0.76,0.74
"20-Feb, 2018",2:00 PM,50.7,0.12,50.08628013,14,2,20,2,8,0.75,0.75
"20-Feb, 2018",3:00 PM,49.87,0.06,47.73379644,15,2,20,2,8,0.75,0.74
"20-Feb, 2018",4:00 PM,50.25,0.02,49.73909163,16,2,20,2,8,0.75,0.75
"20-Feb, 2018",5:00 PM,53.51,0,47.59489642,17,2,20,2,8,0.77,0.74
"20-Feb, 2018",6:00 PM,60.48,0,63.64379328,18,2,20,2,8,0.8,0.82
"20-Feb, 2018",7:00 PM,59.62,0,61.05545008,19,2,20,2,8,0.8,0.81
"20-Feb, 2018",8:00 PM,46.93,0,42.7116238,20,2,20,2,8,0.73,0.71
"20-Feb, 2018",9:00 PM,42.89,0,39.34814757,21,2,20,2,8,0.71,0.7
"20-Feb, 2018",10:00 PM,40.84,0,36.5453469,22,2,20,2,8,0.7,0.68
"20-Feb, 2018",11:00 PM,37.41,0,40.63899253,23,2,20,2,8,0.69,0.7
"21-Feb, 2018",12:00 AM,37.46,0,42.28630778,0,2,21,3,8,0.69,0.71
"21-Feb, 2018",1:00 AM,37.05,0,37.93069282,1,2,21,3,8,0.69,0.69
"21-Feb, 2018",2:00 AM,36.78,0,32.1441262,2,2,21,3,8,0.68,0.66
"21-Feb, 2018",3:00 AM,36.64,0,30.50165318,3,2,21,3,8,0.68,0.65
"21-Feb, 2018",4:00 AM,37.33,0,40.21519539,4,2,21,3,8,0.69,0.7
"21-Feb, 2018",5:00 AM,39.06,0,36.93891947,5,2,21,3,8,0.7,0.68
"21-Feb, 2018",6:00 AM,45.65,0,51.71639333,6,2,21,3,8,0.73,0.76
"21-Feb, 2018",7:00 AM,59.13,0.05,56.98515909,7,2,21,3,8,0.8,0.78
"21-Feb, 2018",8:00 AM,60.69,0.24,62.13061857,8,2,21,3,8,0.8,0.81
"21-Feb, 2018",9:00 AM,60.49,0.53,57.18434826,9,2,21,3,8,0.8,0.79
"21-Feb, 2018",10:00 AM,55.51,0.67,57.16998369,10,2,21,3,8,0.78,0.79
"21-Feb, 2018",11:00 AM,49.71,0.74,47.3422511,11,2,21,3,8,0.75,0.74
"21-Feb, 2018",12:00 PM,45.85,0.75,49.20362511,12,2,21,3,8,0.73,0.75
"21-Feb, 2018",1:00 PM,45.11,0.69,46.47979561,13,2,21,3,8,0.73,0.73
"21-Feb, 2018",2:00 PM,44.4,0.58,38.67922136,14,2,21,3,8,0.72,0.69
"21-Feb, 2018",3:00 PM,44.97,0.4,48.69987508,15,2,21,3,8,0.72,0.74
"21-Feb, 2018",4:00 PM,47.41,0.16,46.22341996,16,2,21,3,8,0.74,0.73
"21-Feb, 2018",5:00 PM,55.43,0,57.68047466,17,2,21,3,8,0.78,0.79
"21-Feb, 2018",6:00 PM,58.93,0,59.32281121,18,2,21,3,8,0.79,0.8
"21-Feb, 2018",7:00 PM,55.24,0,58.22126776,19,2,21,3,8,0.78,0.79
"21-Feb, 2018",8:00 PM,48.13,0,40.55647807,20,2,21,3,8,0.74,0.7
"21-Feb, 2018",9:00 PM,43.97,0,51.66163406,21,2,21,3,8,0.72,0.76
"21-Feb, 2018",10:00 PM,39.89,0,34.64680852,22,2,21,3,8,0.7,0.67
"21-Feb, 2018",11:00 PM,37.28,0,31.16368726,23,2,21,3,8,0.69,0.66
"22-Feb, 2018",12:00 AM,39.17,0,43.65793168,0,2,22,4,8,0.7,0.72
"22-Feb, 2018",1:00 AM,38.31,0,38.15316924,1,2,22,4,8,0.69,0.69
"22-Feb, 2018",2:00 AM,37.95,0,34.7227997,2,2,22,4,8,0.69,0.67
"22-Feb, 2018",3:00 AM,38.04,0,36.76724547,3,2,22,4,8,0.69,0.68
"22-Feb, 2018",4:00 AM,39.05,0,41.80110619,4,2,22,4,8,0.7,0.71
"22-Feb, 2018",5:00 AM,42.02,0,43.56280811,5,2,22,4,8,0.71,0.72
"22-Feb, 2018",6:00 AM,49.93,0,53.23817538,6,2,22,4,8,0.75,0.77
"22-Feb, 2018",7:00 AM,59.19,0.05,60.67532366,7,2,22,4,8,0.8,0.8
"22-Feb, 2018",8:00 AM,60.97,0.2,66.51146385,8,2,22,4,8,0.8,0.83
"22-Feb, 2018",9:00 AM,60.07,0.32,58.98779239,9,2,22,4,8,0.8,0.79
"22-Feb, 2018",10:00 AM,53.94,0.44,57.55986596,10,2,22,4,8,0.77,0.79
"22-Feb, 2018",11:00 AM,48.87,0.51,56.0855537,11,2,22,4,8,0.74,0.78
"22-Feb, 2018",12:00 PM,44.82,0.52,40.14266376,12,2,22,4,8,0.72,0.7
"22-Feb, 2018",1:00 PM,44.02,0.48,44.35300907,13,2,22,4,8,0.72,0.72
"22-Feb, 2018",2:00 PM,44.11,0.38,44.33164929,14,2,22,4,8,0.72,0.72
"22-Feb, 2018",3:00 PM,44.68,0.24,43.03603277,15,2,22,4,8,0.72,0.72
"22-Feb, 2018",4:00 PM,49.8,0.08,52.10032147,16,2,22,4,8,0.75,0.76
"22-Feb, 2018",5:00 PM,56.34,0,55.89973459,17,2,22,4,8,0.78,0.78
"22-Feb, 2018",6:00 PM,59.98,0,57.16963323,18,2,22,4,8,0.8,0.79
"22-Feb, 2018",7:00 PM,55.8,0,65.48188867,19,2,22,4,8,0.78,0.83
"22-Feb, 2018",8:00 PM,45.83,0,44.98800811,20,2,22,4,8,0.73,0.72
"22-Feb, 2018",9:00 PM,44.44,0,56.40428512,21,2,22,4,8,0.72,0.78
