,Date,Time of day,act_price,fore_gen,fore_price,hour,month,day,weekday,week,map_ap,map_fp
30,"2-Jan, 2019",6:00 AM,-0.01,0.73,-5.44,6,1,2,3,1,0.5,0.47
31,"2-Jan, 2019",7:00 AM,37.43,0.73,38.23,7,1,2,3,1,0.69,0.69
32,"2-Jan, 2019",8:00 AM,48.06,0.72,51.55,8,1,2,3,1,0.74,0.76
33,"2-Jan, 2019",9:00 AM,50.74,0.7,48.69,9,1,2,3,1,0.75,0.74
34,"2-Jan, 2019",10:00 AM,47.57,0.72,44.89,10,1,2,3,1,0.74,0.72
35,"2-Jan, 2019",11:00 AM,43.94,0.76,46.56,11,1,2,3,1,0.72,0.73
36,"2-Jan, 2019",12:00 PM,40.97,0.75,38.69,12,1,2,3,1,0.7,0.69
37,"2-Jan, 2019",1:00 PM,44.95,0.7,43.54,13,1,2,3,1,0.72,0.72
38,"2-Jan, 2019",2:00 PM,49.64,0.67,54.64,14,1,2,3,1,0.75,0.77
39,"2-Jan, 2019",3:00 PM,53.67,0.63,54.13,15,1,2,3,1,0.77,0.77
40,"2-Jan, 2019",4:00 PM,56.01,0.59,49.99,16,1,2,3,1,0.78,0.75
41,"2-Jan, 2019",5:00 PM,56.95,0.57,55.69,17,1,2,3,1,0.78,0.78
42,"2-Jan, 2019",6:00 PM,62.08,0.53,68.34,18,1,2,3,1,0.81,0.84
43,"2-Jan, 2019",7:00 PM,62.11,0.49,56.68,19,1,2,3,1,0.81,0.78
44,"2-Jan, 2019",8:00 PM,57.99,0.46,55.48,20,1,2,3,1,0.79,0.78
45,"2-Jan, 2019",9:00 PM,55.64,0.43,63.78,21,1,2,3,1,0.78,0.82
46,"2-Jan, 2019",10:00 PM,55.13,0.4,54.87,22,1,2,3,1,0.78,0.77
47,"2-Jan, 2019",11:00 PM,50.76,0.37,54.14,23,1,2,3,1,0.75,0.77
48,"3-Jan, 2019",12:00 AM,42.91,0.34,35.51,0,1,3,4,1,0.71,0.68
49,"3-Jan, 2019",1:00 AM,45.22,0.33,50.31,1,1,3,4,1,0.73,0.75
50,"3-Jan, 2019",2:00 AM,45.63,0.34,41.0,2,1,3,4,1,0.73,0.7
51,"3-Jan, 2019",3:00 AM,44.0,0.35,45.58,3,1,3,4,1,0.72,0.73
52,"3-Jan, 2019",4:00 AM,43.88,0.35,45.32,4,1,3,4,1,0.72,0.73
53,"3-Jan, 2019",5:00 AM,45.92,0.33,47.57,5,1,3,4,1,0.73,0.74
54,"3-Jan, 2019",6:00 AM,51.07,0.31,49.92,6,1,3,4,1,0.76,0.75
55,"3-Jan, 2019",7:00 AM,52.77,0.27,50.91,7,1,3,4,1,0.76,0.75
56,"3-Jan, 2019",8:00 AM,62.89,0.24,63.79,8,1,3,4,1,0.81,0.82
57,"3-Jan, 2019",9:00 AM,60.03,0.23,63.01,9,1,3,4,1,0.8,0.82
58,"3-Jan, 2019",10:00 AM,58.19,0.3,58.76,10,1,3,4,1,0.79,0.79
59,"3-Jan, 2019",11:00 AM,62.99,0.36,58.19,11,1,3,4,1,0.81,0.79
60,"3-Jan, 2019",12:00 PM,63.52,0.4,61.14,12,1,3,4,1,0.82,0.81
61,"3-Jan, 2019",1:00 PM,64.67,0.46,67.72,13,1,3,4,1,0.82,0.84
62,"3-Jan, 2019",2:00 PM,65.24,0.48,64.06,14,1,3,4,1,0.83,0.82
63,"3-Jan, 2019",3:00 PM,67.76,0.42,76.63,15,1,3,4,1,0.84,0.88
64,"3-Jan, 2019",4:00 PM,68.41,0.45,62.14,16,1,3,4,1,0.84,0.81
65,"3-Jan, 2019",5:00 PM,69.55,0.44,76.96,17,1,3,4,1,0.85,0.88
66,"3-Jan, 2019",6:00 PM,67.28,0.42,62.86,18,1,3,4,1,0.84,0.81
67,"3-Jan, 2019",7:00 PM,69.46,0.37,73.23,19,1,3,4,1,0.85,0.87
68,"3-Jan, 2019",8:00 PM,68.38,0.33,71.0,20,1,3,4,1,0.84,0.86
69,"3-Jan, 2019",9:00 PM,61.72,0.27,55.4,21,1,3,4,1,0.81,0.78
70,"3-Jan, 2019",10:00 PM,53.72,0.27,56.26,22,1,3,4,1,0.77,0.78
71,"3-Jan, 2019",11:00 PM,49.98,0.27,51.34,23,1,3,4,1,0.75,0.76
72,"4-Jan, 2019",12:00 AM,50.73,0.27,60.48,0,1,4,5,1,0.75,0.8
73,"4-Jan, 2019",1:00 AM,47.11,0.25,52.67,1,1,4,5,1,0.74,0.76
74,"4-Jan, 2019",2:00 AM,47.07,0.24,45.06,2,1,4,5,1,0.74,0.73
75,"4-Jan, 2019",3:00 AM,46.94,0.22,55.2,3,1,4,5,1,0.73,0.78
76,"4-Jan, 2019",4:00 AM,47.0,0.18,43.19,4,1,4,5,1,0.74,0.72
77,"4-Jan, 2019",5:00 AM,46.91,0.15,47.87,5,1,4,5,1,0.73,0.74
78,"4-Jan, 2019",6:00 AM,49.59,0.14,45.7,6,1,4,5,1,0.75,0.73
79,"4-Jan, 2019",7:00 AM,55.32,0.13,57.32,7,1,4,5,1,0.78,0.79
80,"4-Jan, 2019",8:00 AM,55.78,0.11,62.35,8,1,4,5,1,0.78,0.81
81,"4-Jan, 2019",9:00 AM,55.52,0.13,53.19,9,1,4,5,1,0.78,0.77
82,"4-Jan, 2019",10:00 AM,55.23,0.15,57.73,10,1,4,5,1,0.78,0.79
83,"4-Jan, 2019",11:00 AM,53.58,0.17,62.16,11,1,4,5,1,0.77,0.81
84,"4-Jan, 2019",12:00 PM,51.74,0.21,53.13,12,1,4,5,1,0.76,0.77
85,"4-Jan, 2019",1:00 PM,51.6,0.25,53.77,13,1,4,5,1,0.76,0.77
86,"4-Jan, 2019",2:00 PM,51.41,0.25,52.84,14,1,4,5,1,0.76,0.76
87,"4-Jan, 2019",3:00 PM,51.69,0.28,54.99,15,1,4,5,1,0.76,0.77
88,"4-Jan, 2019",4:00 PM,52.59,0.35,57.27,16,1,4,5,1,0.76,0.79
89,"4-Jan, 2019",5:00 PM,54.66,0.4,61.72,17,1,4,5,1,0.77,0.81
90,"4-Jan, 2019",6:00 PM,54.1,0.46,52.73,18,1,4,5,1,0.77,0.76
91,"4-Jan, 2019",7:00 PM,51.89,0.51,57.61,19,1,4,5,1,0.76,0.79
92,"4-Jan, 2019",8:00 PM,46.58,0.59,39.94,20,1,4,5,1,0.73,0.7
93,"4-Jan, 2019",9:00 PM,45.43,0.59,50.05,21,1,4,5,1,0.73,0.75
94,"4-Jan, 2019",10:00 PM,43.96,0.55,47.35,22,1,4,5,1,0.72,0.74
95,"4-Jan, 2019",11:00 PM,31.41,0.51,28.53,23,1,4,5,1,0.66,0.64
96,"5-Jan, 2019",12:00 AM,26.9,0.48,27.87,0,1,5,6,1,0.63,0.64
97,"5-Jan, 2019",1:00 AM,25.12,0.43,29.33,1,1,5,6,1,0.63,0.65
98,"5-Jan, 2019",2:00 AM,24.12,0.45,27.82,2,1,5,6,1,0.62,0.64
99,"5-Jan, 2019",3:00 AM,22.04,0.49,25.67,3,1,5,6,1,0.61,0.63
100,"5-Jan, 2019",4:00 AM,18.37,0.52,13.38,4,1,5,6,1,0.59,0.57
101,"5-Jan, 2019",5:00 AM,22.09,0.59,23.47,5,1,5,6,1,0.61,0.62
102,"5-Jan, 2019",6:00 AM,23.35,0.65,25.05,6,1,5,6,1,0.62,0.63
103,"5-Jan, 2019",7:00 AM,28.76,0.7,28.3,7,1,5,6,1,0.64,0.64
104,"5-Jan, 2019",8:00 AM,36.63,0.74,35.95,8,1,5,6,1,0.68,0.68
105,"5-Jan, 2019",9:00 AM,40.46,0.8,39.37,9,1,5,6,1,0.7,0.7
106,"5-Jan, 2019",10:00 AM,45.85,0.79,47.73,10,1,5,6,1,0.73,0.74
107,"5-Jan, 2019",11:00 AM,49.8,0.74,58.5,11,1,5,6,1,0.75,0.79
108,"5-Jan, 2019",12:00 PM,51.36,0.66,45.77,12,1,5,6,1,0.76,0.73
109,"5-Jan, 2019",1:00 PM,51.74,0.58,54.36,13,1,5,6,1,0.76,0.77
110,"5-Jan, 2019",2:00 PM,51.92,0.47,51.31,14,1,5,6,1,0.76,0.76
111,"5-Jan, 2019",3:00 PM,53.22,0.42,54.4,15,1,5,6,1,0.77,0.77
112,"5-Jan, 2019",4:00 PM,56.62,0.4,61.32,16,1,5,6,1,0.78,0.81
113,"5-Jan, 2019",5:00 PM,56.92,0.44,67.49,17,1,5,6,1,0.78,0.84
114,"5-Jan, 2019",6:00 PM,61.64,0.45,57.98,18,1,5,6,1,0.81,0.79
115,"5-Jan, 2019",7:00 PM,59.44,0.42,64.61,19,1,5,6,1,0.8,0.82
116,"5-Jan, 2019",8:00 PM,52.75,0.43,49.87,20,1,5,6,1,0.76,0.75
117,"5-Jan, 2019",9:00 PM,51.9,0.44,55.05,21,1,5,6,1,0.76,0.78
118,"5-Jan, 2019",10:00 PM,51.38,0.44,52.41,22,1,5,6,1,0.76,0.76
119,"5-Jan, 2019",11:00 PM,49.96,0.46,51.12,23,1,5,6,1,0.75,0.76
120,"6-Jan, 2019",12:00 AM,50.29,0.46,44.37,0,1,6,0,1,0.75,0.72
121,"6-Jan, 2019",1:00 AM,47.72,0.45,48.16,1,1,6,0,1,0.74,0.74
122,"6-Jan, 2019",2:00 AM,48.38,0.44,46.13,2,1,6,0,1,0.74,0.73
123,"6-Jan, 2019",3:00 AM,48.02,0.43,50.2,3,1,6,0,1,0.74,0.75
124,"6-Jan, 2019",4:00 AM,44.23,0.41,43.29,4,1,6,0,1,0.72,0.72
125,"6-Jan, 2019",5:00 AM,47.17,0.36,40.96,5,1,6,0,1,0.74,0.7
126,"6-Jan, 2019",6:00 AM,48.19,0.33,43.87,6,1,6,0,1,0.74,0.72
127,"6-Jan, 2019",7:00 AM,49.11,0.31,45.47,7,1,6,0,1,0.75,0.73
128,"6-Jan, 2019",8:00 AM,50.44,0.28,60.05,8,1,6,0,1,0.75,0.8
129,"6-Jan, 2019",9:00 AM,53.4,0.24,57.27,9,1,6,0,1,0.77,0.79
130,"6-Jan, 2019",10:00 AM,56.55,0.21,60.95,10,1,6,0,1,0.78,0.8
131,"6-Jan, 2019",11:00 AM,60.02,0.2,69.07,11,1,6,0,1,0.8,0.85
132,"6-Jan, 2019",12:00 PM,60.22,0.2,59.84,12,1,6,0,1,0.8,0.8
133,"6-Jan, 2019",1:00 PM,55.0,0.19,56.27,13,1,6,0,1,0.78,0.78
134,"6-Jan, 2019",2:00 PM,52.39,0.18,65.58,14,1,6,0,1,0.76,0.83
135,"6-Jan, 2019",3:00 PM,51.57,0.22,57.1,15,1,6,0,1,0.76,0.79
136,"6-Jan, 2019",4:00 PM,54.71,0.27,54.0,16,1,6,0,1,0.77,0.77
137,"6-Jan, 2019",5:00 PM,63.43,0.28,60.32,17,1,6,0,1,0.82,0.8
138,"6-Jan, 2019",6:00 PM,67.37,0.29,68.18,18,1,6,0,1,0.84,0.84
139,"6-Jan, 2019",7:00 PM,67.2,0.3,67.97,19,1,6,0,1,0.84,0.84
140,"6-Jan, 2019",8:00 PM,66.03,0.31,66.71,20,1,6,0,1,0.83,0.83
141,"6-Jan, 2019",9:00 PM,55.36,0.34,62.18,21,1,6,0,1,0.78,0.81
142,"6-Jan, 2019",10:00 PM,58.59,0.34,62.43,22,1,6,0,1,0.79,0.81
143,"6-Jan, 2019",11:00 PM,53.7,0.34,53.64,23,1,6,0,1,0.77,0.77
144,"7-Jan, 2019",12:00 AM,46.03,0.34,45.33,0,1,7,1,1,0.73,0.73
145,"7-Jan, 2019",1:00 AM,47.98,0.33,47.75,1,1,7,1,1,0.74,0.74
146,"7-Jan, 2019",2:00 AM,47.84,0.32,51.78,2,1,7,1,1,0.74,0.76
147,"7-Jan, 2019",3:00 AM,46.11,0.34,47.32,3,1,7,1,1,0.73,0.74
148,"7-Jan, 2019",4:00 AM,46.08,0.33,42.67,4,1,7,1,1,0.73,0.71
149,"7-Jan, 2019",5:00 AM,47.62,0.3,57.46,5,1,7,1,1,0.74,0.79
150,"7-Jan, 2019",6:00 AM,55.77,0.3,56.28,6,1,7,1,1,0.78,0.78
151,"7-Jan, 2019",7:00 AM,68.61,0.3,63.21,7,1,7,1,1,0.84,0.82
152,"7-Jan, 2019",8:00 AM,74.15,0.29,83.84,8,1,7,1,1,0.87,0.92
153,"7-Jan, 2019",9:00 AM,74.93,0.23,84.81,9,1,7,1,1,0.87,0.92
154,"7-Jan, 2019",10:00 AM,73.59,0.23,68.38,10,1,7,1,1,0.87,0.84
155,"7-Jan, 2019",11:00 AM,71.23,0.24,73.24,11,1,7,1,1,0.86,0.87
156,"7-Jan, 2019",12:00 PM,68.79,0.24,64.09,12,1,7,1,1,0.84,0.82
157,"7-Jan, 2019",1:00 PM,66.75,0.25,72.68,13,1,7,1,1,0.83,0.86
158,"7-Jan, 2019",2:00 PM,62.47,0.21,70.81,14,1,7,1,1,0.81,0.85
159,"7-Jan, 2019",3:00 PM,53.25,0.24,58.07,15,1,7,1,1,0.77,0.79
160,"7-Jan, 2019",4:00 PM,53.26,0.31,52.7,16,1,7,1,1,0.77,0.76
161,"7-Jan, 2019",5:00 PM,53.42,0.34,59.11,17,1,7,1,1,0.77,0.8
162,"7-Jan, 2019",6:00 PM,47.91,0.35,45.8,18,1,7,1,1,0.74,0.73
163,"7-Jan, 2019",7:00 PM,42.05,0.35,45.53,19,1,7,1,1,0.71,0.73
164,"7-Jan, 2019",8:00 PM,40.96,0.36,43.69,20,1,7,1,1,0.7,0.72
165,"7-Jan, 2019",9:00 PM,32.04,0.38,39.17,21,1,7,1,1,0.66,0.7
166,"7-Jan, 2019",10:00 PM,20.82,0.37,16.86,22,1,7,1,1,0.6,0.58
167,"7-Jan, 2019",11:00 PM,1.84,0.33,4.82,23,1,7,1,1,0.51,0.52
168,"8-Jan, 2019",12:00 AM,17.94,0.29,15.22,0,1,8,2,2,0.59,0.58
169,"8-Jan, 2019",1:00 AM,20.91,0.33,19.44,1,1,8,2,2,0.6,0.6
170,"8-Jan, 2019",2:00 AM,7.78,0.41,5.15,2,1,8,2,2,0.54,0.53
171,"8-Jan, 2019",3:00 AM,14.33,0.55,3.69,3,1,8,2,2,0.57,0.52
172,"8-Jan, 2019",4:00 AM,18.56,0.67,22.77,4,1,8,2,2,0.59,0.61
173,"8-Jan, 2019",5:00 AM,18.57,0.78,17.49,5,1,8,2,2,0.59,0.59
174,"8-Jan, 2019",6:00 AM,35.81,0.79,36.08,6,1,8,2,2,0.68,0.68
175,"8-Jan, 2019",7:00 AM,43.87,0.72,38.85,7,1,8,2,2,0.72,0.69
176,"8-Jan, 2019",8:00 AM,46.93,0.61,48.51,8,1,8,2,2,0.73,0.74
177,"8-Jan, 2019",9:00 AM,43.88,0.6,44.06,9,1,8,2,2,0.72,0.72
178,"8-Jan, 2019",10:00 AM,43.85,0.61,41.51,10,1,8,2,2,0.72,0.71
179,"8-Jan, 2019",11:00 AM,46.74,0.68,50.39,11,1,8,2,2,0.73,0.75
180,"8-Jan, 2019",12:00 PM,43.94,0.79,45.74,12,1,8,2,2,0.72,0.73
181,"8-Jan, 2019",1:00 PM,43.21,0.85,38.64,13,1,8,2,2,0.72,0.69
182,"8-Jan, 2019",2:00 PM,43.81,0.88,46.11,14,1,8,2,2,0.72,0.73
183,"8-Jan, 2019",3:00 PM,45.6,0.89,43.8,15,1,8,2,2,0.73,0.72
184,"8-Jan, 2019",4:00 PM,35.21,0.89,31.74,16,1,8,2,2,0.68,0.66
185,"8-Jan, 2019",5:00 PM,45.64,0.87,51.87,17,1,8,2,2,0.73,0.76
186,"8-Jan, 2019",6:00 PM,45.63,0.83,45.5,18,1,8,2,2,0.73,0.73
187,"8-Jan, 2019",7:00 PM,37.94,0.78,36.54,19,1,8,2,2,0.69,0.68
188,"8-Jan, 2019",8:00 PM,39.53,0.78,37.47,20,1,8,2,2,0.7,0.69
189,"8-Jan, 2019",9:00 PM,35.97,0.81,32.45,21,1,8,2,2,0.68,0.66
190,"8-Jan, 2019",10:00 PM,29.72,0.83,28.08,22,1,8,2,2,0.65,0.64
191,"8-Jan, 2019",11:00 PM,22.55,0.81,9.96,23,1,8,2,2,0.61,0.55
192,"9-Jan, 2019",12:00 AM,20.04,0.77,22.78,0,1,9,3,2,0.6,0.61
193,"9-Jan, 2019",1:00 AM,7.24,0.74,15.99,1,1,9,3,2,0.54,0.58
194,"9-Jan, 2019",2:00 AM,3.43,0.77,2.11,2,1,9,3,2,0.52,0.51
195,"9-Jan, 2019",3:00 AM,10.04,0.78,16.48,3,1,9,3,2,0.55,0.58
196,"9-Jan, 2019",4:00 AM,14.2,0.77,1.35,4,1,9,3,2,0.57,0.51
197,"9-Jan, 2019",5:00 AM,25.41,0.74,24.03,5,1,9,3,2,0.63,0.62
198,"9-Jan, 2019",6:00 AM,36.98,0.7,36.29,6,1,9,3,2,0.68,0.68
199,"9-Jan, 2019",7:00 AM,43.89,0.66,42.19,7,1,9,3,2,0.72,0.71
200,"9-Jan, 2019",8:00 AM,50.98,0.61,47.29,8,1,9,3,2,0.75,0.74
201,"9-Jan, 2019",9:00 AM,50.3,0.5,48.34,9,1,9,3,2,0.75,0.74
202,"9-Jan, 2019",10:00 AM,50.21,0.45,54.65,10,1,9,3,2,0.75,0.77
203,"9-Jan, 2019",11:00 AM,45.8,0.49,51.86,11,1,9,3,2,0.73,0.76
204,"9-Jan, 2019",12:00 PM,43.64,0.49,43.75,12,1,9,3,2,0.72,0.72
205,"9-Jan, 2019",1:00 PM,43.49,0.46,43.15,13,1,9,3,2,0.72,0.72
206,"9-Jan, 2019",2:00 PM,45.05,0.45,56.24,14,1,9,3,2,0.73,0.78
207,"9-Jan, 2019",3:00 PM,49.95,0.44,45.97,15,1,9,3,2,0.75,0.73
208,"9-Jan, 2019",4:00 PM,53.82,0.44,46.99,16,1,9,3,2,0.77,0.73
209,"9-Jan, 2019",5:00 PM,55.94,0.45,53.37,17,1,9,3,2,0.78,0.77
210,"9-Jan, 2019",6:00 PM,54.19,0.46,48.65,18,1,9,3,2,0.77,0.74
211,"9-Jan, 2019",7:00 PM,54.19,0.46,52.78,19,1,9,3,2,0.77,0.76
212,"9-Jan, 2019",8:00 PM,52.98,0.46,55.39,20,1,9,3,2,0.76,0.78
213,"9-Jan, 2019",9:00 PM,51.68,0.46,50.0,21,1,9,3,2,0.76,0.75
214,"9-Jan, 2019",10:00 PM,48.95,0.46,43.12,22,1,9,3,2,0.74,0.72
215,"9-Jan, 2019",11:00 PM,47.63,0.42,44.82,23,1,9,3,2,0.74,0.72
216,"10-Jan, 2019",12:00 AM,46.48,0.39,41.7,0,1,10,4,2,0.73,0.71
217,"10-Jan, 2019",1:00 AM,49.08,0.37,42.71,1,1,10,4,2,0.75,0.71
218,"10-Jan, 2019",2:00 AM,47.11,0.34,53.34,2,1,10,4,2,0.74,0.77
219,"10-Jan, 2019",3:00 AM,48.8,0.35,49.72,3,1,10,4,2,0.74,0.75
220,"10-Jan, 2019",4:00 AM,48.5,0.35,46.92,4,1,10,4,2,0.74,0.73
221,"10-Jan, 2019",5:00 AM,49.8,0.32,53.26,5,1,10,4,2,0.75,0.77
222,"10-Jan, 2019",6:00 AM,56.97,0.31,57.48,6,1,10,4,2,0.78,0.79
223,"10-Jan, 2019",7:00 AM,72.6,0.31,67.26,7,1,10,4,2,0.86,0.84
224,"10-Jan, 2019",8:00 AM,81.17,0.3,79.37,8,1,10,4,2,0.91,0.9
225,"10-Jan, 2019",9:00 AM,81.79,0.28,84.65,9,1,10,4,2,0.91,0.92
226,"10-Jan, 2019",10:00 AM,81.15,0.33,81.45,10,1,10,4,2,0.91,0.91
227,"10-Jan, 2019",11:00 AM,80.0,0.4,70.07,11,1,10,4,2,0.9,0.85
228,"10-Jan, 2019",12:00 PM,76.39,0.38,65.6,12,1,10,4,2,0.88,0.83
229,"10-Jan, 2019",1:00 PM,75.0,0.34,70.82,13,1,10,4,2,0.88,0.85
230,"10-Jan, 2019",2:00 PM,76.06,0.3,73.25,14,1,10,4,2,0.88,0.87
231,"10-Jan, 2019",3:00 PM,75.4,0.28,58.71,15,1,10,4,2,0.88,0.79
232,"10-Jan, 2019",4:00 PM,76.78,0.31,87.1,16,1,10,4,2,0.88,0.94
233,"10-Jan, 2019",5:00 PM,83.45,0.33,87.95,17,1,10,4,2,0.92,0.94
234,"10-Jan, 2019",6:00 PM,85.15,0.3,79.9,18,1,10,4,2,0.93,0.9
235,"10-Jan, 2019",7:00 PM,78.16,0.28,75.8,19,1,10,4,2,0.89,0.88
236,"10-Jan, 2019",8:00 PM,71.92,0.23,73.22,20,1,10,4,2,0.86,0.87
237,"10-Jan, 2019",9:00 PM,67.43,0.18,68.5,21,1,10,4,2,0.84,0.84
238,"10-Jan, 2019",10:00 PM,60.49,0.15,65.44,22,1,10,4,2,0.8,0.83
239,"10-Jan, 2019",11:00 PM,54.45,0.11,54.82,23,1,10,4,2,0.77,0.77
240,"11-Jan, 2019",12:00 AM,47.84,0.09,44.6,0,1,11,5,2,0.74,0.72
241,"11-Jan, 2019",1:00 AM,46.58,0.07,45.07,1,1,11,5,2,0.73,0.73
242,"11-Jan, 2019",2:00 AM,45.74,0.06,52.16,2,1,11,5,2,0.73,0.76
243,"11-Jan, 2019",3:00 AM,43.81,0.06,42.34,3,1,11,5,2,0.72,0.71
244,"11-Jan, 2019",4:00 AM,46.24,0.04,46.31,4,1,11,5,2,0.73,0.73
245,"11-Jan, 2019",5:00 AM,46.46,0.03,49.72,5,1,11,5,2,0.73,0.75
246,"11-Jan, 2019",6:00 AM,51.29,0.04,55.24,6,1,11,5,2,0.76,0.78
247,"11-Jan, 2019",7:00 AM,60.53,0.05,59.7,7,1,11,5,2,0.8,0.8
248,"11-Jan, 2019",8:00 AM,60.02,0.07,56.87,8,1,11,5,2,0.8,0.78
249,"11-Jan, 2019",9:00 AM,62.92,0.11,66.79,9,1,11,5,2,0.81,0.83
250,"11-Jan, 2019",10:00 AM,61.58,0.17,63.06,10,1,11,5,2,0.81,0.82
251,"11-Jan, 2019",11:00 AM,60.6,0.24,65.66,11,1,11,5,2,0.8,0.83
252,"11-Jan, 2019",12:00 PM,51.89,0.29,52.0,12,1,11,5,2,0.76,0.76
253,"11-Jan, 2019",1:00 PM,50.8,0.32,56.77,13,1,11,5,2,0.75,0.78
254,"11-Jan, 2019",2:00 PM,45.46,0.33,47.15,14,1,11,5,2,0.73,0.74
255,"11-Jan, 2019",3:00 PM,42.2,0.31,45.67,15,1,11,5,2,0.71,0.73
256,"11-Jan, 2019",4:00 PM,45.0,0.34,44.79,16,1,11,5,2,0.72,0.72
257,"11-Jan, 2019",5:00 PM,51.51,0.4,51.17,17,1,11,5,2,0.76,0.76
258,"11-Jan, 2019",6:00 PM,48.59,0.48,53.66,18,1,11,5,2,0.74,0.77
259,"11-Jan, 2019",7:00 PM,49.2,0.47,50.52,19,1,11,5,2,0.75,0.75
260,"11-Jan, 2019",8:00 PM,44.99,0.43,45.18,20,1,11,5,2,0.72,0.73
261,"11-Jan, 2019",9:00 PM,44.93,0.5,59.4,21,1,11,5,2,0.72,0.8
262,"11-Jan, 2019",10:00 PM,46.4,0.53,47.36,22,1,11,5,2,0.73,0.74
263,"11-Jan, 2019",11:00 PM,43.46,0.5,47.86,23,1,11,5,2,0.72,0.74
264,"12-Jan, 2019",12:00 AM,47.24,0.47,48.59,0,1,12,6,2,0.74,0.74
265,"12-Jan, 2019",1:00 AM,45.88,0.46,45.64,1,1,12,6,2,0.73,0.73
266,"12-Jan, 2019",2:00 AM,44.61,0.48,50.81,2,1,12,6,2,0.72,0.75
267,"12-Jan, 2019",3:00 AM,42.9,0.45,46.52,3,1,12,6,2,0.71,0.73
268,"12-Jan, 2019",4:00 AM,42.03,0.4,39.38,4,1,12,6,2,0.71,0.7
269,"12-Jan, 2019",5:00 AM,39.33,0.35,39.36,5,1,12,6,2,0.7,0.7
270,"12-Jan, 2019",6:00 AM,42.98,0.34,37.91,6,1,12,6,2,0.71,0.69
271,"12-Jan, 2019",7:00 AM,41.23,0.41,49.51,7,1,12,6,2,0.71,0.75
272,"12-Jan, 2019",8:00 AM,42.12,0.48,36.06,8,1,12,6,2,0.71,0.68
273,"12-Jan, 2019",9:00 AM,45.1,0.48,46.91,9,1,12,6,2,0.73,0.73
274,"12-Jan, 2019",10:00 AM,44.27,0.47,43.06,10,1,12,6,2,0.72,0.72
275,"12-Jan, 2019",11:00 AM,44.18,0.44,43.27,11,1,12,6,2,0.72,0.72
276,"12-Jan, 2019",12:00 PM,42.05,0.46,44.43,12,1,12,6,2,0.71,0.72
