Date,Time of day,act_price,fore_gen,fore_price,hour,month,day,weekday,week,norm_ap,norm_fg,norm_fp
"1-Jan, 2018",10:00 PM,23.52,0.38,24.128835227124306,22,1,1,1,1,0.4872472707690802,0.3917525773195877,0.5150055121959964
"1-Jan, 2018",11:00 PM,18.96,0.4,20.88342974765797,23,1,1,1,1,0.4649238752631322,0.41237113402061865,0.5003891004050561
"2-Jan, 2018",12:00 AM,18.12,0.45,26.62989164671628,0,1,2,2,1,0.460811670827826,0.46391752577319595,0.5262695809764382
"2-Jan, 2018",1:00 AM,14.99,0.6,21.44513287786299,1,1,2,2,1,0.44548881382483974,0.6185567010309279,0.5029188564886278
"2-Jan, 2018",2:00 AM,13.63,0.76,14.742202177135386,2,1,2,2,1,0.43883095902482017,0.7835051546391754,0.47273070405348705
"2-Jan, 2018",3:00 AM,12.15,0.84,20.43832970788371,3,1,2,2,1,0.43158564644832825,0.865979381443299,0.4983844925030031
"2-Jan, 2018",4:00 AM,11.83,0.83,12.962899531558357,4,1,2,2,1,0.43001909237773545,0.8556701030927836,0.4647172153436757
"2-Jan, 2018",5:00 AM,14.55,0.79,19.537177840413857,5,1,2,2,1,0.4433348019777746,0.8144329896907218,0.4943259528645971
"2-Jan, 2018",6:00 AM,22.58,0.71,27.429996415592107,6,1,2,2,1,0.48264551818671375,0.731958762886598,0.529873032333064
"2-Jan, 2018",7:00 AM,41.92,0.62,49.48648774805672,7,1,2,2,1,0.5773241298281687,0.6391752577319588,0.6292093901528644
"2-Jan, 2018",8:00 AM,47.95,0.55,40.744886870147745,8,1,2,2,1,0.6068438830959026,0.5670103092783506,0.5898396291316397
"2-Jan, 2018",9:00 AM,49.9,0.53,45.29589665823735,9,1,2,2,1,0.6163900719635778,0.5463917525773196,0.6103361228820157
"2-Jan, 2018",10:00 AM,50.0,0.48,46.33940858671707,10,1,2,2,1,0.616879620110638,0.4948453608247423,0.6150358129983724
"2-Jan, 2018",11:00 AM,49.7,0.49,50.198627411060535,11,1,2,2,1,0.6154109756694572,0.5051546391752578,0.632416670917312
"2-Jan, 2018",12:00 PM,48.16,0.56,43.80675724102668,12,1,2,2,1,0.6078719342047292,0.5773195876288661,0.6036294493788787
"2-Jan, 2018",1:00 PM,47.24,0.53,42.38184025904445,13,1,2,2,1,0.6033680912517747,0.5463917525773196,0.5972120160232227
"2-Jan, 2018",2:00 PM,46.1,0.46,50.900554281154115,14,1,2,2,1,0.5977872423752877,0.47422680412371143,0.6355779560773102
"2-Jan, 2018",3:00 PM,43.86,0.44,49.186457509624454,15,1,2,2,1,0.5868213638811378,0.45360824742268047,0.6278581366523677
"2-Jan, 2018",4:00 PM,43.64,0.43,44.132898997184284,16,1,2,2,1,0.5857443579576053,0.443298969072165,0.6050983019584351
"2-Jan, 2018",5:00 PM,47.37,0.37,30.673356471564666,17,1,2,2,1,0.604004503842953,0.3814432989690722,0.5444802321003417
"2-Jan, 2018",6:00 PM,46.08,0.33,42.6941685760428,18,1,2,2,1,0.5976893327458757,0.3402061855670104,0.5986186566800229
"2-Jan, 2018",7:00 PM,41.08,0.32,34.32888980391739,19,1,2,2,1,0.5732119253928625,0.3298969072164949,0.5609437467025176
"2-Jan, 2018",8:00 PM,34.94,0.29,32.0696195461609,20,1,2,2,1,0.5431536691633623,0.29896907216494845,0.5507686161546321
"2-Jan, 2018",9:00 PM,25.46,0.25,35.47806175891118,21,1,2,2,1,0.49674450482204935,0.2577319587628866,0.5661193004566054
"2-Jan, 2018",10:00 PM,21.3,0.21,16.180163418578932,22,1,2,2,1,0.47637930190434236,0.21649484536082475,0.4792068851585386
