Date,Time of day,act_price,fore_gen,fore_price,hour,month,day,weekday,week
"1-Jan, 2017",12:00 AM,20.96,0.0,21.54,0,1,1,0,1
"1-Jan, 2017",1:00 AM,20.9,0.0,14.8,1,1,1,0,1
"1-Jan, 2017",2:00 AM,18.13,0.0,22.66,2,1,1,0,1
"1-Jan, 2017",3:00 AM,16.03,0.0,22.27,3,1,1,0,1
"1-Jan, 2017",4:00 AM,16.43,0.0,19.19,4,1,1,0,1
"1-Jan, 2017",5:00 AM,13.75,0.0,1.64,5,1,1,0,1
"1-Jan, 2017",6:00 AM,11.1,0.0,18.46,6,1,1,0,1
"1-Jan, 2017",7:00 AM,15.47,0.0,9.85,7,1,1,0,1
"1-Jan, 2017",8:00 AM,16.88,0.02,24.3,8,1,1,0,1
"1-Jan, 2017",9:00 AM,21.81,0.11,26.86,9,1,1,0,1
"1-Jan, 2017",10:00 AM,26.24,0.33,34.09,10,1,1,0,1
"1-Jan, 2017",11:00 AM,26.42,0.49,28.65,11,1,1,0,1
"1-Jan, 2017",12:00 PM,27.66,0.61,27.42,12,1,1,0,1
"1-Jan, 2017",1:00 PM,28.7,0.55,22.77,13,1,1,0,1
"1-Jan, 2017",2:00 PM,29.66,0.42,30.89,14,1,1,0,1
"1-Jan, 2017",3:00 PM,35.33,0.19,28.98,15,1,1,0,1
"1-Jan, 2017",4:00 PM,44.12,0.0,44.76,16,1,1,0,1
"1-Jan, 2017",5:00 PM,51.59,0.0,45.47,17,1,1,0,1
"1-Jan, 2017",6:00 PM,53.95,0.0,53.5,18,1,1,0,1
"1-Jan, 2017",7:00 PM,50.97,0.0,51.06,19,1,1,0,1
"1-Jan, 2017",8:00 PM,44.93,0.0,51.25,20,1,1,0,1
"1-Jan, 2017",9:00 PM,38.83,0.0,28.31,21,1,1,0,1
"1-Jan, 2017",10:00 PM,42.17,0.0,41.65,22,1,1,0,1
"1-Jan, 2017",11:00 PM,33.06,0.0,38.39,23,1,1,0,1
