Date,Time of day,act_price,fore_gen,fore_price,hour,month,day,weekday,week,norm_ap,norm_fg,norm_fp,norm_hh,norm_mm,norm_dd,norm_ww
"1-Jan, 2018",12:00 AM,-5.27,0.0,-6.79911141997362,0,1,1,1,1,0.3463063592304304,0.0,0.3757145647620414,0.0,0.0,0.0,0.16666666666666666
"1-Jan, 2018",1:00 AM,-29.99,0.0,-29.955459236228112,1,1,1,1,1,0.22529005727713328,0.0,0.2714247564782787,0.043478260869565216,0.0,0.0,0.16666666666666666
"1-Jan, 2018",2:00 AM,-56.65,0.0,-67.82108379024811,2,1,1,1,1,0.09477652127086705,0.0,0.10088841989277875,0.08695652173913043,0.0,0.0,0.16666666666666666
"1-Jan, 2018",3:00 AM,-63.14,0.0,-64.82742804623922,3,1,1,1,1,0.06300484652665594,0.0,0.11437102026169876,0.13043478260869565,0.0,0.0,0.16666666666666666
"1-Jan, 2018",4:00 AM,-64.62,0.0,-62.22056164874663,4,1,1,1,1,0.05575953395016403,0.0,0.12611162801958736,0.17391304347826086,0.0,0.0,0.16666666666666666
"1-Jan, 2018",5:00 AM,-67.0,0.0,-77.34003730927279,5,1,1,1,1,0.044108288050129785,0.0,0.05801767682748893,0.21739130434782608,0.0,0.0,0.16666666666666666
"1-Jan, 2018",6:00 AM,-72.54,0.0,-64.22498283493104,6,1,1,1,1,0.016987320702991138,0.0,0.11708426744935319,0.2608695652173913,0.0,0.0,0.16666666666666666
"1-Jan, 2018",7:00 AM,-76.01,0.0,-90.22219258616147,7,1,1,1,1,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.16666666666666666
"1-Jan, 2018",8:00 AM,-71.45,0.0,-66.17371158205944,8,1,1,1,1,0.02232339550594803,0.0,0.10830773027485024,0.34782608695652173,0.0,0.0,0.16666666666666666
"1-Jan, 2018",9:00 AM,-66.88,0.04,-64.0253044103672,9,1,1,1,1,0.04469574582660213,0.04938271604938271,0.11798356403884169,0.3913043478260869,0.0,0.0,0.16666666666666666
"1-Jan, 2018",10:00 AM,-62.0,0.1,-69.38835554357935,10,1,1,1,1,0.06858569540314297,0.12345679012345678,0.0938298598823466,0.43478260869565216,0.0,0.0,0.16666666666666666
"1-Jan, 2018",11:00 AM,-56.08,0.14,-61.858816133774134,11,1,1,1,1,0.09756694570911056,0.17283950617283952,0.12774083011584847,0.4782608695652174,0.0,0.0,0.16666666666666666
"1-Jan, 2018",12:00 PM,-49.96,0.18,-58.299275060067814,12,1,1,1,1,0.12752729230919865,0.2222222222222222,0.1437720220421691,0.5217391304347826,0.0,0.0,0.16666666666666666
"1-Jan, 2018",1:00 PM,-24.29,0.27,-27.09458326136742,13,1,1,1,1,0.2531943016595683,0.3333333333333333,0.2843093533633027,0.5652173913043478,0.0,0.0,0.16666666666666666
"1-Jan, 2018",2:00 PM,-5.59,0.24,4.365633042462205,14,1,1,1,1,0.34473980515983754,0.2962962962962963,0.42599749662866804,0.6086956521739131,0.0,0.0,0.16666666666666666
"1-Jan, 2018",3:00 PM,0.23,0.09,-6.83359255215026,15,1,1,1,1,0.3732315073187449,0.1111111111111111,0.37555927124630034,0.6521739130434783,0.0,0.0,0.16666666666666666
"1-Jan, 2018",4:00 PM,11.02,0.0,12.130230413136472,16,1,1,1,1,0.4260537523865473,0.0,0.46096710313197914,0.6956521739130435,0.0,0.0,0.16666666666666666
"1-Jan, 2018",5:00 PM,23.5,0.0,24.432217297165547,17,1,1,1,1,0.48714936113966817,0.0,0.5163718614222386,0.7391304347826086,0.0,0.0,0.16666666666666666
"1-Jan, 2018",6:00 PM,22.91,0.0,30.48705894056083,18,1,1,1,1,0.48426102707201263,0.0,0.543641199367447,0.7826086956521738,0.0,0.0,0.16666666666666666
"1-Jan, 2018",7:00 PM,21.02,0.0,18.486820239737806,19,1,1,1,1,0.47500856709257366,0.0,0.48959543172745096,0.8260869565217391,0.0,0.0,0.16666666666666666
"1-Jan, 2018",8:00 PM,21.05,0.0,24.64550258347918,20,1,1,1,1,0.4751554315366917,0.0,0.5173324395667671,0.8695652173913043,0.0,0.0,0.16666666666666666
"1-Jan, 2018",9:00 PM,21.95,0.0,10.726360109828533,21,1,1,1,1,0.4795613648602341,0.0,0.45464445821625193,0.9130434782608695,0.0,0.0,0.16666666666666666
"1-Jan, 2018",10:00 PM,23.52,0.0,24.128835227124306,22,1,1,1,1,0.4872472707690802,0.0,0.5150055121959964,0.9565217391304348,0.0,0.0,0.16666666666666666
"1-Jan, 2018",11:00 PM,18.96,0.0,20.88342974765797,23,1,1,1,1,0.4649238752631322,0.0,0.5003891004050561,1.0,0.0,0.0,0.16666666666666666
"2-Jan, 2018",12:00 AM,18.12,0.0,26.62989164671628,0,1,2,2,1,0.460811670827826,0.0,0.5262695809764381,0.0,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",1:00 AM,14.99,0.0,21.44513287786299,1,1,2,2,1,0.44548881382483974,0.0,0.5029188564886278,0.043478260869565216,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",2:00 AM,13.63,0.0,14.742202177135388,2,1,2,2,1,0.43883095902482017,0.0,0.47273070405348705,0.08695652173913043,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",3:00 AM,12.15,0.0,20.43832970788371,3,1,2,2,1,0.43158564644832825,0.0,0.49838449250300304,0.13043478260869565,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",4:00 AM,11.83,0.0,12.962899531558358,4,1,2,2,1,0.43001909237773545,0.0,0.46471721534367566,0.17391304347826086,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",5:00 AM,14.55,0.0,19.53717784041386,5,1,2,2,1,0.4433348019777746,0.0,0.494325952864597,0.21739130434782608,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",6:00 AM,22.58,0.0,27.429996415592104,6,1,2,2,1,0.48264551818671375,0.0,0.529873032333064,0.2608695652173913,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",7:00 AM,41.92,0.0,49.486487748056724,7,1,2,2,1,0.5773241298281687,0.0,0.6292093901528644,0.30434782608695654,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",8:00 AM,47.95,0.0,40.74488687014775,8,1,2,2,1,0.6068438830959026,0.0,0.5898396291316397,0.34782608695652173,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",9:00 AM,49.9,0.03,45.295896658237346,9,1,2,2,1,0.6163900719635778,0.037037037037037035,0.6103361228820156,0.3913043478260869,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",10:00 AM,50.0,0.05,46.33940858671707,10,1,2,2,1,0.616879620110638,0.06172839506172839,0.6150358129983723,0.43478260869565216,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",11:00 AM,49.7,0.06,50.19862741106053,11,1,2,2,1,0.6154109756694572,0.07407407407407407,0.6324166709173119,0.4782608695652174,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",12:00 PM,48.16,0.07,43.80675724102668,12,1,2,2,1,0.6078719342047292,0.08641975308641976,0.6036294493788787,0.5217391304347826,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",1:00 PM,47.24,0.07,42.38184025904445,13,1,2,2,1,0.6033680912517747,0.08641975308641976,0.5972120160232227,0.5652173913043478,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",2:00 PM,46.1,0.04,50.900554281154115,14,1,2,2,1,0.5977872423752877,0.04938271604938271,0.63557795607731,0.6086956521739131,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",3:00 PM,43.86,0.03,49.18645750962445,15,1,2,2,1,0.5868213638811378,0.037037037037037035,0.6278581366523677,0.6521739130434783,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",4:00 PM,43.64,0.0,44.132898997184284,16,1,2,2,1,0.5857443579576053,0.0,0.605098301958435,0.6956521739130435,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",5:00 PM,47.37,0.0,30.673356471564663,17,1,2,2,1,0.604004503842953,0.0,0.5444802321003417,0.7391304347826086,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",6:00 PM,46.08,0.0,42.6941685760428,18,1,2,2,1,0.5976893327458757,0.0,0.5986186566800228,0.7826086956521738,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",7:00 PM,41.08,0.0,34.32888980391739,19,1,2,2,1,0.5732119253928625,0.0,0.5609437467025176,0.8260869565217391,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",8:00 PM,34.94,0.0,32.0696195461609,20,1,2,2,1,0.5431536691633623,0.0,0.5507686161546321,0.8695652173913043,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",9:00 PM,25.46,0.0,35.47806175891118,21,1,2,2,1,0.49674450482204935,0.0,0.5661193004566054,0.9130434782608695,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",10:00 PM,21.3,0.0,16.180163418578932,22,1,2,2,1,0.47637930190434236,0.0,0.4792068851585386,0.9565217391304348,0.0,0.03333333333333333,0.3333333333333333
"2-Jan, 2018",11:00 PM,9.94,0.0,6.335273833915515,23,1,2,2,1,0.4207666323982964,0.0,0.4348682158870977,1.0,0.0,0.03333333333333333,0.3333333333333333
"3-Jan, 2018",12:00 AM,7.93,0.0,-3.837350634872081,0,1,3,3,1,0.41092671464238517,0.0,0.38905351902683216,0.0,0.0,0.06666666666666668,0.5
"3-Jan, 2018",1:00 AM,0.03,0.0,4.746062854536566,1,1,3,3,1,0.37225241102462436,0.0,0.427710847649368,0.043478260869565216,0.0,0.06666666666666668,0.5
"3-Jan, 2018",2:00 AM,0.02,0.0,-1.8640669829159562,2,1,3,3,1,0.3722034562099183,0.0,0.3979406447249326,0.08695652173913043,0.0,0.06666666666666668,0.5
"3-Jan, 2018",3:00 AM,-5.99,0.0,-0.7933589946226576,3,1,3,3,1,0.3427816125715965,0.0,0.40276281839899614,0.13043478260869565,0.0,0.06666666666666668,0.5
