Date,Time of day,act_price,fore_gen,fore_price,hour,month,day,weekday,week,map_ap
"1-Jan, 2017",12:00 AM,20.96,0.0,21.54,0,1,1,0,1,0.6048
"1-Jan, 2017",1:00 AM,20.9,0.0,14.8,1,1,1,0,1,0.6045
"1-Jan, 2017",2:00 AM,18.13,0.0,22.66,2,1,1,0,1,0.59065
"1-Jan, 2017",3:00 AM,16.03,0.0,22.27,3,1,1,0,1,0.5801499999999999
"1-Jan, 2017",4:00 AM,16.43,0.0,19.19,4,1,1,0,1,0.58215
"1-Jan, 2017",5:00 AM,13.75,0.0,1.64,5,1,1,0,1,0.56875
"1-Jan, 2017",6:00 AM,11.1,0.0,18.46,6,1,1,0,1,0.5555
"1-Jan, 2017",7:00 AM,15.47,0.0,9.85,7,1,1,0,1,0.57735
"1-Jan, 2017",8:00 AM,16.88,0.02,24.3,8,1,1,0,1,0.5844
"1-Jan, 2017",9:00 AM,21.81,0.11,26.86,9,1,1,0,1,0.60905
"1-Jan, 2017",10:00 AM,26.24,0.33,34.09,10,1,1,0,1,0.6312
"1-Jan, 2017",11:00 AM,26.42,0.49,28.65,11,1,1,0,1,0.6321
"1-Jan, 2017",12:00 PM,27.66,0.61,27.42,12,1,1,0,1,0.6383
"1-Jan, 2017",1:00 PM,28.7,0.55,22.77,13,1,1,0,1,0.6435
"1-Jan, 2017",2:00 PM,29.66,0.42,30.89,14,1,1,0,1,0.6483
"1-Jan, 2017",3:00 PM,35.33,0.19,28.98,15,1,1,0,1,0.67665
"1-Jan, 2017",4:00 PM,44.12,0.0,44.76,16,1,1,0,1,0.7206
"1-Jan, 2017",5:00 PM,51.59,0.0,45.47,17,1,1,0,1,0.75795
"1-Jan, 2017",6:00 PM,53.95,0.0,53.5,18,1,1,0,1,0.7697499999999999
"1-Jan, 2017",7:00 PM,50.97,0.0,51.06,19,1,1,0,1,0.75485
"1-Jan, 2017",8:00 PM,44.93,0.0,51.25,20,1,1,0,1,0.72465
"1-Jan, 2017",9:00 PM,38.83,0.0,28.31,21,1,1,0,1,0.69415
"1-Jan, 2017",10:00 PM,42.17,0.0,41.65,22,1,1,0,1,0.71085
"1-Jan, 2017",11:00 PM,33.06,0.0,38.39,23,1,1,0,1,0.6653
"2-Jan, 2017",12:00 AM,30.54,0.0,31.35,0,1,2,1,1,0.6527000000000001
"2-Jan, 2017",1:00 AM,28.91,0.0,32.46,1,1,2,1,1,0.64455
"2-Jan, 2017",2:00 AM,28.11,0.0,28.93,2,1,2,1,1,0.64055
"2-Jan, 2017",3:00 AM,27.89,0.0,29.4,3,1,2,1,1,0.63945
"2-Jan, 2017",4:00 AM,27.73,0.0,28.88,4,1,2,1,1,0.6386499999999999
"2-Jan, 2017",5:00 AM,31.18,0.0,28.4,5,1,2,1,1,0.6559
"2-Jan, 2017",6:00 AM,37.99,0.0,43.65,6,1,2,1,1,0.6899500000000001
"2-Jan, 2017",7:00 AM,50.98,0.0,52.64,7,1,2,1,1,0.7548999999999999
"2-Jan, 2017",8:00 AM,53.88,0.01,55.7,8,1,2,1,1,0.7694000000000001
"2-Jan, 2017",9:00 AM,53.94,0.07,41.78,9,1,2,1,1,0.7697
"2-Jan, 2017",10:00 AM,53.54,0.13,55.7,10,1,2,1,1,0.7677
"2-Jan, 2017",11:00 AM,54.91,0.14,50.63,11,1,2,1,1,0.77455
"2-Jan, 2017",12:00 PM,54.08,0.12,61.95,12,1,2,1,1,0.7704
"2-Jan, 2017",1:00 PM,55.67,0.07,48.23,13,1,2,1,1,0.77835
"2-Jan, 2017",2:00 PM,55.98,0.02,56.25,14,1,2,1,1,0.7799
"2-Jan, 2017",3:00 PM,56.0,0.01,55.16,15,1,2,1,1,0.78
"2-Jan, 2017",4:00 PM,57.77,0.0,56.49,16,1,2,1,1,0.78885
"2-Jan, 2017",5:00 PM,67.66,0.0,73.71,17,1,2,1,1,0.8383
"2-Jan, 2017",6:00 PM,55.1,0.0,58.22,18,1,2,1,1,0.7755000000000001
"2-Jan, 2017",7:00 PM,53.92,0.0,51.69,19,1,2,1,1,0.7696000000000001
"2-Jan, 2017",8:00 PM,49.07,0.0,51.18,20,1,2,1,1,0.74535
"2-Jan, 2017",9:00 PM,40.25,0.0,39.26,21,1,2,1,1,0.70125
"2-Jan, 2017",10:00 PM,45.92,0.0,49.29,22,1,2,1,1,0.7296
"2-Jan, 2017",11:00 PM,38.88,0.0,34.85,23,1,2,1,1,0.6944
"3-Jan, 2017",12:00 AM,36.02,0.0,28.3,0,1,3,2,1,0.6801
"3-Jan, 2017",1:00 AM,34.98,0.0,26.62,1,1,3,2,1,0.6748999999999999
"3-Jan, 2017",2:00 AM,33.64,0.0,39.73,2,1,3,2,1,0.6682
"3-Jan, 2017",3:00 AM,33.89,0.0,37.63,3,1,3,2,1,0.66945
"3-Jan, 2017",4:00 AM,33.5,0.0,30.74,4,1,3,2,1,0.6675
"3-Jan, 2017",5:00 AM,33.91,0.0,38.43,5,1,3,2,1,0.66955
"3-Jan, 2017",6:00 AM,48.13,0.0,48.58,6,1,3,2,1,0.74065
"3-Jan, 2017",7:00 AM,54.61,0.0,51.3,7,1,3,2,1,0.77305
"3-Jan, 2017",8:00 AM,57.93,0.01,55.0,8,1,3,2,1,0.78965
"3-Jan, 2017",9:00 AM,57.18,0.07,60.53,9,1,3,2,1,0.7859
"3-Jan, 2017",10:00 AM,52.27,0.15,55.16,10,1,3,2,1,0.76135
"3-Jan, 2017",11:00 AM,49.94,0.24,52.89,11,1,3,2,1,0.7497
"3-Jan, 2017",12:00 PM,46.3,0.22,38.78,12,1,3,2,1,0.7315
"3-Jan, 2017",1:00 PM,41.51,0.2,33.81,13,1,3,2,1,0.70755
"3-Jan, 2017",2:00 PM,37.08,0.16,37.92,14,1,3,2,1,0.6854
"3-Jan, 2017",3:00 PM,37.03,0.04,41.59,15,1,3,2,1,0.68515
"3-Jan, 2017",4:00 PM,39.08,0.0,35.97,16,1,3,2,1,0.6954
"3-Jan, 2017",5:00 PM,42.14,0.0,50.7,17,1,3,2,1,0.7107
"3-Jan, 2017",6:00 PM,36.67,0.0,33.97,18,1,3,2,1,0.68335
"3-Jan, 2017",7:00 PM,36.03,0.0,37.7,19,1,3,2,1,0.68015
"3-Jan, 2017",8:00 PM,33.55,0.0,32.72,20,1,3,2,1,0.66775
"3-Jan, 2017",9:00 PM,24.56,0.0,22.27,21,1,3,2,1,0.6228
"3-Jan, 2017",10:00 PM,17.77,0.0,20.4,22,1,3,2,1,0.58885
"3-Jan, 2017",11:00 PM,9.49,0.0,12.96,23,1,3,2,1,0.54745
"4-Jan, 2017",12:00 AM,8.5,0.0,7.33,0,1,4,3,1,0.5425
"4-Jan, 2017",1:00 AM,-0.05,0.0,-0.8,1,1,4,3,1,0.49975
"4-Jan, 2017",2:00 AM,-6.27,0.0,-1.21,2,1,4,3,1,0.46865
"4-Jan, 2017",3:00 AM,-5.09,0.0,-0.41,3,1,4,3,1,0.47455
"4-Jan, 2017",4:00 AM,0.06,0.0,-1.77,4,1,4,3,1,0.5003
"4-Jan, 2017",5:00 AM,10.55,0.0,6.26,5,1,4,3,1,0.55275
"4-Jan, 2017",6:00 AM,10.98,0.0,14.65,6,1,4,3,1,0.5549
"4-Jan, 2017",7:00 AM,31.63,0.0,30.7,7,1,4,3,1,0.65815
"4-Jan, 2017",8:00 AM,34.94,0.0,28.15,8,1,4,3,1,0.6747
"4-Jan, 2017",9:00 AM,33.27,0.03,31.03,9,1,4,3,1,0.66635
"4-Jan, 2017",10:00 AM,33.52,0.08,33.86,10,1,4,3,1,0.6676
"4-Jan, 2017",11:00 AM,34.81,0.11,28.01,11,1,4,3,1,0.67405
"4-Jan, 2017",12:00 PM,35.08,0.11,29.91,12,1,4,3,1,0.6754
"4-Jan, 2017",1:00 PM,35.88,0.1,33.72,13,1,4,3,1,0.6794
"4-Jan, 2017",2:00 PM,36.03,0.08,35.66,14,1,4,3,1,0.68015
"4-Jan, 2017",3:00 PM,36.17,0.02,38.18,15,1,4,3,1,0.68085
"4-Jan, 2017",4:00 PM,36.58,0.0,36.91,16,1,4,3,1,0.6829
"4-Jan, 2017",5:00 PM,46.95,0.0,50.81,17,1,4,3,1,0.73475
"4-Jan, 2017",6:00 PM,49.45,0.0,47.7,18,1,4,3,1,0.74725
"4-Jan, 2017",7:00 PM,48.37,0.0,47.84,19,1,4,3,1,0.74185
"4-Jan, 2017",8:00 PM,38.02,0.0,36.94,20,1,4,3,1,0.6901
"4-Jan, 2017",9:00 PM,34.55,0.0,34.6,21,1,4,3,1,0.67275
"4-Jan, 2017",10:00 PM,33.33,0.0,37.42,22,1,4,3,1,0.66665
"4-Jan, 2017",11:00 PM,32.05,0.0,34.96,23,1,4,3,1,0.66025
"5-Jan, 2017",12:00 AM,36.07,0.0,27.53,0,1,5,4,1,0.68035
"5-Jan, 2017",1:00 AM,36.32,0.0,30.64,1,1,5,4,1,0.6816
"5-Jan, 2017",2:00 AM,30.99,0.0,33.23,2,1,5,4,1,0.65495
"5-Jan, 2017",3:00 AM,30.97,0.0,36.93,3,1,5,4,1,0.6548499999999999
"5-Jan, 2017",4:00 AM,35.64,0.0,35.44,4,1,5,4,1,0.6782
"5-Jan, 2017",5:00 AM,35.73,0.0,34.58,5,1,5,4,1,0.67865
"5-Jan, 2017",6:00 AM,39.03,0.0,33.56,6,1,5,4,1,0.69515
"5-Jan, 2017",7:00 AM,51.7,0.0,57.46,7,1,5,4,1,0.7585
"5-Jan, 2017",8:00 AM,57.98,0.01,60.7,8,1,5,4,1,0.7899
"5-Jan, 2017",9:00 AM,54.11,0.05,52.4,9,1,5,4,1,0.7705500000000001
"5-Jan, 2017",10:00 AM,53.13,0.12,52.64,10,1,5,4,1,0.7656499999999999
"5-Jan, 2017",11:00 AM,50.06,0.22,42.84,11,1,5,4,1,0.7503
"5-Jan, 2017",12:00 PM,49.97,0.27,53.98,12,1,5,4,1,0.74985
"5-Jan, 2017",1:00 PM,48.84,0.21,47.91,13,1,5,4,1,0.7442
"5-Jan, 2017",2:00 PM,50.99,0.14,59.66,14,1,5,4,1,0.75495
"5-Jan, 2017",3:00 PM,57.48,0.03,57.62,15,1,5,4,1,0.7874
"5-Jan, 2017",4:00 PM,69.7,0.0,69.61,16,1,5,4,1,0.8485
"5-Jan, 2017",5:00 PM,73.92,0.0,70.55,17,1,5,4,1,0.8695999999999999
"5-Jan, 2017",6:00 PM,73.76,0.0,77.95,18,1,5,4,1,0.8688
"5-Jan, 2017",7:00 PM,65.15,0.0,62.44,19,1,5,4,1,0.82575
"5-Jan, 2017",8:00 PM,64.24,0.0,67.41,20,1,5,4,1,0.8211999999999999
"5-Jan, 2017",9:00 PM,43.09,0.0,42.84,21,1,5,4,1,0.71545
"5-Jan, 2017",10:00 PM,53.11,0.0,55.95,22,1,5,4,1,0.76555
"5-Jan, 2017",11:00 PM,37.08,0.0,33.29,23,1,5,4,1,0.6854
"6-Jan, 2017",12:00 AM,40.84,0.0,47.08,0,1,6,5,1,0.7042
"6-Jan, 2017",1:00 AM,41.15,0.0,40.27,1,1,6,5,1,0.70575
"6-Jan, 2017",2:00 AM,43.77,0.0,43.0,2,1,6,5,1,0.71885
"6-Jan, 2017",3:00 AM,39.97,0.0,35.18,3,1,6,5,1,0.69985
"6-Jan, 2017",4:00 AM,40.81,0.0,42.26,4,1,6,5,1,0.7040500000000001
"6-Jan, 2017",5:00 AM,43.04,0.0,43.02,5,1,6,5,1,0.7152000000000001
"6-Jan, 2017",6:00 AM,45.37,0.0,41.11,6,1,6,5,1,0.72685
"6-Jan, 2017",7:00 AM,49.49,0.0,45.92,7,1,6,5,1,0.74745
"6-Jan, 2017",8:00 AM,59.92,0.07,60.78,8,1,6,5,1,0.7996000000000001
"6-Jan, 2017",9:00 AM,60.0,0.27,59.86,9,1,6,5,1,0.8
"6-Jan, 2017",10:00 AM,60.04,0.44,56.18,10,1,6,5,1,0.8002
"6-Jan, 2017",11:00 AM,57.7,0.53,48.55,11,1,6,5,1,0.7885
"6-Jan, 2017",12:00 PM,52.86,0.52,46.01,12,1,6,5,1,0.7643
"6-Jan, 2017",1:00 PM,50.05,0.33,51.76,13,1,6,5,1,0.75025
"6-Jan, 2017",2:00 PM,50.94,0.21,61.22,14,1,6,5,1,0.7546999999999999
"6-Jan, 2017",3:00 PM,54.04,0.08,56.89,15,1,6,5,1,0.7702
"6-Jan, 2017",4:00 PM,57.52,0.0,49.11,16,1,6,5,1,0.7876000000000001
"6-Jan, 2017",5:00 PM,64.91,0.0,69.81,17,1,6,5,1,0.82455
"6-Jan, 2017",6:00 PM,59.92,0.0,67.35,18,1,6,5,1,0.7996000000000001
"6-Jan, 2017",7:00 PM,57.99,0.0,62.97,19,1,6,5,1,0.7899499999999999
"6-Jan, 2017",8:00 PM,43.68,0.0,41.33,20,1,6,5,1,0.7184
"6-Jan, 2017",9:00 PM,38.46,0.0,34.1,21,1,6,5,1,0.6923
"6-Jan, 2017",10:00 PM,40.94,0.0,39.52,22,1,6,5,1,0.7047
"6-Jan, 2017",11:00 PM,35.89,0.0,41.65,23,1,6,5,1,0.67945
"7-Jan, 2017",12:00 AM,36.83,0.0,38.51,0,1,7,6,1,0.68415
"7-Jan, 2017",1:00 AM,34.37,0.0,33.3,1,1,7,6,1,0.67185
"7-Jan, 2017",2:00 AM,33.84,0.0,32.89,2,1,7,6,1,0.6692
"7-Jan, 2017",3:00 AM,33.83,0.0,23.36,3,1,7,6,1,0.66915
"7-Jan, 2017",4:00 AM,33.62,0.0,35.73,4,1,7,6,1,0.6681
"7-Jan, 2017",5:00 AM,32.96,0.0,32.37,5,1,7,6,1,0.6648000000000001
"7-Jan, 2017",6:00 AM,30.07,0.0,31.45,6,1,7,6,1,0.65035
"7-Jan, 2017",7:00 AM,33.58,0.0,29.8,7,1,7,6,1,0.6678999999999999
"7-Jan, 2017",8:00 AM,36.02,0.02,32.18,8,1,7,6,1,0.6801
"7-Jan, 2017",9:00 AM,36.86,0.1,41.5,9,1,7,6,1,0.6843
"7-Jan, 2017",10:00 AM,36.43,0.22,44.65,10,1,7,6,1,0.68215
"7-Jan, 2017",11:00 AM,39.01,0.33,37.77,11,1,7,6,1,0.69505
"7-Jan, 2017",12:00 PM,39.5,0.34,33.79,12,1,7,6,1,0.6975
"7-Jan, 2017",1:00 PM,39.02,0.27,47.29,13,1,7,6,1,0.6951
"7-Jan, 2017",2:00 PM,38.6,0.16,46.32,14,1,7,6,1,0.6930000000000001
"7-Jan, 2017",3:00 PM,39.28,0.05,37.97,15,1,7,6,1,0.6964
"7-Jan, 2017",4:00 PM,46.95,0.0,48.21,16,1,7,6,1,0.73475
"7-Jan, 2017",5:00 PM,57.01,0.0,47.71,17,1,7,6,1,0.78505
"7-Jan, 2017",6:00 PM,54.02,0.0,51.47,18,1,7,6,1,0.7701
"7-Jan, 2017",7:00 PM,46.92,0.0,45.41,19,1,7,6,1,0.7346
"7-Jan, 2017",8:00 PM,38.12,0.0,45.81,20,1,7,6,1,0.6906
"7-Jan, 2017",9:00 PM,35.09,0.0,41.22,21,1,7,6,1,0.67545
"7-Jan, 2017",10:00 PM,38.1,0.0,46.36,22,1,7,6,1,0.6905
"7-Jan, 2017",11:00 PM,34.53,0.0,29.69,23,1,7,6,1,0.67265
"8-Jan, 2017",12:00 AM,33.86,0.0,32.05,0,1,8,0,2,0.6693
"8-Jan, 2017",1:00 AM,34.14,0.0,39.07,1,1,8,0,2,0.6707
"8-Jan, 2017",2:00 AM,33.96,0.0,30.46,2,1,8,0,2,0.6698
"8-Jan, 2017",3:00 AM,35.01,0.0,32.02,3,1,8,0,2,0.6750499999999999
"8-Jan, 2017",4:00 AM,36.07,0.0,38.4,4,1,8,0,2,0.68035
"8-Jan, 2017",5:00 AM,36.07,0.0,29.59,5,1,8,0,2,0.68035
"8-Jan, 2017",6:00 AM,36.01,0.0,32.91,6,1,8,0,2,0.68005
"8-Jan, 2017",7:00 AM,35.37,0.0,22.12,7,1,8,0,2,0.67685
"8-Jan, 2017",8:00 AM,37.29,0.01,31.9,8,1,8,0,2,0.68645
"8-Jan, 2017",9:00 AM,39.15,0.07,37.1,9,1,8,0,2,0.69575
"8-Jan, 2017",10:00 AM,41.25,0.13,46.2,10,1,8,0,2,0.70625
"8-Jan, 2017",11:00 AM,51.93,0.18,46.15,11,1,8,0,2,0.7596499999999999
"8-Jan, 2017",12:00 PM,45.37,0.2,55.44,12,1,8,0,2,0.72685
"8-Jan, 2017",1:00 PM,40.53,0.17,36.55,13,1,8,0,2,0.70265
"8-Jan, 2017",2:00 PM,39.73,0.12,40.52,14,1,8,0,2,0.69865
"8-Jan, 2017",3:00 PM,42.75,0.04,43.02,15,1,8,0,2,0.71375
"8-Jan, 2017",4:00 PM,53.87,0.0,60.15,16,1,8,0,2,0.76935
"8-Jan, 2017",5:00 PM,60.95,0.0,60.35,17,1,8,0,2,0.8047500000000001
"8-Jan, 2017",6:00 PM,64.93,0.0,76.34,18,1,8,0,2,0.8246500000000001
"8-Jan, 2017",7:00 PM,58.91,0.0,56.26,19,1,8,0,2,0.79455
"8-Jan, 2017",8:00 PM,50.03,0.0,49.09,20,1,8,0,2,0.75015
"8-Jan, 2017",9:00 PM,39.06,0.0,41.85,21,1,8,0,2,0.6953
"8-Jan, 2017",10:00 PM,40.06,0.0,34.81,22,1,8,0,2,0.7003
"8-Jan, 2017",11:00 PM,37.09,0.0,35.56,23,1,8,0,2,0.68545
"9-Jan, 2017",12:00 AM,40.0,0.0,38.77,0,1,9,1,2,0.7
"9-Jan, 2017",1:00 AM,39.05,0.0,38.78,1,1,9,1,2,0.6952499999999999
"9-Jan, 2017",2:00 AM,39.21,0.0,42.18,2,1,9,1,2,0.6960500000000001
"9-Jan, 2017",3:00 AM,39.24,0.0,41.16,3,1,9,1,2,0.6962
"9-Jan, 2017",4:00 AM,40.26,0.0,42.78,4,1,9,1,2,0.7013
"9-Jan, 2017",5:00 AM,43.84,0.0,36.39,5,1,9,1,2,0.7192000000000001
"9-Jan, 2017",6:00 AM,58.99,0.0,58.76,6,1,9,1,2,0.79495
"9-Jan, 2017",7:00 AM,74.04,0.0,80.11,7,1,9,1,2,0.8702000000000001
"9-Jan, 2017",8:00 AM,75.49,0.01,72.39,8,1,9,1,2,0.87745
"9-Jan, 2017",9:00 AM,74.63,0.07,72.56,9,1,9,1,2,0.87315
"9-Jan, 2017",10:00 AM,73.97,0.13,85.05,10,1,9,1,2,0.86985
"9-Jan, 2017",11:00 AM,72.0,0.17,63.44,11,1,9,1,2,0.86
"9-Jan, 2017",12:00 PM,72.12,0.19,72.81,12,1,9,1,2,0.8606
"9-Jan, 2017",1:00 PM,70.09,0.18,74.28,13,1,9,1,2,0.85045
"9-Jan, 2017",2:00 PM,67.41,0.12,65.92,14,1,9,1,2,0.83705
"9-Jan, 2017",3:00 PM,65.21,0.04,69.8,15,1,9,1,2,0.82605
"9-Jan, 2017",4:00 PM,65.09,0.0,66.31,16,1,9,1,2,0.82545
"9-Jan, 2017",5:00 PM,74.72,0.0,76.62,17,1,9,1,2,0.8735999999999999
"9-Jan, 2017",6:00 PM,59.94,0.0,70.0,18,1,9,1,2,0.7997
"9-Jan, 2017",7:00 PM,52.2,0.0,50.11,19,1,9,1,2,0.761
"9-Jan, 2017",8:00 PM,39.1,0.0,38.76,20,1,9,1,2,0.6955
"9-Jan, 2017",9:00 PM,36.62,0.0,41.75,21,1,9,1,2,0.6831
"9-Jan, 2017",10:00 PM,36.08,0.0,38.79,22,1,9,1,2,0.6804
"9-Jan, 2017",11:00 PM,32.76,0.0,32.93,23,1,9,1,2,0.6638
"10-Jan, 2017",12:00 AM,32.45,0.0,30.12,0,1,10,2,2,0.66225
"10-Jan, 2017",1:00 AM,31.52,0.0,35.77,1,1,10,2,2,0.6576
"10-Jan, 2017",2:00 AM,29.08,0.0,29.03,2,1,10,2,2,0.6454
"10-Jan, 2017",3:00 AM,28.92,0.0,23.6,3,1,10,2,2,0.6446000000000001
"10-Jan, 2017",4:00 AM,31.49,0.0,29.9,4,1,10,2,2,0.65745
"10-Jan, 2017",5:00 AM,33.06,0.0,43.43,5,1,10,2,2,0.6653
"10-Jan, 2017",6:00 AM,36.26,0.0,32.01,6,1,10,2,2,0.6813
"10-Jan, 2017",7:00 AM,46.0,0.0,53.28,7,1,10,2,2,0.73
"10-Jan, 2017",8:00 AM,59.89,0.08,62.03,8,1,10,2,2,0.79945
"10-Jan, 2017",9:00 AM,59.96,0.35,56.23,9,1,10,2,2,0.7998000000000001
"10-Jan, 2017",10:00 AM,62.69,0.54,60.2,10,1,10,2,2,0.81345
"10-Jan, 2017",11:00 AM,66.82,0.62,62.62,11,1,10,2,2,0.8341
"10-Jan, 2017",12:00 PM,71.42,0.63,66.65,12,1,10,2,2,0.8571
"10-Jan, 2017",1:00 PM,72.33,0.57,79.0,13,1,10,2,2,0.86165
"10-Jan, 2017",2:00 PM,69.5,0.43,66.15,14,1,10,2,2,0.8474999999999999
"10-Jan, 2017",3:00 PM,70.64,0.2,72.76,15,1,10,2,2,0.8532
"10-Jan, 2017",4:00 PM,66.96,0.0,71.85,16,1,10,2,2,0.8348
"10-Jan, 2017",5:00 PM,88.38,0.0,85.93,17,1,10,2,2,0.9419
"10-Jan, 2017",6:00 PM,98.93,0.0,100.83,18,1,10,2,2,0.99465
"10-Jan, 2017",7:00 PM,69.65,0.0,72.63,19,1,10,2,2,0.84825
"10-Jan, 2017",8:00 PM,58.82,0.0,59.03,20,1,10,2,2,0.7941
"10-Jan, 2017",9:00 PM,47.63,0.0,47.51,21,1,10,2,2,0.73815
"10-Jan, 2017",10:00 PM,40.08,0.0,44.28,22,1,10,2,2,0.7004
"10-Jan, 2017",11:00 PM,38.06,0.0,48.09,23,1,10,2,2,0.6903
"11-Jan, 2017",12:00 AM,38.99,0.0,37.56,0,1,11,3,2,0.69495
"11-Jan, 2017",1:00 AM,37.2,0.0,38.52,1,1,11,3,2,0.686
"11-Jan, 2017",2:00 AM,34.03,0.0,30.94,2,1,11,3,2,0.67015
"11-Jan, 2017",3:00 AM,34.78,0.0,28.89,3,1,11,3,2,0.6738999999999999
"11-Jan, 2017",4:00 AM,32.7,0.0,34.12,4,1,11,3,2,0.6635
"11-Jan, 2017",5:00 AM,31.21,0.0,38.25,5,1,11,3,2,0.65605
"11-Jan, 2017",6:00 AM,37.2,0.0,33.25,6,1,11,3,2,0.686
"11-Jan, 2017",7:00 AM,49.97,0.0,49.74,7,1,11,3,2,0.74985
"11-Jan, 2017",8:00 AM,46.98,0.03,46.72,8,1,11,3,2,0.7349
"11-Jan, 2017",9:00 AM,44.7,0.12,43.76,9,1,11,3,2,0.7235
"11-Jan, 2017",10:00 AM,44.41,0.19,39.6,10,1,11,3,2,0.72205
"11-Jan, 2017",11:00 AM,41.06,0.19,47.26,11,1,11,3,2,0.7053
"11-Jan, 2017",12:00 PM,36.94,0.21,34.56,12,1,11,3,2,0.6847
"11-Jan, 2017",1:00 PM,34.09,0.18,37.37,13,1,11,3,2,0.67045
"11-Jan, 2017",2:00 PM,33.68,0.11,37.34,14,1,11,3,2,0.6684
"11-Jan, 2017",3:00 PM,33.64,0.03,46.79,15,1,11,3,2,0.6682
"11-Jan, 2017",4:00 PM,33.66,0.0,41.18,16,1,11,3,2,0.6683
"11-Jan, 2017",5:00 PM,38.53,0.0,42.65,17,1,11,3,2,0.69265
"11-Jan, 2017",6:00 PM,37.4,0.0,40.7,18,1,11,3,2,0.687
"11-Jan, 2017",7:00 PM,37.07,0.0,45.72,19,1,11,3,2,0.68535
"11-Jan, 2017",8:00 PM,34.0,0.0,38.5,20,1,11,3,2,0.67
"11-Jan, 2017",9:00 PM,31.83,0.0,33.82,21,1,11,3,2,0.65915
"11-Jan, 2017",10:00 PM,26.27,0.0,35.02,22,1,11,3,2,0.63135
"11-Jan, 2017",11:00 PM,11.68,0.0,15.31,23,1,11,3,2,0.5584
"12-Jan, 2017",12:00 AM,12.12,0.0,5.82,0,1,12,4,2,0.5606
"12-Jan, 2017",1:00 AM,9.83,0.0,3.23,1,1,12,4,2,0.54915
"12-Jan, 2017",2:00 AM,9.02,0.0,4.92,2,1,12,4,2,0.5451
"12-Jan, 2017",3:00 AM,9.27,0.0,9.47,3,1,12,4,2,0.54635
"12-Jan, 2017",4:00 AM,9.84,0.0,2.65,4,1,12,4,2,0.5492
"12-Jan, 2017",5:00 AM,10.55,0.0,8.93,5,1,12,4,2,0.55275
"12-Jan, 2017",6:00 AM,28.29,0.0,27.36,6,1,12,4,2,0.64145
"12-Jan, 2017",7:00 AM,40.02,0.0,30.08,7,1,12,4,2,0.7001000000000001
"12-Jan, 2017",8:00 AM,40.07,0.02,32.62,8,1,12,4,2,0.70035
"12-Jan, 2017",9:00 AM,38.2,0.12,50.29,9,1,12,4,2,0.6910000000000001
"12-Jan, 2017",10:00 AM,38.61,0.17,42.69,10,1,12,4,2,0.6930499999999999
"12-Jan, 2017",11:00 AM,38.43,0.17,39.7,11,1,12,4,2,0.69215
"12-Jan, 2017",12:00 PM,36.7,0.16,33.46,12,1,12,4,2,0.6835
"12-Jan, 2017",1:00 PM,39.61,0.18,40.07,13,1,12,4,2,0.6980500000000001
"12-Jan, 2017",2:00 PM,40.05,0.16,46.91,14,1,12,4,2,0.70025
"12-Jan, 2017",3:00 PM,45.32,0.05,43.76,15,1,12,4,2,0.7266
"12-Jan, 2017",4:00 PM,46.98,0.0,50.1,16,1,12,4,2,0.7349
"12-Jan, 2017",5:00 PM,57.09,0.0,52.79,17,1,12,4,2,0.78545
"12-Jan, 2017",6:00 PM,57.13,0.0,51.41,18,1,12,4,2,0.78565
"12-Jan, 2017",7:00 PM,57.05,0.0,57.6,19,1,12,4,2,0.78525
"12-Jan, 2017",8:00 PM,45.01,0.0,38.04,20,1,12,4,2,0.72505
"12-Jan, 2017",9:00 PM,40.09,0.0,36.39,21,1,12,4,2,0.70045
"12-Jan, 2017",10:00 PM,37.89,0.0,39.77,22,1,12,4,2,0.68945
"12-Jan, 2017",11:00 PM,33.07,0.0,34.92,23,1,12,4,2,0.66535
"13-Jan, 2017",12:00 AM,35.19,0.0,40.57,0,1,13,5,2,0.67595
"13-Jan, 2017",1:00 AM,33.44,0.0,33.7,1,1,13,5,2,0.6672
"13-Jan, 2017",2:00 AM,32.44,0.0,28.94,2,1,13,5,2,0.6622
"13-Jan, 2017",3:00 AM,29.8,0.0,29.41,3,1,13,5,2,0.649
"13-Jan, 2017",4:00 AM,29.25,0.0,27.97,4,1,13,5,2,0.64625
"13-Jan, 2017",5:00 AM,30.64,0.0,34.06,5,1,13,5,2,0.6532
"13-Jan, 2017",6:00 AM,37.27,0.0,42.52,6,1,13,5,2,0.68635
"13-Jan, 2017",7:00 AM,46.98,0.0,47.63,7,1,13,5,2,0.7349
"13-Jan, 2017",8:00 AM,45.5,0.09,46.71,8,1,13,5,2,0.7275
"13-Jan, 2017",9:00 AM,45.48,0.29,41.59,9,1,13,5,2,0.7274
"13-Jan, 2017",10:00 AM,46.96,0.43,48.18,10,1,13,5,2,0.7348
"13-Jan, 2017",11:00 AM,46.7,0.44,41.2,11,1,13,5,2,0.7335
"13-Jan, 2017",12:00 PM,43.07,0.33,39.61,12,1,13,5,2,0.71535
"13-Jan, 2017",1:00 PM,42.06,0.16,46.44,13,1,13,5,2,0.7103
"13-Jan, 2017",2:00 PM,41.98,0.07,47.36,14,1,13,5,2,0.7099
"13-Jan, 2017",3:00 PM,43.03,0.02,48.4,15,1,13,5,2,0.71515
"13-Jan, 2017",4:00 PM,44.87,0.0,43.29,16,1,13,5,2,0.72435
"13-Jan, 2017",5:00 PM,48.72,0.0,46.65,17,1,13,5,2,0.7436
