Date,Time of day,act_price,fore_gen,fore_price,hour,month,day,weekday,week
"1-Jan, 2019",12:00 AM,28.32,0.0,26.773089814872467,0,1,1,2,1
"1-Jan, 2019",1:00 AM,10.07,0.0,5.2032231516241705,1,1,1,2,1
"1-Jan, 2019",2:00 AM,-4.08,0.0,4.9742237628502135,2,1,1,2,1
"1-Jan, 2019",3:00 AM,-9.91,0.0,-1.4807042920059583,3,1,1,2,1
"1-Jan, 2019",4:00 AM,-7.41,0.0,-5.538412481964423,4,1,1,2,1
"1-Jan, 2019",5:00 AM,-12.55,0.0,-9.719619655427243,5,1,1,2,1
"1-Jan, 2019",6:00 AM,-17.25,0.0,-17.412414229499394,6,1,1,2,1
"1-Jan, 2019",7:00 AM,-15.07,0.0,-12.900867222884562,7,1,1,2,1
"1-Jan, 2019",8:00 AM,-4.93,0.0,2.095065865231513,8,1,1,2,1
"1-Jan, 2019",9:00 AM,-6.33,0.02,-10.66312344333032,9,1,1,2,1
"1-Jan, 2019",10:00 AM,-4.93,0.05,-3.8721410594300134,10,1,1,2,1
"1-Jan, 2019",11:00 AM,0.45,0.06,-2.0013210686102276,11,1,1,2,1
"1-Jan, 2019",12:00 PM,0.12,0.06,-5.535617943357959,12,1,1,2,1
"1-Jan, 2019",1:00 PM,-0.02,0.07,8.317784587847028,13,1,1,2,1
"1-Jan, 2019",2:00 PM,0.0,0.04,-8.984386762415653,14,1,1,2,1
"1-Jan, 2019",3:00 PM,-0.03,0.0,2.831866761965672,15,1,1,2,1
"1-Jan, 2019",4:00 PM,1.97,0.0,-2.9395721725207116,16,1,1,2,1
"1-Jan, 2019",5:00 PM,9.06,0.0,12.458775150865074,17,1,1,2,1
"1-Jan, 2019",6:00 PM,0.07,0.0,-0.18303628793163662,18,1,1,2,1
"1-Jan, 2019",7:00 PM,-4.97,0.0,-2.125684290703904,19,1,1,2,1
"1-Jan, 2019",8:00 PM,-6.98,0.0,-7.01268522553619,20,1,1,2,1
"1-Jan, 2019",9:00 PM,-24.93,0.0,-33.59460356019288,21,1,1,2,1
"1-Jan, 2019",10:00 PM,-4.87,0.0,0.7251247338550488,22,1,1,2,1
"1-Jan, 2019",11:00 PM,-28.93,0.0,-29.725251789782764,23,1,1,2,1
"2-Jan, 2019",12:00 AM,-33.57,0.0,-26.13191137933177,0,1,2,3,1
"2-Jan, 2019",1:00 AM,-45.92,0.0,-47.677507799710156,1,1,2,3,1
"2-Jan, 2019",2:00 AM,-48.29,0.0,-40.531231644505255,2,1,2,3,1
"2-Jan, 2019",3:00 AM,-44.99,0.0,-40.055335811846966,3,1,2,3,1
"2-Jan, 2019",4:00 AM,-48.93,0.0,-60.127915912840855,4,1,2,3,1
"2-Jan, 2019",5:00 AM,-29.91,0.0,-32.27840444414939,5,1,2,3,1
"2-Jan, 2019",6:00 AM,-0.01,0.0,-5.444315297383283,6,1,2,3,1
"2-Jan, 2019",7:00 AM,37.43,0.0,38.22956671412868,7,1,2,3,1
"2-Jan, 2019",8:00 AM,48.06,0.0,51.55343945427911,8,1,2,3,1
"2-Jan, 2019",9:00 AM,50.74,0.06,48.689559553329545,9,1,2,3,1
"2-Jan, 2019",10:00 AM,47.57,0.12,44.89431951627697,10,1,2,3,1
"2-Jan, 2019",11:00 AM,43.94,0.25,46.56464121510913,11,1,2,3,1
"2-Jan, 2019",12:00 PM,40.97,0.23,38.685639704990145,12,1,2,3,1
"2-Jan, 2019",1:00 PM,44.95,0.12,43.543198921953135,13,1,2,3,1
"2-Jan, 2019",2:00 PM,49.64,0.09,54.63785221036339,14,1,2,3,1
"2-Jan, 2019",3:00 PM,53.67,0.04,54.1250266341292,15,1,2,3,1
"2-Jan, 2019",4:00 PM,56.01,0.0,49.994598983620094,16,1,2,3,1
"2-Jan, 2019",5:00 PM,56.95,0.0,55.69202977745166,17,1,2,3,1
"2-Jan, 2019",6:00 PM,62.08,0.0,68.34081210655226,18,1,2,3,1
"2-Jan, 2019",7:00 PM,62.11,0.0,56.68021390286901,19,1,2,3,1
"2-Jan, 2019",8:00 PM,57.99,0.0,55.47732796450108,20,1,2,3,1
"2-Jan, 2019",9:00 PM,55.64,0.0,63.78047743107631,21,1,2,3,1
"2-Jan, 2019",10:00 PM,55.13,0.0,54.870424972374416,22,1,2,3,1
"2-Jan, 2019",11:00 PM,50.76,0.0,54.14111968452906,23,1,2,3,1
"3-Jan, 2019",12:00 AM,42.91,0.0,35.5078842242872,0,1,3,4,1
"3-Jan, 2019",1:00 AM,45.22,0.0,50.31286425097999,1,1,3,4,1
"3-Jan, 2019",2:00 AM,45.63,0.0,40.995760971722035,2,1,3,4,1
"3-Jan, 2019",3:00 AM,44.0,0.0,45.57830949473825,3,1,3,4,1
