Date;"Start Time";"End Time";"Forecast [MW]";"Actual [MW]";"Offshore contribution [MW]"
2018-01-01;11:30:00;11:45:00;16519;15614,9;2933,6
2018-01-01;11:45:00;12:00:00;16434;15610;2883
2018-01-01;12:00:00;12:15:00;16307;15661,7;2958,5
2018-01-01;12:15:00;12:30:00;16145;15610,7;2963
2018-01-01;12:30:00;12:45:00;15987;15604,5;2968,7
2018-01-01;12:45:00;13:00:00;15829;15462,4;2953,1
2018-01-01;13:00:00;13:15:00;15629;15202,8;2956,3
2018-01-01;13:15:00;13:30:00;15280;14923,8;2957,9
2018-01-01;13:30:00;13:45:00;14929;14759,8;2960,6
2018-01-01;13:45:00;14:00:00;14583;14468,1;2959,3
2018-01-01;14:00:00;14:15:00;14170;13908,9;2962,7
2018-01-01;14:15:00;14:30:00;13701;13639,8;2959,2
2018-01-01;14:30:00;14:45:00;13239;13440,9;2945,9
2018-01-01;14:45:00;15:00:00;12778;12872,8;2943,8
2018-01-01;15:00:00;15:15:00;12314;13215,5;3710,3
2018-01-01;15:15:00;15:30:00;11835;13134,6;3939,7
2018-01-01;15:30:00;15:45:00;11318;13027;3992
2018-01-01;15:45:00;16:00:00;10795;12718,8;3975
2018-01-01;16:00:00;16:15:00;10326;12228,4;3880,2
2018-01-01;16:15:00;16:30:00;10043;11813,6;3743,1
2018-01-01;16:30:00;16:45:00;9759;11253,8;3620,6
2018-01-01;16:45:00;17:00:00;9477;10820,9;3472,7
2018-01-01;17:00:00;17:15:00;9260;10441,9;3370,6
2018-01-01;17:15:00;17:30:00;9071;10358,1;3441,3
2018-01-01;17:30:00;17:45:00;8877;10270,3;3353,8
2018-01-01;17:45:00;18:00:00;8686;10100,2;3274,7
2018-01-01;18:00:00;18:15:00;8499;9913,1;3088,7
2018-01-01;18:15:00;18:30:00;8330;9711,8;2961,3
2018-01-01;18:30:00;18:45:00;8164;9497,9;2853,4
2018-01-01;18:45:00;19:00:00;7997;9297,6;2812,9
2018-01-01;19:00:00;19:15:00;7831;9186,4;2812,4
2018-01-01;19:15:00;19:30:00;7674;9101,9;2790,6
2018-01-01;19:30:00;19:45:00;7527;9007,9;2761,1
2018-01-01;19:45:00;20:00:00;7386;8935,1;2743,8
2018-01-01;20:00:00;20:15:00;7238;8750,9;2687,3
2018-01-01;20:15:00;20:30:00;7090;8486,5;2595,9
2018-01-01;20:30:00;20:45:00;6941;8194,6;2502,2
2018-01-01;20:45:00;21:00:00;6783;7901,1;2343,6
2018-01-01;21:00:00;21:15:00;6627;7886;2302
2018-01-01;21:15:00;21:30:00;6474;7842,1;2199
2018-01-01;21:30:00;21:45:00;6320;7717,3;2210
2018-01-01;21:45:00;22:00:00;6161;7414,2;2214
2018-01-01;22:00:00;22:15:00;6012;7136,5;2135,6
2018-01-01;22:15:00;22:30:00;5903;7025,1;2082,5
2018-01-01;22:30:00;22:45:00;5793;6928,4;1987,4
2018-01-01;22:45:00;23:00:00;5680;6965,6;1973,9
2018-01-01;23:00:00;23:15:00;5608;6852,4;1927,3
2018-01-01;23:15:00;23:30:00;5583;6545,2;1749,1
2018-01-01;23:30:00;23:45:00;5557;6439,5;1585,5
2018-01-01;23:45:00;24:00:00;5527;6272,8;1414,4
2018-01-02;00:00:00;00:15:00;5552;6116,8;1250,1
2018-01-02;00:15:00;00:30:00;5440;6187,6;1232,3
2018-01-02;00:30:00;00:45:00;5327;6401,3;1277,2
2018-01-02;00:45:00;01:00:00;5214;6338,1;1293,3
2018-01-02;01:00:00;01:15:00;5131;6513,3;1354,5
2018-01-02;01:15:00;01:30:00;5189;6652,8;1383,9
2018-01-02;01:30:00;01:45:00;5246;6723,4;1414,2
2018-01-02;01:45:00;02:00:00;5305;6673,5;1420,2
2018-01-02;02:00:00;02:15:00;5392;6758,3;1374,4
2018-01-02;02:15:00;02:30:00;5498;6800,7;1356,5
2018-01-02;02:30:00;02:45:00;5601;6888,2;1347,1
2018-01-02;02:45:00;03:00:00;5701;6938,4;1408,7
2018-01-02;03:00:00;03:15:00;5826;7049;1504,9
2018-01-02;03:15:00;03:30:00;5980;7293,9;1579,6
2018-01-02;03:30:00;03:45:00;6132;7425,3;1594,8
2018-01-02;03:45:00;04:00:00;6282;7541,7;1640,1
2018-01-02;04:00:00;04:15:00;6403;7628,9;1658,7
2018-01-02;04:15:00;04:30:00;6476;7778,6;1747,1
2018-01-02;04:30:00;04:45:00;6549;7748,3;1719,5
2018-01-02;04:45:00;05:00:00;6621;7729,6;1730,6
2018-01-02;05:00:00;05:15:00;6675;7851;1802,3
2018-01-02;05:15:00;05:30:00;6710;7762,1;1822,2
2018-01-02;05:30:00;05:45:00;6747;7687,4;1822,5
2018-01-02;05:45:00;06:00:00;6785;7782,7;1924,9
2018-01-02;06:00:00;06:15:00;6814;7943,7;1988,9
2018-01-02;06:15:00;06:30:00;6850;7889,3;1955,7
2018-01-02;06:30:00;06:45:00;6882;8042,2;2061,3
2018-01-02;06:45:00;07:00:00;6913;8426,1;2349,9
2018-01-02;07:00:00;07:15:00;6930;8271,4;2151,1
2018-01-02;07:15:00;07:30:00;6889;8143,6;2023,5
2018-01-02;07:30:00;07:45:00;6847;8139;2077,9
2018-01-02;07:45:00;08:00:00;6807;8180,5;2091,4
2018-01-02;08:00:00;08:15:00;6762;8237;2073,4
2018-01-02;08:15:00;08:30:00;6725;8256,9;2100,7
2018-01-02;08:30:00;08:45:00;6687;8167;2145,1
2018-01-02;08:45:00;09:00:00;6652;8113,8;2087,9
2018-01-02;09:00:00;09:15:00;6623;7919,6;1933,8
2018-01-02;09:15:00;09:30:00;6588;7841,9;1786,6
2018-01-02;09:30:00;09:45:00;6555;7983,5;1906,2
2018-01-02;09:45:00;10:00:00;6521;7930,8;1930,8
2018-01-02;10:00:00;10:15:00;6502;7815,8;1783,3
2018-01-02;10:15:00;10:30:00;6533;7737,6;1720,1
2018-01-02;10:30:00;10:45:00;6563;7642,8;1613,8
2018-01-02;10:45:00;11:00:00;6591;7662,7;1629,4
2018-01-02;11:00:00;11:15:00;6657;7912,1;1866,1
2018-01-02;11:15:00;11:30:00;6768;8125,4;2033,6
2018-01-02;11:30:00;11:45:00;6876;8509,3;2242,6
2018-01-02;11:45:00;12:00:00;6984;8909,6;2497,6
2018-01-02;12:00:00;12:15:00;7095;9074,4;2569,6
2018-01-02;12:15:00;12:30:00;7211;9343;2646,1
2018-01-02;12:30:00;12:45:00;7326;9486,1;2590,1
2018-01-02;12:45:00;13:00:00;7436;9643,2;2680,5
2018-01-02;13:00:00;13:15:00;7523;9531,5;2642,9
2018-01-02;13:15:00;13:30:00;7580;9253,7;2501,3
2018-01-02;13:30:00;13:45:00;7636;8890;2380
2018-01-02;13:45:00;14:00:00;7693;8684,2;2343,6
2018-01-02;14:00:00;14:15:00;7712;8313,4;2249,3
2018-01-02;14:15:00;14:30:00;7727;7905,2;2144,3
2018-01-02;14:30:00;14:45:00;7737;7661,2;2186,9
2018-01-02;14:45:00;15:00:00;7746;7441,4;2154,6
2018-01-02;15:00:00;15:15:00;7755;7460,9;2262,8
2018-01-02;15:15:00;15:30:00;7751;7587,2;2321,9
2018-01-02;15:30:00;15:45:00;7746;8262,3;2536,7
2018-01-02;15:45:00;16:00:00;7743;8532,7;2521,2
2018-01-02;16:00:00;16:15:00;7767;8656,3;2570,1
2018-01-02;16:15:00;16:30:00;7851;8596,5;2769
2018-01-02;16:30:00;16:45:00;7932;8761;2967,6
2018-01-02;16:45:00;17:00:00;8005;8953,2;3067,6
2018-01-02;17:00:00;17:15:00;8096;9187,3;3061
2018-01-02;17:15:00;17:30:00;8214;9264,2;2984,4
2018-01-02;17:30:00;17:45:00;8329;9602,2;3036,9
2018-01-02;17:45:00;18:00:00;8446;9846,3;3113,3
2018-01-02;18:00:00;18:15:00;8559;9890,3;3230
2018-01-02;18:15:00;18:30:00;8666;10090,8;3514
2018-01-02;18:30:00;18:45:00;8763;10407,8;3656,7
2018-01-02;18:45:00;19:00:00;8860;10686,4;3767,6
2018-01-02;19:00:00;19:15:00;8968;10845,6;3832,9
2018-01-02;19:15:00;19:30:00;9085;11112,5;3881,6
2018-01-02;19:30:00;19:45:00;9205;11277,4;3941,4
2018-01-02;19:45:00;20:00:00;9333;11608,3;3989,1
2018-01-02;20:00:00;20:15:00;9455;11819,9;4002,1
2018-01-02;20:15:00;20:30:00;9575;11976,3;4023,9
2018-01-02;20:30:00;20:45:00;9690;12145,8;4045,2
2018-01-02;20:45:00;21:00:00;9809;12129;4023,9
2018-01-02;21:00:00;21:15:00;9921;12356,5;4052,7
2018-01-02;21:15:00;21:30:00;10009;12573,6;4081,2
2018-01-02;21:30:00;21:45:00;10095;12924;4081
2018-01-02;21:45:00;22:00:00;10184;13239,7;4092,3
2018-01-02;22:00:00;22:15:00;10283;13171,8;4118
2018-01-02;22:15:00;22:30:00;10425;13488,4;4121
2018-01-02;22:30:00;22:45:00;10566;13968,8;4125,7
2018-01-02;22:45:00;23:00:00;10707;14256,3;4109,4
2018-01-02;23:00:00;23:15:00;10868;14313,1;4118,6
2018-01-02;23:15:00;23:30:00;11037;14563,9;4148,4
2018-01-02;23:30:00;23:45:00;11202;14877,7;4151,1
2018-01-02;23:45:00;24:00:00;11365;15055,1;4158,8
2018-01-03;00:00:00;00:15:00;13571;15408,3;4157,5
2018-01-03;00:15:00;00:30:00;13789;15837,5;4150,5
2018-01-03;00:30:00;00:45:00;14007;16170,1;4146,6
2018-01-03;00:45:00;01:00:00;14224;16329;4140,5
2018-01-03;01:00:00;01:15:00;14250;16391,8;4144,4
2018-01-03;01:15:00;01:30:00;14305;16492,7;4147,1
2018-01-03;01:30:00;01:45:00;14358;16585,1;4140,6
2018-01-03;01:45:00;02:00:00;14413;16466,4;4134,7
2018-01-03;02:00:00;02:15:00;14444;16729,3;4134,7
2018-01-03;02:15:00;02:30:00;14448;16694,8;4072,9
2018-01-03;02:30:00;02:45:00;14449;16593;4087,7
2018-01-03;02:45:00;03:00:00;14451;16461,9;4123,1
2018-01-03;03:00:00;03:15:00;14492;16744,8;4121,7
2018-01-03;03:15:00;03:30:00;14591;16896,2;4138,6
2018-01-03;03:30:00;03:45:00;14692;16959,6;4135,1
2018-01-03;03:45:00;04:00:00;14791;17232,6;4147,6
2018-01-03;04:00:00;04:15:00;14895;17358,6;4139,5
2018-01-03;04:15:00;04:30:00;15020;17544,4;4100,1
2018-01-03;04:30:00;04:45:00;15146;17691,5;4108
2018-01-03;04:45:00;05:00:00;15271;17943,1;4114,7
2018-01-03;05:00:00;05:15:00;15437;18046,3;4118,2
2018-01-03;05:15:00;05:30:00;15632;17676,7;3844,8
2018-01-03;05:30:00;05:45:00;15829;17375,8;3847,6
2018-01-03;05:45:00;06:00:00;16026;17325,5;3828,6
2018-01-03;06:00:00;06:15:00;16182;18010,1;3808,5
2018-01-03;06:15:00;06:30:00;16267;18258,4;3766,9
2018-01-03;06:30:00;06:45:00;16353;18164,8;3811,4
2018-01-03;06:45:00;07:00:00;16441;17956,3;3833,5
2018-01-03;07:00:00;07:15:00;16418;17656,1;3841,7
2018-01-03;07:15:00;07:30:00;16263;17295,8;3855,1
2018-01-03;07:30:00;07:45:00;16112;17096,4;3849
2018-01-03;07:45:00;08:00:00;15959;17268,4;3850,6
2018-01-03;08:00:00;08:15:00;15878;17154,8;3842,9
2018-01-03;08:15:00;08:30:00;15878;17250;3851,2
2018-01-03;08:30:00;08:45:00;15878;17345,3;3854
2018-01-03;08:45:00;09:00:00;15880;17182,9;3854,3
2018-01-03;09:00:00;09:15:00;15980;17287,4;3852,8
2018-01-03;09:15:00;09:30:00;16173;17222,7;3839,9
2018-01-03;09:30:00;09:45:00;16366;17215,4;3851,2
2018-01-03;09:45:00;10:00:00;16558;17068,8;3854,2
2018-01-03;10:00:00;10:15:00;16695;17166,8;3842,6
2018-01-03;10:15:00;10:30:00;16796;17524,2;3851,5
2018-01-03;10:30:00;10:45:00;16897;17865,8;3837,5
2018-01-03;10:45:00;11:00:00;16998;17986,9;3833,3
2018-01-03;11:00:00;11:15:00;17089;18313,5;3721,1
2018-01-03;11:15:00;11:30:00;17160;17893,5;3313,9
2018-01-03;11:30:00;11:45:00;17237;17705,8;3125,8
2018-01-03;11:45:00;12:00:00;17331;17745;3273,9
2018-01-03;12:00:00;12:15:00;17388;17799,1;3274,1
2018-01-03;12:15:00;12:30:00;17419;18175,4;3366,1
2018-01-03;12:30:00;12:45:00;17450;18141,1;3352,7
2018-01-03;12:45:00;13:00:00;17495;17761,6;3101,4
2018-01-03;13:00:00;13:15:00;17490;17351,7;2690,9
2018-01-03;13:15:00;13:30:00;17441;17117,6;2408,9
2018-01-03;13:30:00;13:45:00;17386;17133,4;2326,5
2018-01-03;13:45:00;14:00:00;17325;17502,9;2513,1
2018-01-03;14:00:00;14:15:00;17305;17636,2;2672,8
2018-01-03;14:15:00;14:30:00;17340;17832,1;2705,5
2018-01-03;14:30:00;14:45:00;17372;17572,1;2585,5
2018-01-03;14:45:00;15:00:00;17402;17325,5;2595,3
2018-01-03;15:00:00;15:15:00;17455;17438,9;2706
2018-01-03;15:15:00;15:30:00;17524;17659,8;2851
2018-01-03;15:30:00;15:45:00;17586;17601,6;2773,5
2018-01-03;15:45:00;16:00:00;17650;17590,4;2707,4
2018-01-03;16:00:00;16:15:00;17662;17526,6;2654,2
2018-01-03;16:15:00;16:30:00;17641;17430,7;2678,3
2018-01-03;16:30:00;16:45:00;17617;17390,2;2758,4
2018-01-03;16:45:00;17:00:00;17592;17441,2;2880,1
2018-01-03;17:00:00;17:15:00;17578;17859,3;3262,5
2018-01-03;17:15:00;17:30:00;17575;18057,1;3510,9
2018-01-03;17:30:00;17:45:00;17575;18057,1;3540
2018-01-03;17:45:00;18:00:00;17578;18313,3;3654
2018-01-03;18:00:00;18:15:00;17598;18546,3;3751,3
2018-01-03;18:15:00;18:30:00;17638;18659,9;3768,2
2018-01-03;18:30:00;18:45:00;17678;18702,6;3770,1
2018-01-03;18:45:00;19:00:00;17722;18747,1;3686,3
2018-01-03;19:00:00;19:15:00;17737;18734,3;3579,9
2018-01-03;19:15:00;19:30:00;17719;19037,4;3592,8
2018-01-03;19:30:00;19:45:00;17702;19037,4;3606,2
2018-01-03;19:45:00;20:00:00;17689;19181,8;3606,3
2018-01-03;20:00:00;20:15:00;17674;19040,9;3604,9
2018-01-03;20:15:00;20:30:00;17660;18957,5;3603,8
2018-01-03;20:30:00;20:45:00;17646;19085,6;3604,9
2018-01-03;20:45:00;21:00:00;17633;19188;3611,4
2018-01-03;21:00:00;21:15:00;17604;19236;3612,6
2018-01-03;21:15:00;21:30:00;17548;19404,3;3611,7
2018-01-03;21:30:00;21:45:00;17493;19360,7;3612,7
2018-01-03;21:45:00;22:00:00;17437;19300,4;3612,6
2018-01-03;22:00:00;22:15:00;17378;18392,7;3614,8
2018-01-03;22:15:00;22:30:00;17315;18582,2;3744,8
2018-01-03;22:30:00;22:45:00;17252;18692,1;3815,7
2018-01-03;22:45:00;23:00:00;17190;18780,3;3810,1
2018-01-03;23:00:00;23:15:00;17115;18792,7;3814,9
2018-01-03;23:15:00;23:30:00;17037;18791,3;3815
2018-01-03;23:30:00;23:45:00;16960;18661,9;3813,5
2018-01-03;23:45:00;24:00:00;16884;18528,3;3767,2
2018-01-04;00:00:00;00:15:00;18018;18260;3614,4
2018-01-04;00:15:00;00:30:00;17942;18167,2;3616
2018-01-04;00:30:00;00:45:00;17869;18148,8;3622,9
2018-01-04;00:45:00;01:00:00;17800;18223,4;3606,7
2018-01-04;01:00:00;01:15:00;17591;18132,2;3587,5
2018-01-04;01:15:00;01:30:00;17492;18055,7;3556
2018-01-04;01:30:00;01:45:00;17399;17826,1;3540,6
2018-01-04;01:45:00;02:00:00;17310;17611,5;3491
2018-01-04;02:00:00;02:15:00;17200;17356,7;3423,4
2018-01-04;02:15:00;02:30:00;17059;17095,9;3269,1
2018-01-04;02:30:00;02:45:00;16918;16977,4;3358,3
2018-01-04;02:45:00;03:00:00;16778;17054,7;3447,2
2018-01-04;03:00:00;03:15:00;16617;16605,5;3308,4
2018-01-04;03:15:00;03:30:00;16429;16427,8;3390
2018-01-04;03:30:00;03:45:00;16242;16263,3;3399,9
2018-01-04;03:45:00;04:00:00;16049;15983,7;3188,3
2018-01-04;04:00:00;04:15:00;15840;15599,7;3020,1
2018-01-04;04:15:00;04:30:00;15583;15073,5;2841,9
2018-01-04;04:30:00;04:45:00;15331;14331,1;2510,1
2018-01-04;04:45:00;05:00:00;15081;13826;2205,6
2018-01-04;05:00:00;05:15:00;14799;13583,4;2003,4
2018-01-04;05:15:00;05:30:00;14494;13353,6;1932,4
2018-01-04;05:30:00;05:45:00;14187;12826,6;1664,3
2018-01-04;05:45:00;06:00:00;13877;12414,1;1539,2
2018-01-04;06:00:00;06:15:00;13549;12465,4;1462,2
2018-01-04;06:15:00;06:30:00;13215;12202;1308
2018-01-04;06:30:00;06:45:00;12887;11860,9;1165,4
2018-01-04;06:45:00;07:00:00;12566;11780;1070,4
2018-01-04;07:00:00;07:15:00;12234;11503;965,2
2018-01-04;07:15:00;07:30:00;11892;11176,3;818,1
2018-01-04;07:30:00;07:45:00;11538;10993,7;802,2
2018-01-04;07:45:00;08:00:00;11179;10961,6;822,2
2018-01-04;08:00:00;08:15:00;10814;10625,7;789,5
2018-01-04;08:15:00;08:30:00;10447;10475,7;818,1
2018-01-04;08:30:00;08:45:00;10084;10100,3;826,5
2018-01-04;08:45:00;09:00:00;9724;9490,4;774,4
2018-01-04;09:00:00;09:15:00;9400;8955,6;760,2
2018-01-04;09:15:00;09:30:00;9117;8805,4;878,8
2018-01-04;09:30:00;09:45:00;8828;8434,8;812,1
2018-01-04;09:45:00;10:00:00;8542;8045,5;632,5
2018-01-04;10:00:00;10:15:00;8281;7745,6;582,2
2018-01-04;10:15:00;10:30:00;8062;7557,8;558
2018-01-04;10:30:00;10:45:00;7841;7397,8;536,5
2018-01-04;10:45:00;11:00:00;7618;7350,5;477,6
2018-01-04;11:00:00;11:15:00;7408;7115,1;559,7
2018-01-04;11:15:00;11:30:00;7209;6789,1;537,4
2018-01-04;11:30:00;11:45:00;7016;6700,6;611,7
2018-01-04;11:45:00;12:00:00;6828;6510,4;648,2
2018-01-04;12:00:00;12:15:00;6624;6291,9;659,4
2018-01-04;12:15:00;12:30:00;6403;6041;678,2
2018-01-04;12:30:00;12:45:00;6183;5862,7;724,2
2018-01-04;12:45:00;13:00:00;5959;5661,3;743,9
2018-01-04;13:00:00;13:15:00;5709;5505,6;673,4
2018-01-04;13:15:00;13:30:00;5450;5355,1;572,9
2018-01-04;13:30:00;13:45:00;5203;5018;522
2018-01-04;13:45:00;14:00:00;4964;4606,2;449,7
2018-01-04;14:00:00;14:15:00;4722;4263,8;393,9
2018-01-04;14:15:00;14:30:00;4509;3955,1;378,2
2018-01-04;14:30:00;14:45:00;4292;3722,8;418
2018-01-04;14:45:00;15:00:00;4073;3620,7;427,4
2018-01-04;15:00:00;15:15:00;3896;3472,2;390,5
2018-01-04;15:15:00;15:30:00;3766;3274,5;338,7
2018-01-04;15:30:00;15:45:00;3633;3056,8;307,6
2018-01-04;15:45:00;16:00:00;3498;2976,3;284,9
2018-01-04;16:00:00;16:15:00;3422;2987,6;239,1
2018-01-04;16:15:00;16:30:00;3515;3073,9;211,9
2018-01-04;16:30:00;16:45:00;3599;3209,6;205,7
2018-01-04;16:45:00;17:00:00;3681;3427,8;213,7
2018-01-04;17:00:00;17:15:00;3858;3613,9;252,8
2018-01-04;17:15:00;17:30:00;4115;3829;289
2018-01-04;17:30:00;17:45:00;4373;4112,3;308,4
2018-01-04;17:45:00;18:00:00;4631;4373,5;367,9
2018-01-04;18:00:00;18:15:00;4884;4586,3;440,1
2018-01-04;18:15:00;18:30:00;5126;4891,7;501,7
2018-01-04;18:30:00;18:45:00;5366;5219,6;578,8
2018-01-04;18:45:00;19:00:00;5606;5362;650,5
2018-01-04;19:00:00;19:15:00;5822;5460;701,3
2018-01-04;19:15:00;19:30:00;6032;5734,3;715,4
2018-01-04;19:30:00;19:45:00;6248;5907;721,6
2018-01-04;19:45:00;20:00:00;6474;6145,1;792,1
2018-01-04;20:00:00;20:15:00;6780;6441;947
2018-01-04;20:15:00;20:30:00;7151;6822,9;1071,9
2018-01-04;20:30:00;20:45:00;7523;7395,5;1157,2
2018-01-04;20:45:00;21:00:00;7893;7840,7;1222
2018-01-04;21:00:00;21:15:00;8241;8253,6;1251,9
2018-01-04;21:15:00;21:30:00;8586;8727,8;1260,6
2018-01-04;21:30:00;21:45:00;8929;9213;1238,2
2018-01-04;21:45:00;22:00:00;9271;9788,4;1217,1
2018-01-04;22:00:00;22:15:00;9544;10033,8;1356,2
2018-01-04;22:15:00;22:30:00;9768;10801,6;1584,9
2018-01-04;22:30:00;22:45:00;9992;11502,4;2001,5
2018-01-04;22:45:00;23:00:00;10221;12183,5;2401,4
2018-01-04;23:00:00;23:15:00;10537;12695,4;2512,6
2018-01-04;23:15:00;23:30:00;10941;13204,2;2583,8
2018-01-04;23:30:00;23:45:00;11343;13859,7;2756,4
2018-01-04;23:45:00;24:00:00;11745;14616,4;2986,7
2018-01-05;00:00:00;00:15:00;12784;15397,8;3188,6
2018-01-05;00:15:00;00:30:00;13092;16190,4;3404,6
2018-01-05;00:30:00;00:45:00;13394;16872,3;3544,1
2018-01-05;00:45:00;01:00:00;13698;17453;3760,6
2018-01-05;01:00:00;01:15:00;13912;17660,1;3896,1
2018-01-05;01:15:00;01:30:00;13904;17767,9;3885,5
2018-01-05;01:30:00;01:45:00;13894;17925,9;3867,2
2018-01-05;01:45:00;02:00:00;13889;17845,7;3629,7
2018-01-05;02:00:00;02:15:00;13857;17893,4;3552,3
2018-01-05;02:15:00;02:30:00;13803;18088,9;3464,4
2018-01-05;02:30:00;02:45:00;13750;17888,9;3380,4
2018-01-05;02:45:00;03:00:00;13695;17640,6;3291,7
2018-01-05;03:00:00;03:15:00;13633;17497,3;3094,2
2018-01-05;03:15:00;03:30:00;13564;17187,3;2777,7
2018-01-05;03:30:00;03:45:00;13497;17228,2;2883,5
2018-01-05;03:45:00;04:00:00;13438;17300,2;2950,6
2018-01-05;04:00:00;04:15:00;13310;17187,6;2909
2018-01-05;04:15:00;04:30:00;13028;16955,5;2773,9
2018-01-05;04:30:00;04:45:00;12748;16460,3;2437,9
2018-01-05;04:45:00;05:00:00;12472;16047,1;2253,9
2018-01-05;05:00:00;05:15:00;12168;15646;2078,1
2018-01-05;05:15:00;05:30:00;11853;15523,5;1895,6
2018-01-05;05:30:00;05:45:00;11541;15335,9;1805,1
2018-01-05;05:45:00;06:00:00;11238;14975,3;1661,6
2018-01-05;06:00:00;06:15:00;10920;15267,4;1525,5
2018-01-05;06:15:00;06:30:00;10584;15036,1;1339,4
2018-01-05;06:30:00;06:45:00;10243;14674,4;1191,5
2018-01-05;06:45:00;07:00:00;9908;14232,7;1017,3
2018-01-05;07:00:00;07:15:00;9597;14045,3;894,5
2018-01-05;07:15:00;07:30:00;9340;13738,3;742,3
2018-01-05;07:30:00;07:45:00;9083;13495,1;727,5
2018-01-05;07:45:00;08:00:00;8824;13393,6;682,9
2018-01-05;08:00:00;08:15:00;8574;13109,5;654,1
2018-01-05;08:15:00;08:30:00;8329;12618,4;571,8
2018-01-05;08:30:00;08:45:00;8086;12482;472,2
2018-01-05;08:45:00;09:00:00;7845;11994,1;355,9
2018-01-05;09:00:00;09:15:00;7675;11571,2;260,5
2018-01-05;09:15:00;09:30:00;7569;11182,3;208,5
2018-01-05;09:30:00;09:45:00;7460;10900,6;171,4
2018-01-05;09:45:00;10:00:00;7348;10439;116,4
2018-01-05;10:00:00;10:15:00;7256;10004,5;80,2
2018-01-05;10:15:00;10:30:00;7237;9416,6;56,6
2018-01-05;10:30:00;10:45:00;7211;9048,9;60,3
2018-01-05;10:45:00;11:00:00;7181;8553,1;76
2018-01-05;11:00:00;11:15:00;7171;8183,4;73,1
2018-01-05;11:15:00;11:30:00;7172;7792,8;66,4
2018-01-05;11:30:00;11:45:00;7173;7441;53,8
2018-01-05;11:45:00;12:00:00;7173;7237,6;47,4
2018-01-05;12:00:00;12:15:00;7166;6949,3;72,4
2018-01-05;12:15:00;12:30:00;7148;6666,7;81,8
2018-01-05;12:30:00;12:45:00;7130;6279,5;89,6
2018-01-05;12:45:00;13:00:00;7110;5925,7;134,4
2018-01-05;13:00:00;13:15:00;7050;5521,9;166
2018-01-05;13:15:00;13:30:00;6932;5085,6;261,3
2018-01-05;13:30:00;13:45:00;6809;4635,2;309,7
2018-01-05;13:45:00;14:00:00;6690;4127,3;266,2
2018-01-05;14:00:00;14:15:00;6531;3820,3;332,2
2018-01-05;14:15:00;14:30:00;6350;3592,7;420,3
